"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Spain (ES)","Generation - Solar  [MW] Current / Spain (ES)","Generation - Wind Offshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Offshore  [MW] Current / Spain (ES)","Generation - Wind Onshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Onshore  [MW] Current / Spain (ES)"
"02.12.2022 10:00 - 02.12.2022 10:15","5271","4295","n/e","n/e","3460","3455"
"02.12.2022 10:15 - 02.12.2022 10:30","5905","4980","n/e","n/e","3319","3356"
"02.12.2022 10:30 - 02.12.2022 10:45","6413","5677","n/e","n/e","3195","3258"
"02.12.2022 10:45 - 02.12.2022 11:00","6803","6319","n/e","n/e","3084","3160"
"02.12.2022 11:00 - 02.12.2022 11:15","7295","6359","n/e","n/e","2994","2999"
"02.12.2022 11:15 - 02.12.2022 11:30","7523","6697","n/e","n/e","2884","2895"
"02.12.2022 11:30 - 02.12.2022 11:45","7693","7036","n/e","n/e","2764","2790"
"02.12.2022 11:45 - 02.12.2022 12:00","7818","7342","n/e","n/e","2641","2685"
"02.12.2022 12:00 - 02.12.2022 12:15","7951","7331","n/e","n/e","2506","2761"
"02.12.2022 12:15 - 02.12.2022 12:30","8034","7465","n/e","n/e","2398","2659"
"02.12.2022 12:30 - 02.12.2022 12:45","8111","7599","n/e","n/e","2307","2556"
"02.12.2022 12:45 - 02.12.2022 13:00","8173","7712","n/e","n/e","2229","2455"
"02.12.2022 13:00 - 02.12.2022 13:15","8288","7444","n/e","n/e","2157","2271"
"02.12.2022 13:15 - 02.12.2022 13:30","8284","7478","n/e","n/e","2095","2195"
"02.12.2022 13:30 - 02.12.2022 13:45","8234","7536","n/e","n/e","2035","2123"
"02.12.2022 13:45 - 02.12.2022 14:00","8152","7586","n/e","n/e","1979","2057"
"02.12.2022 14:00 - 02.12.2022 14:15","8048","7247","n/e","n/e","1913","1682"
"02.12.2022 14:15 - 02.12.2022 14:30","7964","7245","n/e","n/e","1873","1650"
"02.12.2022 14:30 - 02.12.2022 14:45","7900","7264","n/e","n/e","1844","1616"
"02.12.2022 14:45 - 02.12.2022 15:00","7818","7249","n/e","n/e","1826","1587"
"02.12.2022 15:00 - 02.12.2022 15:15","7948","7176","n/e","n/e","1800","1289"
"02.12.2022 15:15 - 02.12.2022 15:30","7672","6807","n/e","n/e","1800","1315"
"02.12.2022 15:30 - 02.12.2022 15:45","7236","6392","n/e","n/e","1808","1348"
"02.12.2022 15:45 - 02.12.2022 16:00","6645","5907","n/e","n/e","1828","1389"
"02.12.2022 16:00 - 02.12.2022 16:15","6337","5780","n/e","n/e","1828","1372"
"02.12.2022 16:15 - 02.12.2022 16:30","5424","4849","n/e","n/e","1880","1443"
"02.12.2022 16:30 - 02.12.2022 16:45","4411","3905","n/e","n/e","1951","1523"
"02.12.2022 16:45 - 02.12.2022 17:00","3375","2996","n/e","n/e","2036","1611"
"02.12.2022 17:00 - 02.12.2022 17:15","2499","2304","n/e","n/e","2143","1580"
"02.12.2022 17:15 - 02.12.2022 17:30","1655","1611","n/e","n/e","2232","1682"
"02.12.2022 17:30 - 02.12.2022 17:45","1041","1070","n/e","n/e","2312","1781"
"02.12.2022 17:45 - 02.12.2022 18:00","633","667","n/e","n/e","2380","1875"
"02.12.2022 18:00 - 02.12.2022 18:15","308","271","n/e","n/e","2463","1826"
"02.12.2022 18:15 - 02.12.2022 18:30","231","201","n/e","n/e","2508","1911"
"02.12.2022 18:30 - 02.12.2022 18:45","196","174","n/e","n/e","2541","1982"
"02.12.2022 18:45 - 02.12.2022 19:00","179","161","n/e","n/e","2564","2041"
"02.12.2022 19:00 - 02.12.2022 19:15","175","138","n/e","n/e","2586","1947"
"02.12.2022 19:15 - 02.12.2022 19:30","167","118","n/e","n/e","2598","1995"
"02.12.2022 19:30 - 02.12.2022 19:45","152","101","n/e","n/e","2609","2036"
"02.12.2022 19:45 - 02.12.2022 20:00","133","88","n/e","n/e","2618","2068"
"02.12.2022 20:00 - 02.12.2022 20:15","107","71","n/e","n/e","2629","1915"
"02.12.2022 20:15 - 02.12.2022 20:30","95","66","n/e","n/e","2636","1941"
"02.12.2022 20:30 - 02.12.2022 20:45","92","63","n/e","n/e","2641","1966"
"02.12.2022 20:45 - 02.12.2022 21:00","95","60","n/e","n/e","2645","1990"
"02.12.2022 21:00 - 02.12.2022 21:15","102","47","n/e","n/e","2654","1972"
"02.12.2022 21:15 - 02.12.2022 21:30","108","45","n/e","n/e","2650","2000"
"02.12.2022 21:30 - 02.12.2022 21:45","112","45","n/e","n/e","2642","2027"
"02.12.2022 21:45 - 02.12.2022 22:00","113","46","n/e","n/e","2630","2053"
"02.12.2022 22:00 - 02.12.2022 22:15","118","28","n/e","n/e","2616","2060"
"02.12.2022 22:15 - 02.12.2022 22:30","112","25","n/e","n/e","2603","2087"
"02.12.2022 22:30 - 02.12.2022 22:45","104","20","n/e","n/e","2591","2112"
"02.12.2022 22:45 - 02.12.2022 23:00","93","16","n/e","n/e","2580","2136"
"02.12.2022 23:00 - 02.12.2022 23:15","83","14","n/e","n/e","2574","2325"
"02.12.2022 23:15 - 02.12.2022 23:30","72","14","n/e","n/e","2559","2343"
"02.12.2022 23:30 - 02.12.2022 23:45","62","14","n/e","n/e","2540","2360"
"02.12.2022 23:45 - 03.12.2022 00:00","54","14","n/e","n/e","2518","2375"
"03.12.2022 00:00 - 03.12.2022 00:15","40","16","n/e","n/e","2451","2576"
"03.12.2022 00:15 - 03.12.2022 00:30","39","14","n/e","n/e","2453","2583"
"03.12.2022 00:30 - 03.12.2022 00:45","37","11","n/e","n/e","2451","2588"
"03.12.2022 00:45 - 03.12.2022 01:00","37","9","n/e","n/e","2446","2592"
"03.12.2022 01:00 - 03.12.2022 01:15","36","5","n/e","n/e","2442","2704"
"03.12.2022 01:15 - 03.12.2022 01:30","36","5","n/e","n/e","2433","2708"
"03.12.2022 01:30 - 03.12.2022 01:45","34","5","n/e","n/e","2422","2713"
"03.12.2022 01:45 - 03.12.2022 02:00","33","5","n/e","n/e","2412","2719"
"03.12.2022 02:00 - 03.12.2022 02:15","31","6","n/e","n/e","2395","2766"
"03.12.2022 02:15 - 03.12.2022 02:30","30","6","n/e","n/e","2393","2776"
"03.12.2022 02:30 - 03.12.2022 02:45","29","6","n/e","n/e","2397","2789"
"03.12.2022 02:45 - 03.12.2022 03:00","29","7","n/e","n/e","2405","2804"
"03.12.2022 03:00 - 03.12.2022 03:15","30","8","n/e","n/e","2418","2887"
"03.12.2022 03:15 - 03.12.2022 03:30","30","8","n/e","n/e","2426","2897"
"03.12.2022 03:30 - 03.12.2022 03:45","31","9","n/e","n/e","2430","2907"
"03.12.2022 03:45 - 03.12.2022 04:00","32","10","n/e","n/e","2432","2917"
"03.12.2022 04:00 - 03.12.2022 04:15","33","10","n/e","n/e","2433","2846"
"03.12.2022 04:15 - 03.12.2022 04:30","32","10","n/e","n/e","2431","2869"
"03.12.2022 04:30 - 03.12.2022 04:45","30","9","n/e","n/e","2430","2891"
"03.12.2022 04:45 - 03.12.2022 05:00","27","8","n/e","n/e","2429","2907"
"03.12.2022 05:00 - 03.12.2022 05:15","23","8","n/e","n/e","2428","2940"
"03.12.2022 05:15 - 03.12.2022 05:30","21","7","n/e","n/e","2428","2937"
"03.12.2022 05:30 - 03.12.2022 05:45","21","6","n/e","n/e","2429","2920"
"03.12.2022 05:45 - 03.12.2022 06:00","21","5","n/e","n/e","2431","2893"
"03.12.2022 06:00 - 03.12.2022 06:15","23","5","n/e","n/e","2429","3018"
"03.12.2022 06:15 - 03.12.2022 06:30","23","5","n/e","n/e","2435","2993"
"03.12.2022 06:30 - 03.12.2022 06:45","22","6","n/e","n/e","2443","2965"
"03.12.2022 06:45 - 03.12.2022 07:00","21","7","n/e","n/e","2455","2938"
"03.12.2022 07:00 - 03.12.2022 07:15","20","9","n/e","n/e","2461","2745"
"03.12.2022 07:15 - 03.12.2022 07:30","19","10","n/e","n/e","2482","2755"
"03.12.2022 07:30 - 03.12.2022 07:45","19","10","n/e","n/e","2508","2770"
"03.12.2022 07:45 - 03.12.2022 08:00","19","10","n/e","n/e","2538","2790"
"03.12.2022 08:00 - 03.12.2022 08:15","92","9","n/e","n/e","2571","2629"
"03.12.2022 08:15 - 03.12.2022 08:30","254","196","n/e","n/e","2608","2698"
"03.12.2022 08:30 - 03.12.2022 08:45","529","522","n/e","n/e","2644","2765"
"03.12.2022 08:45 - 03.12.2022 09:00","895","898","n/e","n/e","2675","2818"
"03.12.2022 09:00 - 03.12.2022 09:15","2109","1719","n/e","n/e","2731","2964"
"03.12.2022 09:15 - 03.12.2022 09:30","2832","2576","n/e","n/e","2731","2936"
"03.12.2022 09:30 - 03.12.2022 09:45","3545","3495","n/e","n/e","2709","2891"
"03.12.2022 09:45 - 03.12.2022 10:00","4222","4388","n/e","n/e","2675","2839"
"03.12.2022 10:00 - 03.12.2022 10:15","5270","4539","n/e","n/e","2608","2983"
"03.12.2022 10:15 - 03.12.2022 10:30","5860","5237","n/e","n/e","2588","2962"
"03.12.2022 10:30 - 03.12.2022 10:45","6349","5941","n/e","n/e","2591","2955"
"03.12.2022 10:45 - 03.12.2022 11:00","6743","6588","n/e","n/e","2616","2960"
"03.12.2022 11:00 - 03.12.2022 11:15","7259","6835","n/e","n/e","2636","2935"
"03.12.2022 11:15 - 03.12.2022 11:30","7519","7170","n/e","n/e","2694","2959"
"03.12.2022 11:30 - 03.12.2022 11:45","7719","7475","n/e","n/e","2762","2988"
"03.12.2022 11:45 - 03.12.2022 12:00","7864","7727","n/e","n/e","2834","3020"
"03.12.2022 12:00 - 03.12.2022 12:15","8061","7729","n/e","n/e","2928","2931"
"03.12.2022 12:15 - 03.12.2022 12:30","8104","7788","n/e","n/e","2988","2968"
"03.12.2022 12:30 - 03.12.2022 12:45","8099","7814","n/e","n/e","3035","3013"
"03.12.2022 12:45 - 03.12.2022 13:00","8053","7804","n/e","n/e","3069","3059"
"03.12.2022 13:00 - 03.12.2022 13:15","8019","7588","n/e","n/e","3100","3238"
"03.12.2022 13:15 - 03.12.2022 13:30","7914","7540","n/e","n/e","3128","3266"
"03.12.2022 13:30 - 03.12.2022 13:45","7792","7487","n/e","n/e","3158","3292"
"03.12.2022 13:45 - 03.12.2022 14:00","7659","7410","n/e","n/e","3187","3316"
"03.12.2022 14:00 - 03.12.2022 14:15","7534","6888","n/e","n/e","3235","3419"
"03.12.2022 14:15 - 03.12.2022 14:30","7400","6826","n/e","n/e","3247","3436"
"03.12.2022 14:30 - 03.12.2022 14:45","7266","6744","n/e","n/e","3243","3448"
"03.12.2022 14:45 - 03.12.2022 15:00","7099","6604","n/e","n/e","3222","3448"
"03.12.2022 15:00 - 03.12.2022 15:15","7147","5853","n/e","n/e","3217","3257"
"03.12.2022 15:15 - 03.12.2022 15:30","6763","5517","n/e","n/e","3163","3230"
"03.12.2022 15:30 - 03.12.2022 15:45","6221","5139","n/e","n/e","3092","3196"
"03.12.2022 15:45 - 03.12.2022 16:00","5551","4700","n/e","n/e","3012","3155"
"03.12.2022 16:00 - 03.12.2022 16:15","5055","4056","n/e","n/e","2917","2722"
"03.12.2022 16:15 - 03.12.2022 16:30","4219","3300","n/e","n/e","2844","2674"
"03.12.2022 16:30 - 03.12.2022 16:45","3389","2544","n/e","n/e","2785","2634"
"03.12.2022 16:45 - 03.12.2022 17:00","2603","1831","n/e","n/e","2740","2604"
"03.12.2022 17:00 - 03.12.2022 17:15","1986","1251","n/e","n/e","2690","2342"
"03.12.2022 17:15 - 03.12.2022 17:30","1371","828","n/e","n/e","2668","2335"
"03.12.2022 17:30 - 03.12.2022 17:45","901","513","n/e","n/e","2654","2340"
"03.12.2022 17:45 - 03.12.2022 18:00","563","291","n/e","n/e","2645","2354"
"03.12.2022 18:00 - 03.12.2022 18:15","274","45","n/e","n/e","2645","2314"
"03.12.2022 18:15 - 03.12.2022 18:30","185","27","n/e","n/e","2632","2327"
"03.12.2022 18:30 - 03.12.2022 18:45","136","19","n/e","n/e","2611","2342"
"03.12.2022 18:45 - 03.12.2022 19:00","108","15","n/e","n/e","2588","2355"
"03.12.2022 19:00 - 03.12.2022 19:15","95","28","n/e","n/e","2546","2331"
"03.12.2022 19:15 - 03.12.2022 19:30","79","30","n/e","n/e","2537","2324"
"03.12.2022 19:30 - 03.12.2022 19:45","61","31","n/e","n/e","2544","2311"
"03.12.2022 19:45 - 03.12.2022 20:00","42","31","n/e","n/e","2565","2294"
"03.12.2022 20:00 - 03.12.2022 20:15","17","62","n/e","n/e","2585","2484"
"03.12.2022 20:15 - 03.12.2022 20:30","16","57","n/e","n/e","2626","2475"
"03.12.2022 20:30 - 03.12.2022 20:45","22","48","n/e","n/e","2672","2465"
"03.12.2022 20:45 - 03.12.2022 21:00","35","38","n/e","n/e","2718","2451"
"03.12.2022 21:00 - 03.12.2022 21:15","69","31","n/e","n/e","2787","2653"
"03.12.2022 21:15 - 03.12.2022 21:30","86","27","n/e","n/e","2815","2645"
"03.12.2022 21:30 - 03.12.2022 21:45","97","23","n/e","n/e","2826","2632"
"03.12.2022 21:45 - 03.12.2022 22:00","101","19","n/e","n/e","2818","2613"
"03.12.2022 22:00 - 03.12.2022 22:15","112","37","n/e","n/e","2823","2758"
"03.12.2022 22:15 - 03.12.2022 22:30","103","34","n/e","n/e","2783","2747"
"03.12.2022 22:30 - 03.12.2022 22:45","88","30","n/e","n/e","2730","2731"
"03.12.2022 22:45 - 03.12.2022 23:00","70","26","n/e","n/e","2671","2711"
"03.12.2022 23:00 - 03.12.2022 23:15","54","31","n/e","n/e","2594","2890"
"03.12.2022 23:15 - 03.12.2022 23:30","37","30","n/e","n/e","2546","2868"
"03.12.2022 23:30 - 03.12.2022 23:45","23","29","n/e","n/e","2513","2839"
"03.12.2022 23:45 - 04.12.2022 00:00","13","28","n/e","n/e","2490","2804"
"04.12.2022 00:00 - 04.12.2022 00:15","14","34","n/e","n/e","1869","2833"
"04.12.2022 00:15 - 04.12.2022 00:30","15","29","n/e","n/e","1822","2810"
"04.12.2022 00:30 - 04.12.2022 00:45","14","23","n/e","n/e","1790","2786"
"04.12.2022 00:45 - 04.12.2022 01:00","14","17","n/e","n/e","1770","2760"
"04.12.2022 01:00 - 04.12.2022 01:15","13","12","n/e","n/e","1751","2703"
"04.12.2022 01:15 - 04.12.2022 01:30","11","9","n/e","n/e","1745","2688"
"04.12.2022 01:30 - 04.12.2022 01:45","9","8","n/e","n/e","1740","2674"
"04.12.2022 01:45 - 04.12.2022 02:00","7","8","n/e","n/e","1737","2660"
"04.12.2022 02:00 - 04.12.2022 02:15","5","8","n/e","n/e","1732","2654"
"04.12.2022 02:15 - 04.12.2022 02:30","4","8","n/e","n/e","1733","2629"
"04.12.2022 02:30 - 04.12.2022 02:45","4","7","n/e","n/e","1736","2604"
"04.12.2022 02:45 - 04.12.2022 03:00","3","7","n/e","n/e","1737","2577"
"04.12.2022 03:00 - 04.12.2022 03:15","4","7","n/e","n/e","1753","2498"
"04.12.2022 03:15 - 04.12.2022 03:30","4","7","n/e","n/e","1737","2458"
"04.12.2022 03:30 - 04.12.2022 03:45","4","7","n/e","n/e","1708","2414"
"04.12.2022 03:45 - 04.12.2022 04:00","4","7","n/e","n/e","1671","2368"
"04.12.2022 04:00 - 04.12.2022 04:15","5","8","n/e","n/e","1619","2219"
"04.12.2022 04:15 - 04.12.2022 04:30","5","8","n/e","n/e","1588","2178"
"04.12.2022 04:30 - 04.12.2022 04:45","5","8","n/e","n/e","1568","2138"
"04.12.2022 04:45 - 04.12.2022 05:00","4","8","n/e","n/e","1557","2102"
"04.12.2022 05:00 - 04.12.2022 05:15","4","8","n/e","n/e","1549","2025"
"04.12.2022 05:15 - 04.12.2022 05:30","4","8","n/e","n/e","1548","2012"
"04.12.2022 05:30 - 04.12.2022 05:45","5","8","n/e","n/e","1546","2003"
"04.12.2022 05:45 - 04.12.2022 06:00","6","8","n/e","n/e","1542","1998"
"04.12.2022 06:00 - 04.12.2022 06:15","7","7","n/e","n/e","1542","1920"
"04.12.2022 06:15 - 04.12.2022 06:30","8","7","n/e","n/e","1530","1919"
"04.12.2022 06:30 - 04.12.2022 06:45","8","7","n/e","n/e","1514","1916"
"04.12.2022 06:45 - 04.12.2022 07:00","7","7","n/e","n/e","1499","1912"
"04.12.2022 07:00 - 04.12.2022 07:15","6","7","n/e","n/e","1465","1780"
"04.12.2022 07:15 - 04.12.2022 07:30","5","7","n/e","n/e","1468","1783"
"04.12.2022 07:30 - 04.12.2022 07:45","5","7","n/e","n/e","1487","1781"
"04.12.2022 07:45 - 04.12.2022 08:00","6","7","n/e","n/e","1517","1777"
"04.12.2022 08:00 - 04.12.2022 08:15","45","8","n/e","n/e","1561","1577"
"04.12.2022 08:15 - 04.12.2022 08:30","131","100","n/e","n/e","1590","1586"
"04.12.2022 08:30 - 04.12.2022 08:45","277","309","n/e","n/e","1610","1596"
"04.12.2022 08:45 - 04.12.2022 09:00","475","538","n/e","n/e","1622","1608"
"04.12.2022 09:00 - 04.12.2022 09:15","1117","974","n/e","n/e","1631","1612"
"04.12.2022 09:15 - 04.12.2022 09:30","1532","1509","n/e","n/e","1637","1615"
"04.12.2022 09:30 - 04.12.2022 09:45","1970","2094","n/e","n/e","1644","1616"
"04.12.2022 09:45 - 04.12.2022 10:00","2418","2674","n/e","n/e","1654","1621"
"04.12.2022 10:00 - 04.12.2022 10:15","3118","2697","n/e","n/e","1659","1620"
"04.12.2022 10:15 - 04.12.2022 10:30","3591","3172","n/e","n/e","1676","1636"
"04.12.2022 10:30 - 04.12.2022 10:45","4039","3666","n/e","n/e","1697","1659"
"04.12.2022 10:45 - 04.12.2022 11:00","4451","4141","n/e","n/e","1727","1689"
"04.12.2022 11:00 - 04.12.2022 11:15","5039","4165","n/e","n/e","1743","1586"
"04.12.2022 11:15 - 04.12.2022 11:30","5372","4577","n/e","n/e","1798","1640"
"04.12.2022 11:30 - 04.12.2022 11:45","5634","5006","n/e","n/e","1870","1701"
"04.12.2022 11:45 - 04.12.2022 12:00","5838","5412","n/e","n/e","1950","1766"
"04.12.2022 12:00 - 04.12.2022 12:15","6058","5139","n/e","n/e","2064","1833"
"04.12.2022 12:15 - 04.12.2022 12:30","6206","5445","n/e","n/e","2130","1880"
"04.12.2022 12:30 - 04.12.2022 12:45","6342","5739","n/e","n/e","2174","1924"
"04.12.2022 12:45 - 04.12.2022 13:00","6464","5993","n/e","n/e","2197","1966"
"04.12.2022 13:00 - 04.12.2022 13:15","6637","5754","n/e","n/e","2233","2134"
"04.12.2022 13:15 - 04.12.2022 13:30","6704","5936","n/e","n/e","2220","2162"
"04.12.2022 13:30 - 04.12.2022 13:45","6732","6114","n/e","n/e","2191","2176"
"04.12.2022 13:45 - 04.12.2022 14:00","6728","6251","n/e","n/e","2152","2182"
"04.12.2022 14:00 - 04.12.2022 14:15","6735","5696","n/e","n/e","2111","2568"
"04.12.2022 14:15 - 04.12.2022 14:30","6697","5769","n/e","n/e","2062","2572"
"04.12.2022 14:30 - 04.12.2022 14:45","6652","5861","n/e","n/e","2013","2556"
"04.12.2022 14:45 - 04.12.2022 15:00","6567","5909","n/e","n/e","1962","2523"
"04.12.2022 15:00 - 04.12.2022 15:15","6678","5919","n/e","n/e","1920","2778"
"04.12.2022 15:15 - 04.12.2022 15:30","6391","5503","n/e","n/e","1859","2707"
"04.12.2022 15:30 - 04.12.2022 15:45","5958","5010","n/e","n/e","1791","2626"
"04.12.2022 15:45 - 04.12.2022 16:00","5395","4455","n/e","n/e","1727","2540"
"04.12.2022 16:00 - 04.12.2022 16:15","5035","4347","n/e","n/e","1627","2599"
"04.12.2022 16:15 - 04.12.2022 16:30","4243","3535","n/e","n/e","1601","2520"
"04.12.2022 16:30 - 04.12.2022 16:45","3404","2722","n/e","n/e","1608","2449"
"04.12.2022 16:45 - 04.12.2022 17:00","2572","1956","n/e","n/e","1638","2388"
"04.12.2022 17:00 - 04.12.2022 17:15","1888","1397","n/e","n/e","1682","2409"
"04.12.2022 17:15 - 04.12.2022 17:30","1219","922","n/e","n/e","1729","2376"
"04.12.2022 17:30 - 04.12.2022 17:45","724","574","n/e","n/e","1772","2357"
"04.12.2022 17:45 - 04.12.2022 18:00","385","334","n/e","n/e","1812","2352"
"04.12.2022 18:00 - 04.12.2022 18:15","110","150","n/e","n/e","1844","2200"
"04.12.2022 18:15 - 04.12.2022 18:30","45","109","n/e","n/e","1889","2246"
"04.12.2022 18:30 - 04.12.2022 18:45","23","88","n/e","n/e","1941","2303"
"04.12.2022 18:45 - 04.12.2022 19:00","20","75","n/e","n/e","2000","2367"
"04.12.2022 19:00 - 04.12.2022 19:15","26","54","n/e","n/e","2062","2335"
"04.12.2022 19:15 - 04.12.2022 19:30","32","40","n/e","n/e","2130","2401"
"04.12.2022 19:30 - 04.12.2022 19:45","33","30","n/e","n/e","2201","2477"
"04.12.2022 19:45 - 04.12.2022 20:00","28","23","n/e","n/e","2275","2557"
"04.12.2022 20:00 - 04.12.2022 20:15","21","12","n/e","n/e","2351","2605"
"04.12.2022 20:15 - 04.12.2022 20:30","15","9","n/e","n/e","2432","2665"
"04.12.2022 20:30 - 04.12.2022 20:45","10","8","n/e","n/e","2517","2732"
"04.12.2022 20:45 - 04.12.2022 21:00","8","7","n/e","n/e","2603","2804"
"04.12.2022 21:00 - 04.12.2022 21:15","7","8","n/e","n/e","2702","2974"
"04.12.2022 21:15 - 04.12.2022 21:30","6","8","n/e","n/e","2783","3041"
"04.12.2022 21:30 - 04.12.2022 21:45","6","8","n/e","n/e","2858","3106"
"04.12.2022 21:45 - 04.12.2022 22:00","6","8","n/e","n/e","2930","3172"
"04.12.2022 22:00 - 04.12.2022 22:15","5","5","n/e","n/e","2995","3056"
"04.12.2022 22:15 - 04.12.2022 22:30","5","5","n/e","n/e","3074","3143"
"04.12.2022 22:30 - 04.12.2022 22:45","5","5","n/e","n/e","3162","3217"
"04.12.2022 22:45 - 04.12.2022 23:00","5","5","n/e","n/e","3256","3286"
"04.12.2022 23:00 - 04.12.2022 23:15","6","5","n/e","n/e","3364","3136"
"04.12.2022 23:15 - 04.12.2022 23:30","6","5","n/e","n/e","3459","3224"
"04.12.2022 23:30 - 04.12.2022 23:45","5","5","n/e","n/e","3548","3309"
"04.12.2022 23:45 - 05.12.2022 00:00","4","5","n/e","n/e","3632","3394"
"05.12.2022 00:00 - 05.12.2022 00:15","3","7","n/e","n/e","3847","3295"
"05.12.2022 00:15 - 05.12.2022 00:30","3","7","n/e","n/e","3896","3394"
"05.12.2022 00:30 - 05.12.2022 00:45","3","6","n/e","n/e","3937","3490"
"05.12.2022 00:45 - 05.12.2022 01:00","3","6","n/e","n/e","3975","3584"
"05.12.2022 01:00 - 05.12.2022 01:15","3","8","n/e","n/e","3997","3690"
"05.12.2022 01:15 - 05.12.2022 01:30","3","7","n/e","n/e","4048","3755"
"05.12.2022 01:30 - 05.12.2022 01:45","3","7","n/e","n/e","4113","3814"
"05.12.2022 01:45 - 05.12.2022 02:00","3","6","n/e","n/e","4189","3871"
"05.12.2022 02:00 - 05.12.2022 02:15","4","7","n/e","n/e","4274","3783"
"05.12.2022 02:15 - 05.12.2022 02:30","3","6","n/e","n/e","4357","3852"
"05.12.2022 02:30 - 05.12.2022 02:45","3","6","n/e","n/e","4436","3919"
"05.12.2022 02:45 - 05.12.2022 03:00","3","6","n/e","n/e","4515","3990"
"05.12.2022 03:00 - 05.12.2022 03:15","3","6","n/e","n/e","4588","4085"
"05.12.2022 03:15 - 05.12.2022 03:30","3","6","n/e","n/e","4672","4169"
"05.12.2022 03:30 - 05.12.2022 03:45","3","6","n/e","n/e","4761","4246"
"05.12.2022 03:45 - 05.12.2022 04:00","3","7","n/e","n/e","4856","4321"
"05.12.2022 04:00 - 05.12.2022 04:15","4","7","n/e","n/e","4955","4478"
"05.12.2022 04:15 - 05.12.2022 04:30","4","7","n/e","n/e","5057","4567"
"05.12.2022 04:30 - 05.12.2022 04:45","4","7","n/e","n/e","5159","4655"
"05.12.2022 04:45 - 05.12.2022 05:00","4","7","n/e","n/e","5263","4744"
"05.12.2022 05:00 - 05.12.2022 05:15","3","7","n/e","n/e","5367","5009"
"05.12.2022 05:15 - 05.12.2022 05:30","3","7","n/e","n/e","5477","5109"
"05.12.2022 05:30 - 05.12.2022 05:45","4","7","n/e","n/e","5591","5209"
"05.12.2022 05:45 - 05.12.2022 06:00","5","7","n/e","n/e","5708","5310"
"05.12.2022 06:00 - 05.12.2022 06:15","7","7","n/e","n/e","5835","5401"
"05.12.2022 06:15 - 05.12.2022 06:30","7","7","n/e","n/e","5951","5507"
"05.12.2022 06:30 - 05.12.2022 06:45","6","6","n/e","n/e","6063","5613"
"05.12.2022 06:45 - 05.12.2022 07:00","5","7","n/e","n/e","6171","5721"
"05.12.2022 07:00 - 05.12.2022 07:15","3","6","n/e","n/e","6289","5683"
"05.12.2022 07:15 - 05.12.2022 07:30","3","7","n/e","n/e","6389","5798"
"05.12.2022 07:30 - 05.12.2022 07:45","3","7","n/e","n/e","6483","5912"
"05.12.2022 07:45 - 05.12.2022 08:00","4","8","n/e","n/e","6570","6025"
"05.12.2022 08:00 - 05.12.2022 08:15","32","9","n/e","n/e","6671","5575"
"05.12.2022 08:15 - 05.12.2022 08:30","72","62","n/e","n/e","6742","5719"
"05.12.2022 08:30 - 05.12.2022 08:45","137","178","n/e","n/e","6802","5865"
"05.12.2022 08:45 - 05.12.2022 09:00","225","305","n/e","n/e","6849","6001"
"05.12.2022 09:00 - 05.12.2022 09:15","475","106","n/e","n/e","6917","5708"
"05.12.2022 09:15 - 05.12.2022 09:30","655","507","n/e","n/e","6932","5783"
"05.12.2022 09:30 - 05.12.2022 09:45","855","978","n/e","n/e","6928","5835"
"05.12.2022 09:45 - 05.12.2022 10:00","1067","1441","n/e","n/e","6907","5869"
"05.12.2022 10:00 - 05.12.2022 10:15","1410","721","n/e","n/e","6893","5835"
"05.12.2022 10:15 - 05.12.2022 10:30","1637","1179","n/e","n/e","6845","5823"
"05.12.2022 10:30 - 05.12.2022 10:45","1846","1703","n/e","n/e","6787","5800"
