"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Austria (AT)","Generation - Solar  [MW] Current / Austria (AT)","Generation - Wind Offshore  [MW] Day Ahead/ Austria (AT)","Generation - Wind Offshore  [MW] Current / Austria (AT)","Generation - Wind Onshore  [MW] Day Ahead/ Austria (AT)","Generation - Wind Onshore  [MW] Current / Austria (AT)"
"13.04.2022 02:15 - 13.04.2022 02:30","0","0","n/e","n/e","1212","1040"
"13.04.2022 02:30 - 13.04.2022 02:45","0","0","n/e","n/e","1208","1036"
"13.04.2022 02:45 - 13.04.2022 03:00","0","0","n/e","n/e","1204","1032"
"13.04.2022 03:00 - 13.04.2022 03:15","0","0","n/e","n/e","1208","1032"
"13.04.2022 03:15 - 13.04.2022 03:30","0","0","n/e","n/e","1212","1036"
"13.04.2022 03:30 - 13.04.2022 03:45","0","0","n/e","n/e","1216","1024"
"13.04.2022 03:45 - 13.04.2022 04:00","0","0","n/e","n/e","1220","1024"
"13.04.2022 04:00 - 13.04.2022 04:15","0","0","n/e","n/e","1220","1028"
"13.04.2022 04:15 - 13.04.2022 04:30","0","0","n/e","n/e","1220","1036"
"13.04.2022 04:30 - 13.04.2022 04:45","0","0","n/e","n/e","1216","1040"
"13.04.2022 04:45 - 13.04.2022 05:00","0","0","n/e","n/e","1212","1048"
"13.04.2022 05:00 - 13.04.2022 05:15","0","0","n/e","n/e","1216","1052"
"13.04.2022 05:15 - 13.04.2022 05:30","0","0","n/e","n/e","1224","1052"
"13.04.2022 05:30 - 13.04.2022 05:45","0","0","n/e","n/e","1232","1056"
"13.04.2022 05:45 - 13.04.2022 06:00","0","0","n/e","n/e","1240","1056"
"13.04.2022 06:00 - 13.04.2022 06:15","0","0","n/e","n/e","1248","1060"
"13.04.2022 06:15 - 13.04.2022 06:30","16","20","n/e","n/e","1252","1064"
"13.04.2022 06:30 - 13.04.2022 06:45","28","28","n/e","n/e","1256","1064"
"13.04.2022 06:45 - 13.04.2022 07:00","36","36","n/e","n/e","1260","1068"
"13.04.2022 07:00 - 13.04.2022 07:15","48","52","n/e","n/e","1256","1068"
"13.04.2022 07:15 - 13.04.2022 07:30","68","72","n/e","n/e","1244","1068"
"13.04.2022 07:30 - 13.04.2022 07:45","96","100","n/e","n/e","1236","1064"
"13.04.2022 07:45 - 13.04.2022 08:00","132","136","n/e","n/e","1224","1064"
"13.04.2022 08:00 - 13.04.2022 08:15","168","176","n/e","n/e","1204","1044"
"13.04.2022 08:15 - 13.04.2022 08:30","212","224","n/e","n/e","1176","1008"
"13.04.2022 08:30 - 13.04.2022 08:45","260","272","n/e","n/e","1148","952"
"13.04.2022 08:45 - 13.04.2022 09:00","312","324","n/e","n/e","1120","912"
"13.04.2022 09:00 - 13.04.2022 09:15","368","384","n/e","n/e","1120","912"
"13.04.2022 09:15 - 13.04.2022 09:30","424","444","n/e","n/e","1152","948"
"13.04.2022 09:30 - 13.04.2022 09:45","480","500","n/e","n/e","1188","992"
"13.04.2022 09:45 - 13.04.2022 10:00","528","548","n/e","n/e","1220","1024"
"13.04.2022 10:00 - 13.04.2022 10:15","576","600","n/e","n/e","1256","1064"
"13.04.2022 10:15 - 13.04.2022 10:30","628","652","n/e","n/e","1292","1104"
"13.04.2022 10:30 - 13.04.2022 10:45","664","688","n/e","n/e","1328","1144"
"13.04.2022 10:45 - 13.04.2022 11:00","692","720","n/e","n/e","1364","1188"
"13.04.2022 11:00 - 13.04.2022 11:15","724","752","n/e","n/e","1400","1228"
"13.04.2022 11:15 - 13.04.2022 11:30","756","784","n/e","n/e","1436","1268"
"13.04.2022 11:30 - 13.04.2022 11:45","780","808","n/e","n/e","1476","1312"
"13.04.2022 11:45 - 13.04.2022 12:00","796","824","n/e","n/e","1512","1352"
"13.04.2022 12:00 - 13.04.2022 12:15","796","844","n/e","n/e","1540","1384"
"13.04.2022 12:15 - 13.04.2022 12:30","792","868","n/e","n/e","1552","1400"
"13.04.2022 12:30 - 13.04.2022 12:45","780","880","n/e","n/e","1568","1448"
"13.04.2022 12:45 - 13.04.2022 13:00","760","884","n/e","n/e","1584","1464"
"13.04.2022 13:00 - 13.04.2022 13:15","740","888","n/e","n/e","1592","1472"
"13.04.2022 13:15 - 13.04.2022 13:30","724","896","n/e","n/e","1592","1464"
"13.04.2022 13:30 - 13.04.2022 13:45","708","892","n/e","n/e","1592","1536"
"13.04.2022 13:45 - 13.04.2022 14:00","688","880","n/e","n/e","1592","1536"
"13.04.2022 14:00 - 13.04.2022 14:15","692","868","n/e","n/e","1584","1520"
"13.04.2022 14:15 - 13.04.2022 14:30","684","864","n/e","n/e","1568","1496"
"13.04.2022 14:30 - 13.04.2022 14:45","668","848","n/e","n/e","1552","1472"
"13.04.2022 14:45 - 13.04.2022 15:00","644","820","n/e","n/e","1536","1444"
"13.04.2022 15:00 - 13.04.2022 15:15","612","792","n/e","n/e","1512","1408"
"13.04.2022 15:15 - 13.04.2022 15:30","580","768","n/e","n/e","1484","1364"
"13.04.2022 15:30 - 13.04.2022 15:45","548","736","n/e","n/e","1456","1328"
"13.04.2022 15:45 - 13.04.2022 16:00","524","696","n/e","n/e","1424","1296"
"13.04.2022 16:00 - 13.04.2022 16:15","492","656","n/e","n/e","1400","1256"
"13.04.2022 16:15 - 13.04.2022 16:30","460","612","n/e","n/e","1372","1220"
"13.04.2022 16:30 - 13.04.2022 16:45","420","568","n/e","n/e","1348","1192"
"13.04.2022 16:45 - 13.04.2022 17:00","380","516","n/e","n/e","1320","1156"
"13.04.2022 17:00 - 13.04.2022 17:15","336","460","n/e","n/e","1296","1124"
"13.04.2022 17:15 - 13.04.2022 17:30","288","404","n/e","n/e","1268","1096"
"13.04.2022 17:30 - 13.04.2022 17:45","244","352","n/e","n/e","1244","1020"
"13.04.2022 17:45 - 13.04.2022 18:00","204","300","n/e","n/e","1216","992"
"13.04.2022 18:00 - 13.04.2022 18:15","172","244","n/e","n/e","1192","980"
"13.04.2022 18:15 - 13.04.2022 18:30","144","192","n/e","n/e","1168","976"
"13.04.2022 18:30 - 13.04.2022 18:45","116","144","n/e","n/e","1144","976"
"13.04.2022 18:45 - 13.04.2022 19:00","92","104","n/e","n/e","1120","976"
"13.04.2022 19:00 - 13.04.2022 19:15","72","68","n/e","n/e","1128","1004"
"13.04.2022 19:15 - 13.04.2022 19:30","56","44","n/e","n/e","1168","1068"
"13.04.2022 19:30 - 13.04.2022 19:45","36","24","n/e","n/e","1208","1136"
"13.04.2022 19:45 - 13.04.2022 20:00","0","0","n/e","n/e","1244","1196"
"13.04.2022 20:00 - 13.04.2022 20:15","0","0","n/e","n/e","1296","1260"
"13.04.2022 20:15 - 13.04.2022 20:30","0","0","n/e","n/e","1352","1324"
"13.04.2022 20:30 - 13.04.2022 20:45","0","0","n/e","n/e","1412","1356"
"13.04.2022 20:45 - 13.04.2022 21:00","0","0","n/e","n/e","1468","1420"
"13.04.2022 21:00 - 13.04.2022 21:15","0","0","n/e","n/e","1512","1456"
"13.04.2022 21:15 - 13.04.2022 21:30","0","0","n/e","n/e","1544","1472"
"13.04.2022 21:30 - 13.04.2022 21:45","0","0","n/e","n/e","1580","1448"
"13.04.2022 21:45 - 13.04.2022 22:00","0","0","n/e","n/e","1612","1464"
"13.04.2022 22:00 - 13.04.2022 22:15","0","0","n/e","n/e","1632","1480"
"13.04.2022 22:15 - 13.04.2022 22:30","0","0","n/e","n/e","1640","1488"
"13.04.2022 22:30 - 13.04.2022 22:45","0","0","n/e","n/e","1648","1500"
"13.04.2022 22:45 - 13.04.2022 23:00","0","0","n/e","n/e","1656","1508"
"13.04.2022 23:00 - 13.04.2022 23:15","0","0","n/e","n/e","1656","1516"
"13.04.2022 23:15 - 13.04.2022 23:30","0","0","n/e","n/e","1644","1520"
"13.04.2022 23:30 - 13.04.2022 23:45","0","0","n/e","n/e","1636","1524"
"13.04.2022 23:45 - 14.04.2022 00:00","0","0","n/e","n/e","1628","1528"
"14.04.2022 00:00 - 14.04.2022 00:15","0","0","n/e","n/e","1560","1528"
"14.04.2022 00:15 - 14.04.2022 00:30","0","0","n/e","n/e","1548","1516"
"14.04.2022 00:30 - 14.04.2022 00:45","0","0","n/e","n/e","1540","1468"
"14.04.2022 00:45 - 14.04.2022 01:00","0","0","n/e","n/e","1528","1460"
"14.04.2022 01:00 - 14.04.2022 01:15","0","0","n/e","n/e","1516","1452"
"14.04.2022 01:15 - 14.04.2022 01:30","0","0","n/e","n/e","1504","1440"
"14.04.2022 01:30 - 14.04.2022 01:45","0","0","n/e","n/e","1492","1432"
"14.04.2022 01:45 - 14.04.2022 02:00","0","0","n/e","n/e","1480","1424"
"14.04.2022 02:00 - 14.04.2022 02:15","0","0","n/e","n/e","1472","1420"
"14.04.2022 02:15 - 14.04.2022 02:30","0","0","n/e","n/e","1468","1408"
"14.04.2022 02:30 - 14.04.2022 02:45","0","0","n/e","n/e","1468","1364"
"14.04.2022 02:45 - 14.04.2022 03:00","0","0","n/e","n/e","1464","1356"
"14.04.2022 03:00 - 14.04.2022 03:15","0","0","n/e","n/e","1464","1352"
"14.04.2022 03:15 - 14.04.2022 03:30","0","0","n/e","n/e","1468","1352"
"14.04.2022 03:30 - 14.04.2022 03:45","0","0","n/e","n/e","1472","1336"
"14.04.2022 03:45 - 14.04.2022 04:00","0","0","n/e","n/e","1476","1336"
"14.04.2022 04:00 - 14.04.2022 04:15","0","0","n/e","n/e","1484","1344"
"14.04.2022 04:15 - 14.04.2022 04:30","0","0","n/e","n/e","1496","1356"
"14.04.2022 04:30 - 14.04.2022 04:45","0","0","n/e","n/e","1508","1372"
"14.04.2022 04:45 - 14.04.2022 05:00","0","0","n/e","n/e","1520","1384"
"14.04.2022 05:00 - 14.04.2022 05:15","0","0","n/e","n/e","1536","1396"
"14.04.2022 05:15 - 14.04.2022 05:30","0","0","n/e","n/e","1556","1408"
"14.04.2022 05:30 - 14.04.2022 05:45","0","0","n/e","n/e","1572","1420"
"14.04.2022 05:45 - 14.04.2022 06:00","0","0","n/e","n/e","1592","1432"
"14.04.2022 06:00 - 14.04.2022 06:15","0","0","n/e","n/e","1604","1444"
"14.04.2022 06:15 - 14.04.2022 06:30","24","20","n/e","n/e","1616","1456"
"14.04.2022 06:30 - 14.04.2022 06:45","32","24","n/e","n/e","1624","1468"
"14.04.2022 06:45 - 14.04.2022 07:00","40","32","n/e","n/e","1632","1484"
"14.04.2022 07:00 - 14.04.2022 07:15","56","44","n/e","n/e","1632","1500"
"14.04.2022 07:15 - 14.04.2022 07:30","76","64","n/e","n/e","1628","1496"
"14.04.2022 07:30 - 14.04.2022 07:45","104","88","n/e","n/e","1620","1488"
"14.04.2022 07:45 - 14.04.2022 08:00","140","116","n/e","n/e","1616","1484"
"14.04.2022 08:00 - 14.04.2022 08:15","180","152","n/e","n/e","1592","1456"
"14.04.2022 08:15 - 14.04.2022 08:30","224","192","n/e","n/e","1548","1408"
"14.04.2022 08:30 - 14.04.2022 08:45","276","236","n/e","n/e","1508","1376"
"14.04.2022 08:45 - 14.04.2022 09:00","328","280","n/e","n/e","1468","1324"
"14.04.2022 09:00 - 14.04.2022 09:15","384","328","n/e","n/e","1468","1316"
"14.04.2022 09:15 - 14.04.2022 09:30","440","376","n/e","n/e","1512","1356"
"14.04.2022 09:30 - 14.04.2022 09:45","496","424","n/e","n/e","1556","1400"
"14.04.2022 09:45 - 14.04.2022 10:00","544","464","n/e","n/e","1600","1440"
"14.04.2022 10:00 - 14.04.2022 10:15","596","508","n/e","n/e","1652","1484"
"14.04.2022 10:15 - 14.04.2022 10:30","644","552","n/e","n/e","1704","1536"
"14.04.2022 10:30 - 14.04.2022 10:45","684","584","n/e","n/e","1760","1544"
"14.04.2022 10:45 - 14.04.2022 11:00","712","608","n/e","n/e","1812","1592"
"14.04.2022 11:00 - 14.04.2022 11:15","736","632","n/e","n/e","1848","1632"
"14.04.2022 11:15 - 14.04.2022 11:30","768","660","n/e","n/e","1860","1660"
"14.04.2022 11:30 - 14.04.2022 11:45","792","676","n/e","n/e","1876","1688"
"14.04.2022 11:45 - 14.04.2022 12:00","808","692","n/e","n/e","1888","1716"
"14.04.2022 12:00 - 14.04.2022 12:15","800","708","n/e","n/e","1888","1716"
"14.04.2022 12:15 - 14.04.2022 12:30","792","724","n/e","n/e","1872","1692"
"14.04.2022 12:30 - 14.04.2022 12:45","772","736","n/e","n/e","1856","1684"
"14.04.2022 12:45 - 14.04.2022 13:00","744","736","n/e","n/e","1840","1660"
"14.04.2022 13:00 - 14.04.2022 13:15","712","740","n/e","n/e","1820","1632"
"14.04.2022 13:15 - 14.04.2022 13:30","680","744","n/e","n/e","1792","1600"
"14.04.2022 13:30 - 14.04.2022 13:45","648","740","n/e","n/e","1768","1568"
"14.04.2022 13:45 - 14.04.2022 14:00","620","728","n/e","n/e","1744","1536"
"14.04.2022 14:00 - 14.04.2022 14:15","620","720","n/e","n/e","1716","1504"
"14.04.2022 14:15 - 14.04.2022 14:30","608","716","n/e","n/e","1684","1480"
"14.04.2022 14:30 - 14.04.2022 14:45","596","700","n/e","n/e","1656","1452"
"14.04.2022 14:45 - 14.04.2022 15:00","584","676","n/e","n/e","1628","1428"
"14.04.2022 15:00 - 14.04.2022 15:15","564","652","n/e","n/e","1596","1408"
"14.04.2022 15:15 - 14.04.2022 15:30","532","632","n/e","n/e","1564","1388"
"14.04.2022 15:30 - 14.04.2022 15:45","508","604","n/e","n/e","1532","1340"
"14.04.2022 15:45 - 14.04.2022 16:00","492","572","n/e","n/e","1500","1320"
"14.04.2022 16:00 - 14.04.2022 16:15","464","536","n/e","n/e","1472","1308"
"14.04.2022 16:15 - 14.04.2022 16:30","436","500","n/e","n/e","1448","1300"
"14.04.2022 16:30 - 14.04.2022 16:45","396","460","n/e","n/e","1424","1280"
"14.04.2022 16:45 - 14.04.2022 17:00","356","420","n/e","n/e","1400","1272"
"14.04.2022 17:00 - 14.04.2022 17:15","312","372","n/e","n/e","1372","1256"
"14.04.2022 17:15 - 14.04.2022 17:30","260","324","n/e","n/e","1336","1244"
"14.04.2022 17:30 - 14.04.2022 17:45","212","276","n/e","n/e","1304","1216"
"14.04.2022 17:45 - 14.04.2022 18:00","176","232","n/e","n/e","1272","1204"
"14.04.2022 18:00 - 14.04.2022 18:15","144","188","n/e","n/e","1244","1196"
"14.04.2022 18:15 - 14.04.2022 18:30","120","144","n/e","n/e","1224","1200"
"14.04.2022 18:30 - 14.04.2022 18:45","96","108","n/e","n/e","1204","1184"
"14.04.2022 18:45 - 14.04.2022 19:00","76","80","n/e","n/e","1184","1184"
"14.04.2022 19:00 - 14.04.2022 19:15","60","56","n/e","n/e","1188","1208"
"14.04.2022 19:15 - 14.04.2022 19:30","48","36","n/e","n/e","1220","1256"
"14.04.2022 19:30 - 14.04.2022 19:45","36","24","n/e","n/e","1248","1300"
"14.04.2022 19:45 - 14.04.2022 20:00","0","0","n/e","n/e","1276","1348"
"14.04.2022 20:00 - 14.04.2022 20:15","0","0","n/e","n/e","1300","1380"
"14.04.2022 20:15 - 14.04.2022 20:30","0","0","n/e","n/e","1316","1400"
"14.04.2022 20:30 - 14.04.2022 20:45","0","0","n/e","n/e","1332","1320"
"14.04.2022 20:45 - 14.04.2022 21:00","0","0","n/e","n/e","1348","1340"
"14.04.2022 21:00 - 14.04.2022 21:15","0","0","n/e","n/e","1344","1344"
"14.04.2022 21:15 - 14.04.2022 21:30","0","0","n/e","n/e","1328","1332"
"14.04.2022 21:30 - 14.04.2022 21:45","0","0","n/e","n/e","1308","1292"
"14.04.2022 21:45 - 14.04.2022 22:00","0","0","n/e","n/e","1292","1284"
"14.04.2022 22:00 - 14.04.2022 22:15","0","0","n/e","n/e","1256","1256"
"14.04.2022 22:15 - 14.04.2022 22:30","0","0","n/e","n/e","1208","1212"
"14.04.2022 22:30 - 14.04.2022 22:45","0","0","n/e","n/e","1160","1164"
"14.04.2022 22:45 - 14.04.2022 23:00","0","0","n/e","n/e","1112","1120"
"14.04.2022 23:00 - 14.04.2022 23:15","0","0","n/e","n/e","1060","1072"
"14.04.2022 23:15 - 14.04.2022 23:30","0","0","n/e","n/e","1004","1024"
"14.04.2022 23:30 - 14.04.2022 23:45","0","0","n/e","n/e","948","972"
"14.04.2022 23:45 - 15.04.2022 00:00","0","0","n/e","n/e","896","920"
"15.04.2022 00:00 - 15.04.2022 00:15","0","0","n/e","n/e","1000","872"
"15.04.2022 00:15 - 15.04.2022 00:30","0","0","n/e","n/e","940","820"
"15.04.2022 00:30 - 15.04.2022 00:45","0","0","n/e","n/e","876","764"
"15.04.2022 00:45 - 15.04.2022 01:00","0","0","n/e","n/e","812","716"
"15.04.2022 01:00 - 15.04.2022 01:15","0","0","n/e","n/e","748","660"
"15.04.2022 01:15 - 15.04.2022 01:30","0","0","n/e","n/e","688","600"
"15.04.2022 01:30 - 15.04.2022 01:45","0","0","n/e","n/e","624","532"
"15.04.2022 01:45 - 15.04.2022 02:00","0","0","n/e","n/e","564","472"
"15.04.2022 02:00 - 15.04.2022 02:15","0","0","n/e","n/e","512","424"
"15.04.2022 02:15 - 15.04.2022 02:30","0","0","n/e","n/e","472","384"
"15.04.2022 02:30 - 15.04.2022 02:45","0","0","n/e","n/e","432","348"
"15.04.2022 02:45 - 15.04.2022 03:00","0","0","n/e","n/e","392","308"
"15.04.2022 03:00 - 15.04.2022 03:15","0","0","n/e","n/e","380","304"
"15.04.2022 03:15 - 15.04.2022 03:30","0","0","n/e","n/e","396","332"
"15.04.2022 03:30 - 15.04.2022 03:45","0","0","n/e","n/e","416","316"
"15.04.2022 03:45 - 15.04.2022 04:00","0","0","n/e","n/e","432","340"
"15.04.2022 04:00 - 15.04.2022 04:15","0","0","n/e","n/e","472","400"
"15.04.2022 04:15 - 15.04.2022 04:30","0","0","n/e","n/e","532","500"
"15.04.2022 04:30 - 15.04.2022 04:45","0","0","n/e","n/e","592","600"
"15.04.2022 04:45 - 15.04.2022 05:00","0","0","n/e","n/e","652","704"
"15.04.2022 05:00 - 15.04.2022 05:15","0","0","n/e","n/e","720","800"
"15.04.2022 05:15 - 15.04.2022 05:30","0","0","n/e","n/e","792","892"
"15.04.2022 05:30 - 15.04.2022 05:45","0","0","n/e","n/e","868","984"
"15.04.2022 05:45 - 15.04.2022 06:00","0","0","n/e","n/e","940","1076"
"15.04.2022 06:00 - 15.04.2022 06:15","0","0","n/e","n/e","988","1136"
"15.04.2022 06:15 - 15.04.2022 06:30","20","20","n/e","n/e","1008","1160"
"15.04.2022 06:30 - 15.04.2022 06:45","24","24","n/e","n/e","1032","1160"
"15.04.2022 06:45 - 15.04.2022 07:00","28","28","n/e","n/e","1052","1176"
"15.04.2022 07:00 - 15.04.2022 07:15","32","36","n/e","n/e","1060","1192"
"15.04.2022 07:15 - 15.04.2022 07:30","40","48","n/e","n/e","1048","1212"
"15.04.2022 07:30 - 15.04.2022 07:45","48","60","n/e","n/e","1036","1236"
"15.04.2022 07:45 - 15.04.2022 08:00","60","76","n/e","n/e","1024","1256"
"15.04.2022 08:00 - 15.04.2022 08:15","76","92","n/e","n/e","1012","1260"
"15.04.2022 08:15 - 15.04.2022 08:30","92","108","n/e","n/e","1000","1240"
"15.04.2022 08:30 - 15.04.2022 08:45","112","124","n/e","n/e","992","1096"
"15.04.2022 08:45 - 15.04.2022 09:00","136","140","n/e","n/e","980","1088"
"15.04.2022 09:00 - 15.04.2022 09:15","160","156","n/e","n/e","964","1068"
"15.04.2022 09:15 - 15.04.2022 09:30","184","172","n/e","n/e","936","1044"
"15.04.2022 09:30 - 15.04.2022 09:45","216","188","n/e","n/e","912","1068"
"15.04.2022 09:45 - 15.04.2022 10:00","248","208","n/e","n/e","888","1012"
"15.04.2022 10:00 - 15.04.2022 10:15","280","228","n/e","n/e","860","952"
"15.04.2022 10:15 - 15.04.2022 10:30","312","248","n/e","n/e","828","892"
"15.04.2022 10:30 - 15.04.2022 10:45","344","268","n/e","n/e","800","828"
"15.04.2022 10:45 - 15.04.2022 11:00","372","288","n/e","n/e","768","768"
"15.04.2022 11:00 - 15.04.2022 11:15","404","308","n/e","n/e","748","744"
"15.04.2022 11:15 - 15.04.2022 11:30","436","328","n/e","n/e","736","760"
"15.04.2022 11:30 - 15.04.2022 11:45","460","348","n/e","n/e","720","772"
"15.04.2022 11:45 - 15.04.2022 12:00","484","364","n/e","n/e","708","784"
"15.04.2022 12:00 - 15.04.2022 12:15","508","384","n/e","n/e","704","784"
"15.04.2022 12:15 - 15.04.2022 12:30","532","404","n/e","n/e","700","768"
"15.04.2022 12:30 - 15.04.2022 12:45","552","420","n/e","n/e","700","688"
"15.04.2022 12:45 - 15.04.2022 13:00","568","436","n/e","n/e","700","676"
"15.04.2022 13:00 - 15.04.2022 13:15","576","448","n/e","n/e","688","668"
"15.04.2022 13:15 - 15.04.2022 13:30","588","460","n/e","n/e","664","660"
"15.04.2022 13:30 - 15.04.2022 13:45","596","472","n/e","n/e","640","612"
"15.04.2022 13:45 - 15.04.2022 14:00","600","480","n/e","n/e","616","608"
"15.04.2022 14:00 - 15.04.2022 14:15","600","492","n/e","n/e","608","612"
"15.04.2022 14:15 - 15.04.2022 14:30","588","504","n/e","n/e","616","632"
"15.04.2022 14:30 - 15.04.2022 14:45","580","504","n/e","n/e","620","648"
"15.04.2022 14:45 - 15.04.2022 15:00","576","500","n/e","n/e","628","664"
"15.04.2022 15:00 - 15.04.2022 15:15","560","496","n/e","n/e","648","676"
"15.04.2022 15:15 - 15.04.2022 15:30","536","496","n/e","n/e","676","684"
"15.04.2022 15:30 - 15.04.2022 15:45","520","484","n/e","n/e","704","652"
"15.04.2022 15:45 - 15.04.2022 16:00","508","464","n/e","n/e","732","668"
"15.04.2022 16:00 - 15.04.2022 16:15","484","444","n/e","n/e","752","684"
"15.04.2022 16:15 - 15.04.2022 16:30","456","424","n/e","n/e","772","696"
"15.04.2022 16:30 - 15.04.2022 16:45","424","400","n/e","n/e","788","708"
"15.04.2022 16:45 - 15.04.2022 17:00","388","364","n/e","n/e","804","720"
"15.04.2022 17:00 - 15.04.2022 17:15","344","324","n/e","n/e","804","732"
"15.04.2022 17:15 - 15.04.2022 17:30","300","288","n/e","n/e","792","744"
"15.04.2022 17:30 - 15.04.2022 17:45","252","248","n/e","n/e","776","756"
"15.04.2022 17:45 - 15.04.2022 18:00","212","212","n/e","n/e","764","768"
"15.04.2022 18:00 - 15.04.2022 18:15","176","172","n/e","n/e","756","792"
"15.04.2022 18:15 - 15.04.2022 18:30","148","136","n/e","n/e","760","828"
"15.04.2022 18:30 - 15.04.2022 18:45","120","104","n/e","n/e","768","904"
"15.04.2022 18:45 - 15.04.2022 19:00","96","80","n/e","n/e","772","944"
"15.04.2022 19:00 - 15.04.2022 19:15","72","52","n/e","n/e","804","1028"
"15.04.2022 19:15 - 15.04.2022 19:30","60","32","n/e","n/e","872","1160"
"15.04.2022 19:30 - 15.04.2022 19:45","48","24","n/e","n/e","936","1288"
"15.04.2022 19:45 - 15.04.2022 20:00","4","0","n/e","n/e","1004","1420"
"15.04.2022 20:00 - 15.04.2022 20:15","0","0","n/e","n/e","1092","1532"
"15.04.2022 20:15 - 15.04.2022 20:30","0","0","n/e","n/e","1204","1624"
"15.04.2022 20:30 - 15.04.2022 20:45","0","0","n/e","n/e","1320","1684"
"15.04.2022 20:45 - 15.04.2022 21:00","0","0","n/e","n/e","1432","1768"
"15.04.2022 21:00 - 15.04.2022 21:15","0","0","n/e","n/e","1508","1816"
"15.04.2022 21:15 - 15.04.2022 21:30","0","0","n/e","n/e","1552","1828"
"15.04.2022 21:30 - 15.04.2022 21:45","0","0","n/e","n/e","1596","1860"
"15.04.2022 21:45 - 15.04.2022 22:00","0","0","n/e","n/e","1636","1872"
"15.04.2022 22:00 - 15.04.2022 22:15","0","0","n/e","n/e","1656","1880"
"15.04.2022 22:15 - 15.04.2022 22:30","0","0","n/e","n/e","1652","1892"
"15.04.2022 22:30 - 15.04.2022 22:45","0","0","n/e","n/e","1644","1900"
"15.04.2022 22:45 - 15.04.2022 23:00","0","0","n/e","n/e","1640","1912"
"15.04.2022 23:00 - 15.04.2022 23:15","0","0","n/e","n/e","1640","1920"
"15.04.2022 23:15 - 15.04.2022 23:30","0","0","n/e","n/e","1640","1932"
"15.04.2022 23:30 - 15.04.2022 23:45","0","0","n/e","n/e","1640","1944"
"15.04.2022 23:45 - 16.04.2022 00:00","0","0","n/e","n/e","1640","1956"
"16.04.2022 00:00 - 16.04.2022 00:15","0","0","n/e","n/e","1708","1948"
"16.04.2022 00:15 - 16.04.2022 00:30","0","0","n/e","n/e","1716","1924"
"16.04.2022 00:30 - 16.04.2022 00:45","0","0","n/e","n/e","1720","1896"
"16.04.2022 00:45 - 16.04.2022 01:00","0","0","n/e","n/e","1728","1868"
"16.04.2022 01:00 - 16.04.2022 01:15","0","0","n/e","n/e","1736","1848"
"16.04.2022 01:15 - 16.04.2022 01:30","0","0","n/e","n/e","1744","1832"
"16.04.2022 01:30 - 16.04.2022 01:45","0","0","n/e","n/e","1752","1848"
"16.04.2022 01:45 - 16.04.2022 02:00","0","0","n/e","n/e","1764","1832"
"16.04.2022 02:00 - 16.04.2022 02:15","0","0","n/e","n/e","1772","1836"
"16.04.2022 02:15 - 16.04.2022 02:30","0","0","n/e","n/e","1784","1856"
"16.04.2022 02:30 - 16.04.2022 02:45","0","0","n/e","n/e","1796","1880"
"16.04.2022 02:45 - 16.04.2022 03:00","0","0","n/e","n/e","1804","1900"
"16.04.2022 03:00 - 16.04.2022 03:15","0","0","n/e","n/e","1812","1920"
"16.04.2022 03:15 - 16.04.2022 03:30","0","0","n/e","n/e","1820","1940"
"16.04.2022 03:30 - 16.04.2022 03:45","0","0","n/e","n/e","1824","1916"
"16.04.2022 03:45 - 16.04.2022 04:00","0","0","n/e","n/e","1828","1936"
"16.04.2022 04:00 - 16.04.2022 04:15","0","0","n/e","n/e","1844","1948"
"16.04.2022 04:15 - 16.04.2022 04:30","0","0","n/e","n/e","1876","1956"
"16.04.2022 04:30 - 16.04.2022 04:45","0","0","n/e","n/e","1904","1948"
"16.04.2022 04:45 - 16.04.2022 05:00","0","0","n/e","n/e","1932","1952"
"16.04.2022 05:00 - 16.04.2022 05:15","0","0","n/e","n/e","1968","1968"
"16.04.2022 05:15 - 16.04.2022 05:30","0","0","n/e","n/e","2012","1984"
"16.04.2022 05:30 - 16.04.2022 05:45","0","0","n/e","n/e","2056","2004"
"16.04.2022 05:45 - 16.04.2022 06:00","0","0","n/e","n/e","2096","2024"
"16.04.2022 06:00 - 16.04.2022 06:15","0","0","n/e","n/e","2136","2056"
"16.04.2022 06:15 - 16.04.2022 06:30","20","20","n/e","n/e","2172","2104"
"16.04.2022 06:30 - 16.04.2022 06:45","24","24","n/e","n/e","2204","2164"
"16.04.2022 06:45 - 16.04.2022 07:00","28","32","n/e","n/e","2240","2212"
"16.04.2022 07:00 - 16.04.2022 07:15","36","36","n/e","n/e","2276","2256"
"16.04.2022 07:15 - 16.04.2022 07:30","48","48","n/e","n/e","2316","2308"
"16.04.2022 07:30 - 16.04.2022 07:45","68","68","n/e","n/e","2352","2340"
"16.04.2022 07:45 - 16.04.2022 08:00","96","92","n/e","n/e","2392","2388"
"16.04.2022 08:00 - 16.04.2022 08:15","120","124","n/e","n/e","2420","2420"
"16.04.2022 08:15 - 16.04.2022 08:30","152","152","n/e","n/e","2448","2436"
"16.04.2022 08:30 - 16.04.2022 08:45","184","184","n/e","n/e","2472","2440"
"16.04.2022 08:45 - 16.04.2022 09:00","220","220","n/e","n/e","2500","2452"
"16.04.2022 09:00 - 16.04.2022 09:15","256","260","n/e","n/e","2516","2452"
"16.04.2022 09:15 - 16.04.2022 09:30","292","300","n/e","n/e","2520","2436"
