"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Romania (RO)","Generation - Solar  [MW] Current / Romania (RO)","Generation - Wind Offshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Offshore  [MW] Current / Romania (RO)","Generation - Wind Onshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Onshore  [MW] Current / Romania (RO)"
"06.03.2022 04:30 - 06.03.2022 04:45","0","0","n/e","n/e","783","766"
"06.03.2022 04:45 - 06.03.2022 05:00","0","0","n/e","n/e","783","767"
"06.03.2022 05:00 - 06.03.2022 05:15","0","0","n/e","n/e","769","747"
"06.03.2022 05:15 - 06.03.2022 05:30","1","1","n/e","n/e","769","743"
"06.03.2022 05:30 - 06.03.2022 05:45","3","3","n/e","n/e","770","753"
"06.03.2022 05:45 - 06.03.2022 06:00","6","6","n/e","n/e","770","753"
"06.03.2022 06:00 - 06.03.2022 06:15","41","41","n/e","n/e","791","758"
"06.03.2022 06:15 - 06.03.2022 06:30","48","48","n/e","n/e","791","758"
"06.03.2022 06:30 - 06.03.2022 06:45","57","57","n/e","n/e","791","758"
"06.03.2022 06:45 - 06.03.2022 07:00","68","68","n/e","n/e","791","758"
"06.03.2022 07:00 - 06.03.2022 07:15","189","189","n/e","n/e","730","719"
"06.03.2022 07:15 - 06.03.2022 07:30","201","201","n/e","n/e","729","714"
"06.03.2022 07:30 - 06.03.2022 07:45","214","214","n/e","n/e","729","714"
"06.03.2022 07:45 - 06.03.2022 08:00","226","226","n/e","n/e","729","714"
"06.03.2022 08:00 - 06.03.2022 08:15","337","337","n/e","n/e","778","778"
"06.03.2022 08:15 - 06.03.2022 08:30","349","349","n/e","n/e","779","779"
"06.03.2022 08:30 - 06.03.2022 08:45","358","358","n/e","n/e","781","781"
"06.03.2022 08:45 - 06.03.2022 09:00","366","366","n/e","n/e","783","783"
"06.03.2022 09:00 - 06.03.2022 09:15","413","413","n/e","n/e","929","929"
"06.03.2022 09:15 - 06.03.2022 09:30","418","418","n/e","n/e","929","929"
"06.03.2022 09:30 - 06.03.2022 09:45","422","422","n/e","n/e","929","929"
"06.03.2022 09:45 - 06.03.2022 10:00","426","426","n/e","n/e","930","930"
"06.03.2022 10:00 - 06.03.2022 10:15","452","452","n/e","n/e","902","902"
"06.03.2022 10:15 - 06.03.2022 10:30","455","455","n/e","n/e","901","901"
"06.03.2022 10:30 - 06.03.2022 10:45","456","456","n/e","n/e","901","901"
"06.03.2022 10:45 - 06.03.2022 11:00","457","457","n/e","n/e","900","900"
"06.03.2022 11:00 - 06.03.2022 11:15","453","453","n/e","n/e","859","859"
"06.03.2022 11:15 - 06.03.2022 11:30","453","453","n/e","n/e","859","859"
"06.03.2022 11:30 - 06.03.2022 11:45","451","451","n/e","n/e","859","859"
"06.03.2022 11:45 - 06.03.2022 12:00","449","449","n/e","n/e","859","859"
"06.03.2022 12:00 - 06.03.2022 12:15","413","413","n/e","n/e","821","821"
"06.03.2022 12:15 - 06.03.2022 12:30","410","410","n/e","n/e","822","822"
"06.03.2022 12:30 - 06.03.2022 12:45","407","407","n/e","n/e","822","822"
"06.03.2022 12:45 - 06.03.2022 13:00","403","403","n/e","n/e","822","822"
"06.03.2022 13:00 - 06.03.2022 13:15","351","351","n/e","n/e","796","796"
"06.03.2022 13:15 - 06.03.2022 13:30","347","347","n/e","n/e","796","796"
"06.03.2022 13:30 - 06.03.2022 13:45","342","342","n/e","n/e","796","796"
"06.03.2022 13:45 - 06.03.2022 14:00","337","337","n/e","n/e","796","796"
"06.03.2022 14:00 - 06.03.2022 14:15","253","253","n/e","n/e","765","765"
"06.03.2022 14:15 - 06.03.2022 14:30","248","248","n/e","n/e","766","766"
"06.03.2022 14:30 - 06.03.2022 14:45","241","241","n/e","n/e","766","766"
"06.03.2022 14:45 - 06.03.2022 15:00","234","234","n/e","n/e","767","767"
"06.03.2022 15:00 - 06.03.2022 15:15","139","139","n/e","n/e","758","758"
"06.03.2022 15:15 - 06.03.2022 15:30","133","133","n/e","n/e","757","757"
"06.03.2022 15:30 - 06.03.2022 15:45","127","127","n/e","n/e","757","757"
"06.03.2022 15:45 - 06.03.2022 16:00","123","123","n/e","n/e","757","757"
"06.03.2022 16:00 - 06.03.2022 16:15","34","34","n/e","n/e","715","715"
"06.03.2022 16:15 - 06.03.2022 16:30","31","31","n/e","n/e","714","714"
"06.03.2022 16:30 - 06.03.2022 16:45","29","29","n/e","n/e","713","713"
"06.03.2022 16:45 - 06.03.2022 17:00","27","27","n/e","n/e","712","712"
"06.03.2022 17:00 - 06.03.2022 17:15","2","2","n/e","n/e","683","683"
"06.03.2022 17:15 - 06.03.2022 17:30","2","2","n/e","n/e","683","683"
"06.03.2022 17:30 - 06.03.2022 17:45","1","1","n/e","n/e","683","683"
"06.03.2022 17:45 - 06.03.2022 18:00","1","1","n/e","n/e","683","683"
"06.03.2022 18:00 - 06.03.2022 18:15","0","0","n/e","n/e","707","707"
"06.03.2022 18:15 - 06.03.2022 18:30","0","0","n/e","n/e","707","707"
"06.03.2022 18:30 - 06.03.2022 18:45","0","0","n/e","n/e","707","707"
"06.03.2022 18:45 - 06.03.2022 19:00","0","0","n/e","n/e","707","707"
"06.03.2022 19:00 - 06.03.2022 19:15","0","0","n/e","n/e","704","704"
"06.03.2022 19:15 - 06.03.2022 19:30","0","0","n/e","n/e","704","704"
"06.03.2022 19:30 - 06.03.2022 19:45","0","0","n/e","n/e","704","704"
"06.03.2022 19:45 - 06.03.2022 20:00","0","0","n/e","n/e","704","704"
"06.03.2022 20:00 - 06.03.2022 20:15","0","0","n/e","n/e","628","628"
"06.03.2022 20:15 - 06.03.2022 20:30","0","0","n/e","n/e","627","627"
"06.03.2022 20:30 - 06.03.2022 20:45","0","0","n/e","n/e","627","627"
"06.03.2022 20:45 - 06.03.2022 21:00","0","0","n/e","n/e","626","626"
"06.03.2022 21:00 - 06.03.2022 21:15","0","0","n/e","n/e","549","549"
"06.03.2022 21:15 - 06.03.2022 21:30","0","0","n/e","n/e","548","548"
"06.03.2022 21:30 - 06.03.2022 21:45","0","0","n/e","n/e","547","547"
"06.03.2022 21:45 - 06.03.2022 22:00","0","0","n/e","n/e","545","545"
"06.03.2022 22:00 - 06.03.2022 22:15","0","0","n/e","n/e","512","512"
"06.03.2022 22:15 - 06.03.2022 22:30","0","0","n/e","n/e","512","512"
"06.03.2022 22:30 - 06.03.2022 22:45","0","0","n/e","n/e","511","511"
"06.03.2022 22:45 - 06.03.2022 23:00","0","0","n/e","n/e","510","510"
"06.03.2022 23:00 - 06.03.2022 23:15","0","0","n/e","n/e","472","457"
"06.03.2022 23:15 - 06.03.2022 23:30","0","0","n/e","n/e","471","457"
"06.03.2022 23:30 - 06.03.2022 23:45","0","0","n/e","n/e","471","459"
"06.03.2022 23:45 - 07.03.2022 00:00","0","0","n/e","n/e","471","456"
"07.03.2022 00:00 - 07.03.2022 00:15","0","0","n/e","n/e","428","425"
"07.03.2022 00:15 - 07.03.2022 00:30","0","0","n/e","n/e","429","425"
"07.03.2022 00:30 - 07.03.2022 00:45","0","0","n/e","n/e","429","423"
"07.03.2022 00:45 - 07.03.2022 01:00","0","0","n/e","n/e","429","421"
"07.03.2022 01:00 - 07.03.2022 01:15","0","0","n/e","n/e","402","394"
"07.03.2022 01:15 - 07.03.2022 01:30","0","0","n/e","n/e","402","394"
"07.03.2022 01:30 - 07.03.2022 01:45","0","0","n/e","n/e","402","394"
"07.03.2022 01:45 - 07.03.2022 02:00","0","0","n/e","n/e","403","395"
"07.03.2022 02:00 - 07.03.2022 02:15","0","0","n/e","n/e","437","433"
"07.03.2022 02:15 - 07.03.2022 02:30","0","0","n/e","n/e","437","433"
"07.03.2022 02:30 - 07.03.2022 02:45","0","0","n/e","n/e","438","434"
"07.03.2022 02:45 - 07.03.2022 03:00","0","0","n/e","n/e","439","435"
"07.03.2022 03:00 - 07.03.2022 03:15","0","0","n/e","n/e","437","425"
"07.03.2022 03:15 - 07.03.2022 03:30","0","0","n/e","n/e","438","425"
"07.03.2022 03:30 - 07.03.2022 03:45","0","0","n/e","n/e","438","426"
"07.03.2022 03:45 - 07.03.2022 04:00","0","0","n/e","n/e","438","426"
"07.03.2022 04:00 - 07.03.2022 04:15","0","0","n/e","n/e","441","434"
"07.03.2022 04:15 - 07.03.2022 04:30","0","0","n/e","n/e","441","434"
"07.03.2022 04:30 - 07.03.2022 04:45","0","0","n/e","n/e","440","433"
"07.03.2022 04:45 - 07.03.2022 05:00","0","0","n/e","n/e","440","433"
"07.03.2022 05:00 - 07.03.2022 05:15","0","0","n/e","n/e","479","493"
"07.03.2022 05:15 - 07.03.2022 05:30","1","1","n/e","n/e","479","493"
"07.03.2022 05:30 - 07.03.2022 05:45","1","1","n/e","n/e","479","493"
"07.03.2022 05:45 - 07.03.2022 06:00","2","2","n/e","n/e","479","492"
"07.03.2022 06:00 - 07.03.2022 06:15","14","14","n/e","n/e","501","487"
"07.03.2022 06:15 - 07.03.2022 06:30","17","17","n/e","n/e","501","486"
"07.03.2022 06:30 - 07.03.2022 06:45","21","21","n/e","n/e","500","486"
"07.03.2022 06:45 - 07.03.2022 07:00","25","25","n/e","n/e","500","485"
"07.03.2022 07:00 - 07.03.2022 07:15","69","69","n/e","n/e","427","427"
"07.03.2022 07:15 - 07.03.2022 07:30","75","75","n/e","n/e","427","427"
"07.03.2022 07:30 - 07.03.2022 07:45","81","81","n/e","n/e","427","427"
"07.03.2022 07:45 - 07.03.2022 08:00","86","86","n/e","n/e","427","427"
"07.03.2022 08:00 - 07.03.2022 08:15","152","152","n/e","n/e","370","369"
"07.03.2022 08:15 - 07.03.2022 08:30","158","158","n/e","n/e","370","369"
"07.03.2022 08:30 - 07.03.2022 08:45","163","163","n/e","n/e","370","369"
"07.03.2022 08:45 - 07.03.2022 09:00","167","167","n/e","n/e","370","369"
"07.03.2022 09:00 - 07.03.2022 09:15","214","214","n/e","n/e","332","331"
"07.03.2022 09:15 - 07.03.2022 09:30","217","217","n/e","n/e","331","331"
"07.03.2022 09:30 - 07.03.2022 09:45","220","220","n/e","n/e","331","331"
"07.03.2022 09:45 - 07.03.2022 10:00","223","223","n/e","n/e","331","330"
"07.03.2022 10:00 - 07.03.2022 10:15","259","259","n/e","n/e","201","201"
"07.03.2022 10:15 - 07.03.2022 10:30","261","261","n/e","n/e","201","201"
"07.03.2022 10:30 - 07.03.2022 10:45","262","262","n/e","n/e","201","201"
"07.03.2022 10:45 - 07.03.2022 11:00","262","262","n/e","n/e","200","200"
"07.03.2022 11:00 - 07.03.2022 11:15","281","281","n/e","n/e","156","155"
"07.03.2022 11:15 - 07.03.2022 11:30","281","281","n/e","n/e","156","155"
"07.03.2022 11:30 - 07.03.2022 11:45","280","280","n/e","n/e","156","155"
"07.03.2022 11:45 - 07.03.2022 12:00","279","279","n/e","n/e","156","155"
"07.03.2022 12:00 - 07.03.2022 12:15","264","264","n/e","n/e","97","97"
"07.03.2022 12:15 - 07.03.2022 12:30","262","262","n/e","n/e","97","97"
"07.03.2022 12:30 - 07.03.2022 12:45","261","261","n/e","n/e","97","97"
"07.03.2022 12:45 - 07.03.2022 13:00","258","258","n/e","n/e","97","97"
"07.03.2022 13:00 - 07.03.2022 13:15","236","236","n/e","n/e","109","108"
"07.03.2022 13:15 - 07.03.2022 13:30","233","233","n/e","n/e","109","108"
"07.03.2022 13:30 - 07.03.2022 13:45","230","230","n/e","n/e","109","108"
"07.03.2022 13:45 - 07.03.2022 14:00","226","226","n/e","n/e","109","108"
"07.03.2022 14:00 - 07.03.2022 14:15","177","177","n/e","n/e","127","127"
"07.03.2022 14:15 - 07.03.2022 14:30","174","174","n/e","n/e","127","127"
"07.03.2022 14:30 - 07.03.2022 14:45","169","169","n/e","n/e","128","127"
"07.03.2022 14:45 - 07.03.2022 15:00","164","164","n/e","n/e","128","127"
"07.03.2022 15:00 - 07.03.2022 15:15","96","96","n/e","n/e","90","90"
"07.03.2022 15:15 - 07.03.2022 15:30","91","91","n/e","n/e","90","90"
"07.03.2022 15:30 - 07.03.2022 15:45","88","88","n/e","n/e","90","90"
"07.03.2022 15:45 - 07.03.2022 16:00","84","84","n/e","n/e","90","90"
"07.03.2022 16:00 - 07.03.2022 16:15","27","27","n/e","n/e","129","129"
"07.03.2022 16:15 - 07.03.2022 16:30","24","24","n/e","n/e","129","129"
"07.03.2022 16:30 - 07.03.2022 16:45","23","23","n/e","n/e","129","129"
"07.03.2022 16:45 - 07.03.2022 17:00","21","21","n/e","n/e","129","129"
"07.03.2022 17:00 - 07.03.2022 17:15","1","1","n/e","n/e","64","64"
"07.03.2022 17:15 - 07.03.2022 17:30","1","1","n/e","n/e","64","64"
"07.03.2022 17:30 - 07.03.2022 17:45","1","1","n/e","n/e","64","64"
"07.03.2022 17:45 - 07.03.2022 18:00","1","1","n/e","n/e","64","64"
"07.03.2022 18:00 - 07.03.2022 18:15","0","0","n/e","n/e","111","111"
"07.03.2022 18:15 - 07.03.2022 18:30","0","0","n/e","n/e","111","111"
"07.03.2022 18:30 - 07.03.2022 18:45","0","0","n/e","n/e","111","111"
"07.03.2022 18:45 - 07.03.2022 19:00","0","0","n/e","n/e","111","111"
"07.03.2022 19:00 - 07.03.2022 19:15","0","0","n/e","n/e","112","112"
"07.03.2022 19:15 - 07.03.2022 19:30","0","0","n/e","n/e","112","112"
"07.03.2022 19:30 - 07.03.2022 19:45","0","0","n/e","n/e","112","112"
"07.03.2022 19:45 - 07.03.2022 20:00","0","0","n/e","n/e","112","112"
"07.03.2022 20:00 - 07.03.2022 20:15","0","0","n/e","n/e","62","62"
"07.03.2022 20:15 - 07.03.2022 20:30","0","0","n/e","n/e","62","62"
"07.03.2022 20:30 - 07.03.2022 20:45","0","0","n/e","n/e","62","62"
"07.03.2022 20:45 - 07.03.2022 21:00","0","0","n/e","n/e","62","62"
"07.03.2022 21:00 - 07.03.2022 21:15","0","0","n/e","n/e","130","129"
"07.03.2022 21:15 - 07.03.2022 21:30","0","0","n/e","n/e","130","129"
"07.03.2022 21:30 - 07.03.2022 21:45","0","0","n/e","n/e","130","129"
"07.03.2022 21:45 - 07.03.2022 22:00","0","0","n/e","n/e","130","129"
"07.03.2022 22:00 - 07.03.2022 22:15","0","0","n/e","n/e","199","198"
"07.03.2022 22:15 - 07.03.2022 22:30","0","0","n/e","n/e","199","198"
"07.03.2022 22:30 - 07.03.2022 22:45","0","0","n/e","n/e","199","198"
"07.03.2022 22:45 - 07.03.2022 23:00","0","0","n/e","n/e","199","198"
"07.03.2022 23:00 - 07.03.2022 23:15","0","0","n/e","n/e","176","168"
"07.03.2022 23:15 - 07.03.2022 23:30","0","0","n/e","n/e","176","168"
"07.03.2022 23:30 - 07.03.2022 23:45","0","0","n/e","n/e","176","168"
"07.03.2022 23:45 - 08.03.2022 00:00","0","0","n/e","n/e","176","181"
"08.03.2022 00:00 - 08.03.2022 00:15","0","0","n/e","n/e","355","356"
"08.03.2022 00:15 - 08.03.2022 00:30","0","0","n/e","n/e","356","356"
"08.03.2022 00:30 - 08.03.2022 00:45","0","0","n/e","n/e","356","356"
"08.03.2022 00:45 - 08.03.2022 01:00","0","0","n/e","n/e","356","357"
"08.03.2022 01:00 - 08.03.2022 01:15","0","0","n/e","n/e","404","396"
"08.03.2022 01:15 - 08.03.2022 01:30","0","0","n/e","n/e","404","396"
"08.03.2022 01:30 - 08.03.2022 01:45","0","0","n/e","n/e","404","401"
"08.03.2022 01:45 - 08.03.2022 02:00","0","0","n/e","n/e","405","399"
"08.03.2022 02:00 - 08.03.2022 02:15","0","0","n/e","n/e","453","466"
"08.03.2022 02:15 - 08.03.2022 02:30","0","0","n/e","n/e","453","464"
"08.03.2022 02:30 - 08.03.2022 02:45","0","0","n/e","n/e","453","466"
"08.03.2022 02:45 - 08.03.2022 03:00","0","0","n/e","n/e","453","466"
"08.03.2022 03:00 - 08.03.2022 03:15","0","0","n/e","n/e","440","440"
"08.03.2022 03:15 - 08.03.2022 03:30","0","0","n/e","n/e","440","440"
"08.03.2022 03:30 - 08.03.2022 03:45","0","0","n/e","n/e","440","440"
"08.03.2022 03:45 - 08.03.2022 04:00","0","0","n/e","n/e","440","440"
"08.03.2022 04:00 - 08.03.2022 04:15","0","0","n/e","n/e","463","463"
"08.03.2022 04:15 - 08.03.2022 04:30","0","0","n/e","n/e","463","463"
"08.03.2022 04:30 - 08.03.2022 04:45","0","0","n/e","n/e","463","463"
"08.03.2022 04:45 - 08.03.2022 05:00","0","0","n/e","n/e","463","463"
"08.03.2022 05:00 - 08.03.2022 05:15","1","1","n/e","n/e","431","448"
"08.03.2022 05:15 - 08.03.2022 05:30","2","2","n/e","n/e","431","449"
"08.03.2022 05:30 - 08.03.2022 05:45","4","4","n/e","n/e","431","448"
"08.03.2022 05:45 - 08.03.2022 06:00","6","6","n/e","n/e","431","451"
"08.03.2022 06:00 - 08.03.2022 06:15","26","26","n/e","n/e","456","459"
"08.03.2022 06:15 - 08.03.2022 06:30","30","30","n/e","n/e","455","458"
"08.03.2022 06:30 - 08.03.2022 06:45","37","37","n/e","n/e","455","458"
"08.03.2022 06:45 - 08.03.2022 07:00","44","44","n/e","n/e","455","458"
"08.03.2022 07:00 - 08.03.2022 07:15","114","114","n/e","n/e","448","443"
"08.03.2022 07:15 - 08.03.2022 07:30","123","123","n/e","n/e","448","443"
"08.03.2022 07:30 - 08.03.2022 07:45","132","132","n/e","n/e","446","441"
"08.03.2022 07:45 - 08.03.2022 08:00","140","140","n/e","n/e","445","441"
"08.03.2022 08:00 - 08.03.2022 08:15","224","224","n/e","n/e","419","414"
"08.03.2022 08:15 - 08.03.2022 08:30","232","232","n/e","n/e","419","414"
"08.03.2022 08:30 - 08.03.2022 08:45","239","239","n/e","n/e","419","414"
"08.03.2022 08:45 - 08.03.2022 09:00","246","246","n/e","n/e","418","413"
"08.03.2022 09:00 - 08.03.2022 09:15","304","304","n/e","n/e","362","355"
"08.03.2022 09:15 - 08.03.2022 09:30","308","308","n/e","n/e","362","355"
"08.03.2022 09:30 - 08.03.2022 09:45","312","312","n/e","n/e","362","355"
"08.03.2022 09:45 - 08.03.2022 10:00","316","316","n/e","n/e","362","355"
"08.03.2022 10:00 - 08.03.2022 10:15","343","343","n/e","n/e","360","360"
"08.03.2022 10:15 - 08.03.2022 10:30","346","346","n/e","n/e","360","360"
"08.03.2022 10:30 - 08.03.2022 10:45","347","347","n/e","n/e","360","360"
"08.03.2022 10:45 - 08.03.2022 11:00","348","348","n/e","n/e","360","360"
"08.03.2022 11:00 - 08.03.2022 11:15","354","354","n/e","n/e","372","372"
"08.03.2022 11:15 - 08.03.2022 11:30","353","353","n/e","n/e","373","373"
"08.03.2022 11:30 - 08.03.2022 11:45","353","353","n/e","n/e","373","373"
"08.03.2022 11:45 - 08.03.2022 12:00","352","352","n/e","n/e","373","373"
"08.03.2022 12:00 - 08.03.2022 12:15","345","345","n/e","n/e","393","393"
"08.03.2022 12:15 - 08.03.2022 12:30","342","342","n/e","n/e","393","393"
"08.03.2022 12:30 - 08.03.2022 12:45","341","341","n/e","n/e","393","393"
"08.03.2022 12:45 - 08.03.2022 13:00","339","339","n/e","n/e","393","393"
"08.03.2022 13:00 - 08.03.2022 13:15","314","314","n/e","n/e","416","416"
"08.03.2022 13:15 - 08.03.2022 13:30","310","310","n/e","n/e","416","416"
"08.03.2022 13:30 - 08.03.2022 13:45","306","306","n/e","n/e","416","416"
"08.03.2022 13:45 - 08.03.2022 14:00","301","301","n/e","n/e","416","416"
"08.03.2022 14:00 - 08.03.2022 14:15","259","259","n/e","n/e","429","429"
"08.03.2022 14:15 - 08.03.2022 14:30","255","255","n/e","n/e","429","429"
"08.03.2022 14:30 - 08.03.2022 14:45","248","248","n/e","n/e","429","429"
"08.03.2022 14:45 - 08.03.2022 15:00","242","242","n/e","n/e","429","429"
"08.03.2022 15:00 - 08.03.2022 15:15","174","174","n/e","n/e","418","418"
"08.03.2022 15:15 - 08.03.2022 15:30","167","167","n/e","n/e","417","417"
"08.03.2022 15:30 - 08.03.2022 15:45","160","160","n/e","n/e","417","417"
"08.03.2022 15:45 - 08.03.2022 16:00","155","155","n/e","n/e","417","417"
"08.03.2022 16:00 - 08.03.2022 16:15","56","56","n/e","n/e","396","396"
"08.03.2022 16:15 - 08.03.2022 16:30","52","52","n/e","n/e","396","396"
"08.03.2022 16:30 - 08.03.2022 16:45","49","49","n/e","n/e","396","396"
"08.03.2022 16:45 - 08.03.2022 17:00","47","47","n/e","n/e","396","396"
"08.03.2022 17:00 - 08.03.2022 17:15","4","4","n/e","n/e","391","391"
"08.03.2022 17:15 - 08.03.2022 17:30","4","4","n/e","n/e","391","391"
"08.03.2022 17:30 - 08.03.2022 17:45","4","4","n/e","n/e","391","391"
"08.03.2022 17:45 - 08.03.2022 18:00","4","4","n/e","n/e","391","391"
"08.03.2022 18:00 - 08.03.2022 18:15","2","2","n/e","n/e","462","462"
"08.03.2022 18:15 - 08.03.2022 18:30","2","2","n/e","n/e","462","462"
"08.03.2022 18:30 - 08.03.2022 18:45","2","2","n/e","n/e","462","462"
"08.03.2022 18:45 - 08.03.2022 19:00","2","2","n/e","n/e","462","462"
"08.03.2022 19:00 - 08.03.2022 19:15","2","2","n/e","n/e","489","489"
"08.03.2022 19:15 - 08.03.2022 19:30","2","2","n/e","n/e","489","489"
"08.03.2022 19:30 - 08.03.2022 19:45","2","2","n/e","n/e","490","490"
"08.03.2022 19:45 - 08.03.2022 20:00","2","2","n/e","n/e","490","490"
"08.03.2022 20:00 - 08.03.2022 20:15","2","2","n/e","n/e","541","541"
"08.03.2022 20:15 - 08.03.2022 20:30","2","2","n/e","n/e","542","542"
"08.03.2022 20:30 - 08.03.2022 20:45","2","2","n/e","n/e","542","542"
"08.03.2022 20:45 - 08.03.2022 21:00","2","2","n/e","n/e","543","543"
"08.03.2022 21:00 - 08.03.2022 21:15","2","2","n/e","n/e","693","693"
"08.03.2022 21:15 - 08.03.2022 21:30","2","2","n/e","n/e","694","694"
"08.03.2022 21:30 - 08.03.2022 21:45","2","2","n/e","n/e","694","694"
"08.03.2022 21:45 - 08.03.2022 22:00","2","2","n/e","n/e","695","695"
"08.03.2022 22:00 - 08.03.2022 22:15","2","2","n/e","n/e","824","824"
"08.03.2022 22:15 - 08.03.2022 22:30","2","2","n/e","n/e","825","825"
"08.03.2022 22:30 - 08.03.2022 22:45","2","2","n/e","n/e","827","827"
"08.03.2022 22:45 - 08.03.2022 23:00","2","2","n/e","n/e","828","828"
"08.03.2022 23:00 - 08.03.2022 23:15","2","2","n/e","n/e","938","969"
"08.03.2022 23:15 - 08.03.2022 23:30","2","2","n/e","n/e","940","971"
"08.03.2022 23:30 - 08.03.2022 23:45","2","2","n/e","n/e","941","981"
"08.03.2022 23:45 - 09.03.2022 00:00","2","2","n/e","n/e","943","980"
"09.03.2022 00:00 - 09.03.2022 00:15","0","0","n/e","n/e","897","923"
"09.03.2022 00:15 - 09.03.2022 00:30","0","0","n/e","n/e","898","934"
"09.03.2022 00:30 - 09.03.2022 00:45","0","0","n/e","n/e","899","935"
"09.03.2022 00:45 - 09.03.2022 01:00","0","0","n/e","n/e","900","936"
"09.03.2022 01:00 - 09.03.2022 01:15","0","0","n/e","n/e","1076","1043"
"09.03.2022 01:15 - 09.03.2022 01:30","0","0","n/e","n/e","1077","1046"
"09.03.2022 01:30 - 09.03.2022 01:45","0","0","n/e","n/e","1079","1049"
"09.03.2022 01:45 - 09.03.2022 02:00","0","0","n/e","n/e","1081","1050"
"09.03.2022 02:00 - 09.03.2022 02:15","0","0","n/e","n/e","1200","1191"
"09.03.2022 02:15 - 09.03.2022 02:30","0","0","n/e","n/e","1202","1193"
"09.03.2022 02:30 - 09.03.2022 02:45","0","0","n/e","n/e","1204","1184"
"09.03.2022 02:45 - 09.03.2022 03:00","0","0","n/e","n/e","1206","1196"
"09.03.2022 03:00 - 09.03.2022 03:15","0","0","n/e","n/e","1314","1303"
"09.03.2022 03:15 - 09.03.2022 03:30","0","0","n/e","n/e","1315","1304"
"09.03.2022 03:30 - 09.03.2022 03:45","0","0","n/e","n/e","1317","1305"
"09.03.2022 03:45 - 09.03.2022 04:00","0","0","n/e","n/e","1318","1306"
"09.03.2022 04:00 - 09.03.2022 04:15","0","0","n/e","n/e","1353","1341"
"09.03.2022 04:15 - 09.03.2022 04:30","0","0","n/e","n/e","1353","1341"
"09.03.2022 04:30 - 09.03.2022 04:45","0","0","n/e","n/e","1353","1340"
"09.03.2022 04:45 - 09.03.2022 05:00","0","0","n/e","n/e","1353","1287"
"09.03.2022 05:00 - 09.03.2022 05:15","1","1","n/e","n/e","1334","1254"
"09.03.2022 05:15 - 09.03.2022 05:30","2","2","n/e","n/e","1334","1249"
"09.03.2022 05:30 - 09.03.2022 05:45","4","4","n/e","n/e","1334","1249"
"09.03.2022 05:45 - 09.03.2022 06:00","6","6","n/e","n/e","1333","1248"
"09.03.2022 06:00 - 09.03.2022 06:15","35","35","n/e","n/e","1276","1224"
"09.03.2022 06:15 - 09.03.2022 06:30","40","40","n/e","n/e","1277","1225"
"09.03.2022 06:30 - 09.03.2022 06:45","49","49","n/e","n/e","1277","1226"
"09.03.2022 06:45 - 09.03.2022 07:00","59","59","n/e","n/e","1278","1226"
"09.03.2022 07:00 - 09.03.2022 07:15","139","139","n/e","n/e","1399","1387"
"09.03.2022 07:15 - 09.03.2022 07:30","151","151","n/e","n/e","1401","1389"
"09.03.2022 07:30 - 09.03.2022 07:45","164","164","n/e","n/e","1403","1391"
"09.03.2022 07:45 - 09.03.2022 08:00","176","176","n/e","n/e","1405","1392"
"09.03.2022 08:00 - 09.03.2022 08:15","269","269","n/e","n/e","1598","1598"
