"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Romania (RO)","Generation - Solar  [MW] Current / Romania (RO)","Generation - Wind Offshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Offshore  [MW] Current / Romania (RO)","Generation - Wind Onshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Onshore  [MW] Current / Romania (RO)"
"21.08.2022 03:45 - 21.08.2022 04:00","0","0","n/e","n/e","81","82"
"21.08.2022 04:00 - 21.08.2022 04:15","0","0","n/e","n/e","72","73"
"21.08.2022 04:15 - 21.08.2022 04:30","0","0","n/e","n/e","72","73"
"21.08.2022 04:30 - 21.08.2022 04:45","0","0","n/e","n/e","72","73"
"21.08.2022 04:45 - 21.08.2022 05:00","0","0","n/e","n/e","72","73"
"21.08.2022 05:00 - 21.08.2022 05:15","4","4","n/e","n/e","77","78"
"21.08.2022 05:15 - 21.08.2022 05:30","4","4","n/e","n/e","77","78"
"21.08.2022 05:30 - 21.08.2022 05:45","5","5","n/e","n/e","77","78"
"21.08.2022 05:45 - 21.08.2022 06:00","7","7","n/e","n/e","77","78"
"21.08.2022 06:00 - 21.08.2022 06:15","43","43","n/e","n/e","86","87"
"21.08.2022 06:15 - 21.08.2022 06:30","47","47","n/e","n/e","86","87"
"21.08.2022 06:30 - 21.08.2022 06:45","54","54","n/e","n/e","86","87"
"21.08.2022 06:45 - 21.08.2022 07:00","62","63","n/e","n/e","86","87"
"21.08.2022 07:00 - 21.08.2022 07:15","170","169","n/e","n/e","97","98"
"21.08.2022 07:15 - 21.08.2022 07:30","179","179","n/e","n/e","97","98"
"21.08.2022 07:30 - 21.08.2022 07:45","190","190","n/e","n/e","97","98"
"21.08.2022 07:45 - 21.08.2022 08:00","200","201","n/e","n/e","97","98"
"21.08.2022 08:00 - 21.08.2022 08:15","337","336","n/e","n/e","125","126"
"21.08.2022 08:15 - 21.08.2022 08:30","349","349","n/e","n/e","125","126"
"21.08.2022 08:30 - 21.08.2022 08:45","359","359","n/e","n/e","125","126"
"21.08.2022 08:45 - 21.08.2022 09:00","369","369","n/e","n/e","125","126"
"21.08.2022 09:00 - 21.08.2022 09:15","476","476","n/e","n/e","167","167"
"21.08.2022 09:15 - 21.08.2022 09:30","485","485","n/e","n/e","167","167"
"21.08.2022 09:30 - 21.08.2022 09:45","492","492","n/e","n/e","167","167"
"21.08.2022 09:45 - 21.08.2022 10:00","499","499","n/e","n/e","168","168"
"21.08.2022 10:00 - 21.08.2022 10:15","559","559","n/e","n/e","218","218"
"21.08.2022 10:15 - 21.08.2022 10:30","564","564","n/e","n/e","219","219"
"21.08.2022 10:30 - 21.08.2022 10:45","569","569","n/e","n/e","220","220"
"21.08.2022 10:45 - 21.08.2022 11:00","573","573","n/e","n/e","221","221"
"21.08.2022 11:00 - 21.08.2022 11:15","596","596","n/e","n/e","282","282"
"21.08.2022 11:15 - 21.08.2022 11:30","597","597","n/e","n/e","283","283"
"21.08.2022 11:30 - 21.08.2022 11:45","597","597","n/e","n/e","284","284"
"21.08.2022 11:45 - 21.08.2022 12:00","598","598","n/e","n/e","285","285"
"21.08.2022 12:00 - 21.08.2022 12:15","604","604","n/e","n/e","359","359"
"21.08.2022 12:15 - 21.08.2022 12:30","604","604","n/e","n/e","361","361"
"21.08.2022 12:30 - 21.08.2022 12:45","604","604","n/e","n/e","362","362"
"21.08.2022 12:45 - 21.08.2022 13:00","603","603","n/e","n/e","364","364"
"21.08.2022 13:00 - 21.08.2022 13:15","580","580","n/e","n/e","475","475"
"21.08.2022 13:15 - 21.08.2022 13:30","577","577","n/e","n/e","477","477"
"21.08.2022 13:30 - 21.08.2022 13:45","574","574","n/e","n/e","478","478"
"21.08.2022 13:45 - 21.08.2022 14:00","571","571","n/e","n/e","480","480"
"21.08.2022 14:00 - 21.08.2022 14:15","512","512","n/e","n/e","593","593"
"21.08.2022 14:15 - 21.08.2022 14:30","507","507","n/e","n/e","593","593"
"21.08.2022 14:30 - 21.08.2022 14:45","502","502","n/e","n/e","593","593"
"21.08.2022 14:45 - 21.08.2022 15:00","497","497","n/e","n/e","594","594"
"21.08.2022 15:00 - 21.08.2022 15:15","405","405","n/e","n/e","649","649"
"21.08.2022 15:15 - 21.08.2022 15:30","398","398","n/e","n/e","649","649"
"21.08.2022 15:30 - 21.08.2022 15:45","388","388","n/e","n/e","648","648"
"21.08.2022 15:45 - 21.08.2022 16:00","382","382","n/e","n/e","648","648"
"21.08.2022 16:00 - 21.08.2022 16:15","273","273","n/e","n/e","657","657"
"21.08.2022 16:15 - 21.08.2022 16:30","264","264","n/e","n/e","655","655"
"21.08.2022 16:30 - 21.08.2022 16:45","253","253","n/e","n/e","654","654"
"21.08.2022 16:45 - 21.08.2022 17:00","243","243","n/e","n/e","653","653"
"21.08.2022 17:00 - 21.08.2022 17:15","139","139","n/e","n/e","604","604"
"21.08.2022 17:15 - 21.08.2022 17:30","126","126","n/e","n/e","602","602"
"21.08.2022 17:30 - 21.08.2022 17:45","119","119","n/e","n/e","601","601"
"21.08.2022 17:45 - 21.08.2022 18:00","112","112","n/e","n/e","599","599"
"21.08.2022 18:00 - 21.08.2022 18:15","38","38","n/e","n/e","496","495"
"21.08.2022 18:15 - 21.08.2022 18:30","33","33","n/e","n/e","494","494"
"21.08.2022 18:30 - 21.08.2022 18:45","29","29","n/e","n/e","493","492"
"21.08.2022 18:45 - 21.08.2022 19:00","25","25","n/e","n/e","492","491"
"21.08.2022 19:00 - 21.08.2022 19:15","2","2","n/e","n/e","412","411"
"21.08.2022 19:15 - 21.08.2022 19:30","2","2","n/e","n/e","412","411"
"21.08.2022 19:30 - 21.08.2022 19:45","2","2","n/e","n/e","412","411"
"21.08.2022 19:45 - 21.08.2022 20:00","1","1","n/e","n/e","412","411"
"21.08.2022 20:00 - 21.08.2022 20:15","0","0","n/e","n/e","315","314"
"21.08.2022 20:15 - 21.08.2022 20:30","0","0","n/e","n/e","315","314"
"21.08.2022 20:30 - 21.08.2022 20:45","0","0","n/e","n/e","315","314"
"21.08.2022 20:45 - 21.08.2022 21:00","0","0","n/e","n/e","314","314"
"21.08.2022 21:00 - 21.08.2022 21:15","0","0","n/e","n/e","277","276"
"21.08.2022 21:15 - 21.08.2022 21:30","0","0","n/e","n/e","276","276"
"21.08.2022 21:30 - 21.08.2022 21:45","0","0","n/e","n/e","276","276"
"21.08.2022 21:45 - 21.08.2022 22:00","0","0","n/e","n/e","276","276"
"21.08.2022 22:00 - 21.08.2022 22:15","0","0","n/e","n/e","283","283"
"21.08.2022 22:15 - 21.08.2022 22:30","0","0","n/e","n/e","283","283"
"21.08.2022 22:30 - 21.08.2022 22:45","0","0","n/e","n/e","283","283"
"21.08.2022 22:45 - 21.08.2022 23:00","0","0","n/e","n/e","283","283"
"21.08.2022 23:00 - 21.08.2022 23:15","0","0","n/e","n/e","238","226"
"21.08.2022 23:15 - 21.08.2022 23:30","0","0","n/e","n/e","238","226"
"21.08.2022 23:30 - 21.08.2022 23:45","0","0","n/e","n/e","238","225"
"21.08.2022 23:45 - 22.08.2022 00:00","0","0","n/e","n/e","238","225"
"22.08.2022 00:00 - 22.08.2022 00:15","0","0","n/e","n/e","164","163"
"22.08.2022 00:15 - 22.08.2022 00:30","0","0","n/e","n/e","164","163"
"22.08.2022 00:30 - 22.08.2022 00:45","0","0","n/e","n/e","164","163"
"22.08.2022 00:45 - 22.08.2022 01:00","0","0","n/e","n/e","164","160"
"22.08.2022 01:00 - 22.08.2022 01:15","0","0","n/e","n/e","119","117"
"22.08.2022 01:15 - 22.08.2022 01:30","0","0","n/e","n/e","119","117"
"22.08.2022 01:30 - 22.08.2022 01:45","0","0","n/e","n/e","119","116"
"22.08.2022 01:45 - 22.08.2022 02:00","0","0","n/e","n/e","119","116"
"22.08.2022 02:00 - 22.08.2022 02:15","0","0","n/e","n/e","114","111"
"22.08.2022 02:15 - 22.08.2022 02:30","0","0","n/e","n/e","114","111"
"22.08.2022 02:30 - 22.08.2022 02:45","0","0","n/e","n/e","114","111"
"22.08.2022 02:45 - 22.08.2022 03:00","0","0","n/e","n/e","114","111"
"22.08.2022 03:00 - 22.08.2022 03:15","0","0","n/e","n/e","128","123"
"22.08.2022 03:15 - 22.08.2022 03:30","0","0","n/e","n/e","128","123"
"22.08.2022 03:30 - 22.08.2022 03:45","0","0","n/e","n/e","128","123"
"22.08.2022 03:45 - 22.08.2022 04:00","0","0","n/e","n/e","128","123"
"22.08.2022 04:00 - 22.08.2022 04:15","0","0","n/e","n/e","142","136"
"22.08.2022 04:15 - 22.08.2022 04:30","0","0","n/e","n/e","142","137"
"22.08.2022 04:30 - 22.08.2022 04:45","0","0","n/e","n/e","142","137"
"22.08.2022 04:45 - 22.08.2022 05:00","0","0","n/e","n/e","142","137"
"22.08.2022 05:00 - 22.08.2022 05:15","3","3","n/e","n/e","164","162"
"22.08.2022 05:15 - 22.08.2022 05:30","3","3","n/e","n/e","164","162"
"22.08.2022 05:30 - 22.08.2022 05:45","4","4","n/e","n/e","164","162"
"22.08.2022 05:45 - 22.08.2022 06:00","5","5","n/e","n/e","164","163"
"22.08.2022 06:00 - 22.08.2022 06:15","31","31","n/e","n/e","159","158"
"22.08.2022 06:15 - 22.08.2022 06:30","34","34","n/e","n/e","159","158"
"22.08.2022 06:30 - 22.08.2022 06:45","39","39","n/e","n/e","159","158"
"22.08.2022 06:45 - 22.08.2022 07:00","45","45","n/e","n/e","159","158"
"22.08.2022 07:00 - 22.08.2022 07:15","126","126","n/e","n/e","167","167"
"22.08.2022 07:15 - 22.08.2022 07:30","133","133","n/e","n/e","167","167"
"22.08.2022 07:30 - 22.08.2022 07:45","141","141","n/e","n/e","167","167"
"22.08.2022 07:45 - 22.08.2022 08:00","149","149","n/e","n/e","167","167"
"22.08.2022 08:00 - 22.08.2022 08:15","256","256","n/e","n/e","168","168"
"22.08.2022 08:15 - 22.08.2022 08:30","265","265","n/e","n/e","168","168"
"22.08.2022 08:30 - 22.08.2022 08:45","273","273","n/e","n/e","168","168"
"22.08.2022 08:45 - 22.08.2022 09:00","281","281","n/e","n/e","168","168"
"22.08.2022 09:00 - 22.08.2022 09:15","391","391","n/e","n/e","189","189"
"22.08.2022 09:15 - 22.08.2022 09:30","398","398","n/e","n/e","189","189"
"22.08.2022 09:30 - 22.08.2022 09:45","404","404","n/e","n/e","189","189"
"22.08.2022 09:45 - 22.08.2022 10:00","410","410","n/e","n/e","189","189"
"22.08.2022 10:00 - 22.08.2022 10:15","473","473","n/e","n/e","209","209"
"22.08.2022 10:15 - 22.08.2022 10:30","478","478","n/e","n/e","209","209"
"22.08.2022 10:30 - 22.08.2022 10:45","482","482","n/e","n/e","209","209"
"22.08.2022 10:45 - 22.08.2022 11:00","486","486","n/e","n/e","209","209"
"22.08.2022 11:00 - 22.08.2022 11:15","518","518","n/e","n/e","212","212"
"22.08.2022 11:15 - 22.08.2022 11:30","520","520","n/e","n/e","212","212"
"22.08.2022 11:30 - 22.08.2022 11:45","521","521","n/e","n/e","212","212"
"22.08.2022 11:45 - 22.08.2022 12:00","522","522","n/e","n/e","212","212"
"22.08.2022 12:00 - 22.08.2022 12:15","535","535","n/e","n/e","219","219"
"22.08.2022 12:15 - 22.08.2022 12:30","534","534","n/e","n/e","219","219"
"22.08.2022 12:30 - 22.08.2022 12:45","535","535","n/e","n/e","219","219"
"22.08.2022 12:45 - 22.08.2022 13:00","535","535","n/e","n/e","219","219"
"22.08.2022 13:00 - 22.08.2022 13:15","509","509","n/e","n/e","241","241"
"22.08.2022 13:15 - 22.08.2022 13:30","507","507","n/e","n/e","241","241"
"22.08.2022 13:30 - 22.08.2022 13:45","504","504","n/e","n/e","241","241"
"22.08.2022 13:45 - 22.08.2022 14:00","501","501","n/e","n/e","241","241"
"22.08.2022 14:00 - 22.08.2022 14:15","455","455","n/e","n/e","260","260"
"22.08.2022 14:15 - 22.08.2022 14:30","450","450","n/e","n/e","260","260"
"22.08.2022 14:30 - 22.08.2022 14:45","446","446","n/e","n/e","260","260"
"22.08.2022 14:45 - 22.08.2022 15:00","441","441","n/e","n/e","260","260"
"22.08.2022 15:00 - 22.08.2022 15:15","364","364","n/e","n/e","258","258"
"22.08.2022 15:15 - 22.08.2022 15:30","357","357","n/e","n/e","258","258"
"22.08.2022 15:30 - 22.08.2022 15:45","349","349","n/e","n/e","258","258"
"22.08.2022 15:45 - 22.08.2022 16:00","343","343","n/e","n/e","258","258"
"22.08.2022 16:00 - 22.08.2022 16:15","251","251","n/e","n/e","266","266"
"22.08.2022 16:15 - 22.08.2022 16:30","243","243","n/e","n/e","266","266"
"22.08.2022 16:30 - 22.08.2022 16:45","234","234","n/e","n/e","265","265"
"22.08.2022 16:45 - 22.08.2022 17:00","225","225","n/e","n/e","265","265"
"22.08.2022 17:00 - 22.08.2022 17:15","127","127","n/e","n/e","256","256"
"22.08.2022 17:15 - 22.08.2022 17:30","115","115","n/e","n/e","256","256"
"22.08.2022 17:30 - 22.08.2022 17:45","109","109","n/e","n/e","256","256"
"22.08.2022 17:45 - 22.08.2022 18:00","103","103","n/e","n/e","256","256"
"22.08.2022 18:00 - 22.08.2022 18:15","38","38","n/e","n/e","259","259"
"22.08.2022 18:15 - 22.08.2022 18:30","32","32","n/e","n/e","259","259"
"22.08.2022 18:30 - 22.08.2022 18:45","28","28","n/e","n/e","259","259"
"22.08.2022 18:45 - 22.08.2022 19:00","25","25","n/e","n/e","259","259"
"22.08.2022 19:00 - 22.08.2022 19:15","2","2","n/e","n/e","230","230"
"22.08.2022 19:15 - 22.08.2022 19:30","2","2","n/e","n/e","230","230"
"22.08.2022 19:30 - 22.08.2022 19:45","2","2","n/e","n/e","230","230"
"22.08.2022 19:45 - 22.08.2022 20:00","1","1","n/e","n/e","230","230"
"22.08.2022 20:00 - 22.08.2022 20:15","0","0","n/e","n/e","222","222"
"22.08.2022 20:15 - 22.08.2022 20:30","0","0","n/e","n/e","222","222"
"22.08.2022 20:30 - 22.08.2022 20:45","0","0","n/e","n/e","222","222"
"22.08.2022 20:45 - 22.08.2022 21:00","0","0","n/e","n/e","222","222"
"22.08.2022 21:00 - 22.08.2022 21:15","0","0","n/e","n/e","167","167"
"22.08.2022 21:15 - 22.08.2022 21:30","0","0","n/e","n/e","167","167"
"22.08.2022 21:30 - 22.08.2022 21:45","0","0","n/e","n/e","167","167"
"22.08.2022 21:45 - 22.08.2022 22:00","0","0","n/e","n/e","167","167"
"22.08.2022 22:00 - 22.08.2022 22:15","0","0","n/e","n/e","177","177"
"22.08.2022 22:15 - 22.08.2022 22:30","0","0","n/e","n/e","177","177"
"22.08.2022 22:30 - 22.08.2022 22:45","0","0","n/e","n/e","177","177"
"22.08.2022 22:45 - 22.08.2022 23:00","0","0","n/e","n/e","177","177"
"22.08.2022 23:00 - 22.08.2022 23:15","0","0","n/e","n/e","135","133"
"22.08.2022 23:15 - 22.08.2022 23:30","0","0","n/e","n/e","135","133"
"22.08.2022 23:30 - 22.08.2022 23:45","0","0","n/e","n/e","135","133"
"22.08.2022 23:45 - 23.08.2022 00:00","0","0","n/e","n/e","135","133"
"23.08.2022 00:00 - 23.08.2022 00:15","0","0","n/e","n/e","163","162"
"23.08.2022 00:15 - 23.08.2022 00:30","0","0","n/e","n/e","163","162"
"23.08.2022 00:30 - 23.08.2022 00:45","0","0","n/e","n/e","163","161"
"23.08.2022 00:45 - 23.08.2022 01:00","0","0","n/e","n/e","163","161"
"23.08.2022 01:00 - 23.08.2022 01:15","0","0","n/e","n/e","171","169"
"23.08.2022 01:15 - 23.08.2022 01:30","0","0","n/e","n/e","170","169"
"23.08.2022 01:30 - 23.08.2022 01:45","0","0","n/e","n/e","170","169"
"23.08.2022 01:45 - 23.08.2022 02:00","0","0","n/e","n/e","170","169"
"23.08.2022 02:00 - 23.08.2022 02:15","0","0","n/e","n/e","179","183"
"23.08.2022 02:15 - 23.08.2022 02:30","0","0","n/e","n/e","180","183"
"23.08.2022 02:30 - 23.08.2022 02:45","0","0","n/e","n/e","180","183"
"23.08.2022 02:45 - 23.08.2022 03:00","0","0","n/e","n/e","180","183"
"23.08.2022 03:00 - 23.08.2022 03:15","0","0","n/e","n/e","170","169"
"23.08.2022 03:15 - 23.08.2022 03:30","0","0","n/e","n/e","170","169"
"23.08.2022 03:30 - 23.08.2022 03:45","0","0","n/e","n/e","170","169"
"23.08.2022 03:45 - 23.08.2022 04:00","0","0","n/e","n/e","170","169"
"23.08.2022 04:00 - 23.08.2022 04:15","0","0","n/e","n/e","200","199"
"23.08.2022 04:15 - 23.08.2022 04:30","0","0","n/e","n/e","201","199"
"23.08.2022 04:30 - 23.08.2022 04:45","0","0","n/e","n/e","201","200"
"23.08.2022 04:45 - 23.08.2022 05:00","0","0","n/e","n/e","201","200"
"23.08.2022 05:00 - 23.08.2022 05:15","3","3","n/e","n/e","208","205"
"23.08.2022 05:15 - 23.08.2022 05:30","3","3","n/e","n/e","208","205"
"23.08.2022 05:30 - 23.08.2022 05:45","3","3","n/e","n/e","208","205"
"23.08.2022 05:45 - 23.08.2022 06:00","5","5","n/e","n/e","208","205"
"23.08.2022 06:00 - 23.08.2022 06:15","28","28","n/e","n/e","261","250"
"23.08.2022 06:15 - 23.08.2022 06:30","32","32","n/e","n/e","261","250"
"23.08.2022 06:30 - 23.08.2022 06:45","36","36","n/e","n/e","261","250"
"23.08.2022 06:45 - 23.08.2022 07:00","42","42","n/e","n/e","261","250"
"23.08.2022 07:00 - 23.08.2022 07:15","108","108","n/e","n/e","216","214"
"23.08.2022 07:15 - 23.08.2022 07:30","115","115","n/e","n/e","216","214"
"23.08.2022 07:30 - 23.08.2022 07:45","122","123","n/e","n/e","216","214"
"23.08.2022 07:45 - 23.08.2022 08:00","130","131","n/e","n/e","216","214"
"23.08.2022 08:00 - 23.08.2022 08:15","238","238","n/e","n/e","188","187"
"23.08.2022 08:15 - 23.08.2022 08:30","247","247","n/e","n/e","188","187"
"23.08.2022 08:30 - 23.08.2022 08:45","255","256","n/e","n/e","189","187"
"23.08.2022 08:45 - 23.08.2022 09:00","264","265","n/e","n/e","189","187"
"23.08.2022 09:00 - 23.08.2022 09:15","364","364","n/e","n/e","185","183"
"23.08.2022 09:15 - 23.08.2022 09:30","372","372","n/e","n/e","185","183"
"23.08.2022 09:30 - 23.08.2022 09:45","378","378","n/e","n/e","185","183"
"23.08.2022 09:45 - 23.08.2022 10:00","384","384","n/e","n/e","186","184"
"23.08.2022 10:00 - 23.08.2022 10:15","435","435","n/e","n/e","148","148"
"23.08.2022 10:15 - 23.08.2022 10:30","440","440","n/e","n/e","149","149"
"23.08.2022 10:30 - 23.08.2022 10:45","444","444","n/e","n/e","149","149"
"23.08.2022 10:45 - 23.08.2022 11:00","448","449","n/e","n/e","149","149"
"23.08.2022 11:00 - 23.08.2022 11:15","506","506","n/e","n/e","211","211"
"23.08.2022 11:15 - 23.08.2022 11:30","508","508","n/e","n/e","212","212"
"23.08.2022 11:30 - 23.08.2022 11:45","510","510","n/e","n/e","212","212"
"23.08.2022 11:45 - 23.08.2022 12:00","511","511","n/e","n/e","212","212"
"23.08.2022 12:00 - 23.08.2022 12:15","519","519","n/e","n/e","230","232"
"23.08.2022 12:15 - 23.08.2022 12:30","518","518","n/e","n/e","230","232"
"23.08.2022 12:30 - 23.08.2022 12:45","518","518","n/e","n/e","230","232"
"23.08.2022 12:45 - 23.08.2022 13:00","518","518","n/e","n/e","230","232"
"23.08.2022 13:00 - 23.08.2022 13:15","498","498","n/e","n/e","256","256"
"23.08.2022 13:15 - 23.08.2022 13:30","495","495","n/e","n/e","257","257"
"23.08.2022 13:30 - 23.08.2022 13:45","492","492","n/e","n/e","257","257"
"23.08.2022 13:45 - 23.08.2022 14:00","489","489","n/e","n/e","258","258"
"23.08.2022 14:00 - 23.08.2022 14:15","450","450","n/e","n/e","255","257"
"23.08.2022 14:15 - 23.08.2022 14:30","444","444","n/e","n/e","256","258"
"23.08.2022 14:30 - 23.08.2022 14:45","439","439","n/e","n/e","256","258"
"23.08.2022 14:45 - 23.08.2022 15:00","434","434","n/e","n/e","257","259"
"23.08.2022 15:00 - 23.08.2022 15:15","338","338","n/e","n/e","284","284"
"23.08.2022 15:15 - 23.08.2022 15:30","331","331","n/e","n/e","284","284"
"23.08.2022 15:30 - 23.08.2022 15:45","323","323","n/e","n/e","285","285"
"23.08.2022 15:45 - 23.08.2022 16:00","316","316","n/e","n/e","285","285"
"23.08.2022 16:00 - 23.08.2022 16:15","238","238","n/e","n/e","364","364"
"23.08.2022 16:15 - 23.08.2022 16:30","230","230","n/e","n/e","364","364"
"23.08.2022 16:30 - 23.08.2022 16:45","221","221","n/e","n/e","365","365"
"23.08.2022 16:45 - 23.08.2022 17:00","213","213","n/e","n/e","365","365"
"23.08.2022 17:00 - 23.08.2022 17:15","126","126","n/e","n/e","399","399"
"23.08.2022 17:15 - 23.08.2022 17:30","115","115","n/e","n/e","398","398"
"23.08.2022 17:30 - 23.08.2022 17:45","108","108","n/e","n/e","397","397"
"23.08.2022 17:45 - 23.08.2022 18:00","102","102","n/e","n/e","397","397"
"23.08.2022 18:00 - 23.08.2022 18:15","35","35","n/e","n/e","437","437"
"23.08.2022 18:15 - 23.08.2022 18:30","30","30","n/e","n/e","436","436"
"23.08.2022 18:30 - 23.08.2022 18:45","26","26","n/e","n/e","436","436"
"23.08.2022 18:45 - 23.08.2022 19:00","23","23","n/e","n/e","435","435"
"23.08.2022 19:00 - 23.08.2022 19:15","2","2","n/e","n/e","454","454"
"23.08.2022 19:15 - 23.08.2022 19:30","2","2","n/e","n/e","454","454"
"23.08.2022 19:30 - 23.08.2022 19:45","1","1","n/e","n/e","454","454"
"23.08.2022 19:45 - 23.08.2022 20:00","1","1","n/e","n/e","454","454"
"23.08.2022 20:00 - 23.08.2022 20:15","0","0","n/e","n/e","480","480"
"23.08.2022 20:15 - 23.08.2022 20:30","0","0","n/e","n/e","480","480"
"23.08.2022 20:30 - 23.08.2022 20:45","0","0","n/e","n/e","480","480"
"23.08.2022 20:45 - 23.08.2022 21:00","0","0","n/e","n/e","479","479"
"23.08.2022 21:00 - 23.08.2022 21:15","0","0","n/e","n/e","401","401"
"23.08.2022 21:15 - 23.08.2022 21:30","0","0","n/e","n/e","400","400"
"23.08.2022 21:30 - 23.08.2022 21:45","0","0","n/e","n/e","400","400"
"23.08.2022 21:45 - 23.08.2022 22:00","0","0","n/e","n/e","399","399"
"23.08.2022 22:00 - 23.08.2022 22:15","0","0","n/e","n/e","323","323"
"23.08.2022 22:15 - 23.08.2022 22:30","0","0","n/e","n/e","322","322"
"23.08.2022 22:30 - 23.08.2022 22:45","0","0","n/e","n/e","322","322"
"23.08.2022 22:45 - 23.08.2022 23:00","0","0","n/e","n/e","322","322"
"23.08.2022 23:00 - 23.08.2022 23:15","0","0","n/e","n/e","319","342"
"23.08.2022 23:15 - 23.08.2022 23:30","0","0","n/e","n/e","319","342"
"23.08.2022 23:30 - 23.08.2022 23:45","0","0","n/e","n/e","320","342"
"23.08.2022 23:45 - 24.08.2022 00:00","0","0","n/e","n/e","320","342"
"24.08.2022 00:00 - 24.08.2022 00:15","0","0","n/e","n/e","467","473"
"24.08.2022 00:15 - 24.08.2022 00:30","0","0","n/e","n/e","467","473"
"24.08.2022 00:30 - 24.08.2022 00:45","0","0","n/e","n/e","468","473"
"24.08.2022 00:45 - 24.08.2022 01:00","0","0","n/e","n/e","468","474"
"24.08.2022 01:00 - 24.08.2022 01:15","0","0","n/e","n/e","535","517"
"24.08.2022 01:15 - 24.08.2022 01:30","0","0","n/e","n/e","535","517"
"24.08.2022 01:30 - 24.08.2022 01:45","0","0","n/e","n/e","535","516"
"24.08.2022 01:45 - 24.08.2022 02:00","0","0","n/e","n/e","535","517"
"24.08.2022 02:00 - 24.08.2022 02:15","1","1","n/e","n/e","637","599"
"24.08.2022 02:15 - 24.08.2022 02:30","1","1","n/e","n/e","638","600"
"24.08.2022 02:30 - 24.08.2022 02:45","1","1","n/e","n/e","638","601"
"24.08.2022 02:45 - 24.08.2022 03:00","1","1","n/e","n/e","638","601"
"24.08.2022 03:00 - 24.08.2022 03:15","1","1","n/e","n/e","731","699"
"24.08.2022 03:15 - 24.08.2022 03:30","1","1","n/e","n/e","732","701"
"24.08.2022 03:30 - 24.08.2022 03:45","1","1","n/e","n/e","734","700"
"24.08.2022 03:45 - 24.08.2022 04:00","1","1","n/e","n/e","736","705"
"24.08.2022 04:00 - 24.08.2022 04:15","2","2","n/e","n/e","806","803"
"24.08.2022 04:15 - 24.08.2022 04:30","2","2","n/e","n/e","807","804"
"24.08.2022 04:30 - 24.08.2022 04:45","2","2","n/e","n/e","808","815"
"24.08.2022 04:45 - 24.08.2022 05:00","2","2","n/e","n/e","809","818"
"24.08.2022 05:00 - 24.08.2022 05:15","5","5","n/e","n/e","859","836"
"24.08.2022 05:15 - 24.08.2022 05:30","6","6","n/e","n/e","859","837"
"24.08.2022 05:30 - 24.08.2022 05:45","6","6","n/e","n/e","859","819"
"24.08.2022 05:45 - 24.08.2022 06:00","8","8","n/e","n/e","859","839"
"24.08.2022 06:00 - 24.08.2022 06:15","37","37","n/e","n/e","811","811"
"24.08.2022 06:15 - 24.08.2022 06:30","41","41","n/e","n/e","810","810"
"24.08.2022 06:30 - 24.08.2022 06:45","47","47","n/e","n/e","810","810"
"24.08.2022 06:45 - 24.08.2022 07:00","54","55","n/e","n/e","809","809"
"24.08.2022 07:00 - 24.08.2022 07:15","140","140","n/e","n/e","663","662"
"24.08.2022 07:15 - 24.08.2022 07:30","150","150","n/e","n/e","662","660"
"24.08.2022 07:30 - 24.08.2022 07:45","159","159","n/e","n/e","661","659"
"24.08.2022 07:45 - 24.08.2022 08:00","169","170","n/e","n/e","660","658"
"24.08.2022 08:00 - 24.08.2022 08:15","286","286","n/e","n/e","574","574"
"24.08.2022 08:15 - 24.08.2022 08:30","297","297","n/e","n/e","575","575"
"24.08.2022 08:30 - 24.08.2022 08:45","308","308","n/e","n/e","575","575"
"24.08.2022 08:45 - 24.08.2022 09:00","318","319","n/e","n/e","576","576"
"24.08.2022 09:00 - 24.08.2022 09:15","433","433","n/e","n/e","571","571"
"24.08.2022 09:15 - 24.08.2022 09:30","441","441","n/e","n/e","571","571"
"24.08.2022 09:30 - 24.08.2022 09:45","449","449","n/e","n/e","571","571"
"24.08.2022 09:45 - 24.08.2022 10:00","456","457","n/e","n/e","572","572"
"24.08.2022 10:00 - 24.08.2022 10:15","525","525","n/e","n/e","563","563"
"24.08.2022 10:15 - 24.08.2022 10:30","531","530","n/e","n/e","563","563"
"24.08.2022 10:30 - 24.08.2022 10:45","536","536","n/e","n/e","563","563"
"24.08.2022 10:45 - 24.08.2022 11:00","539","539","n/e","n/e","563","563"
"24.08.2022 11:00 - 24.08.2022 11:15","594","594","n/e","n/e","571","571"
"24.08.2022 11:15 - 24.08.2022 11:30","596","596","n/e","n/e","572","572"
"24.08.2022 11:30 - 24.08.2022 11:45","597","597","n/e","n/e","573","573"
"24.08.2022 11:45 - 24.08.2022 12:00","598","598","n/e","n/e","574","574"
"24.08.2022 12:00 - 24.08.2022 12:15","613","613","n/e","n/e","631","631"
"24.08.2022 12:15 - 24.08.2022 12:30","613","613","n/e","n/e","632","632"
"24.08.2022 12:30 - 24.08.2022 12:45","612","612","n/e","n/e","633","633"
"24.08.2022 12:45 - 24.08.2022 13:00","611","611","n/e","n/e","634","634"
"24.08.2022 13:00 - 24.08.2022 13:15","600","600","n/e","n/e","736","736"
"24.08.2022 13:15 - 24.08.2022 13:30","598","598","n/e","n/e","738","738"
"24.08.2022 13:30 - 24.08.2022 13:45","595","595","n/e","n/e","739","739"
