"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Netherlands (NL)","Generation - Solar  [MW] Current / Netherlands (NL)","Generation - Wind Offshore  [MW] Day Ahead/ Netherlands (NL)","Generation - Wind Offshore  [MW] Current / Netherlands (NL)","Generation - Wind Onshore  [MW] Day Ahead/ Netherlands (NL)","Generation - Wind Onshore  [MW] Current / Netherlands (NL)"
"01.07.2022 03:30 - 01.07.2022 03:45","0","n/e","521","n/e","1399","n/e"
"01.07.2022 03:45 - 01.07.2022 04:00","0","n/e","548","n/e","1399","n/e"
"01.07.2022 04:00 - 01.07.2022 04:15","0","n/e","576","n/e","1399","n/e"
"01.07.2022 04:15 - 01.07.2022 04:30","0","n/e","601","n/e","1405","n/e"
"01.07.2022 04:30 - 01.07.2022 04:45","0","n/e","623","n/e","1412","n/e"
"01.07.2022 04:45 - 01.07.2022 05:00","0","n/e","645","n/e","1418","n/e"
"01.07.2022 05:00 - 01.07.2022 05:15","0","n/e","667","n/e","1425","n/e"
"01.07.2022 05:15 - 01.07.2022 05:30","4","n/e","673","n/e","1416","n/e"
"01.07.2022 05:30 - 01.07.2022 05:45","9","n/e","664","n/e","1393","n/e"
"01.07.2022 05:45 - 01.07.2022 06:00","13","n/e","655","n/e","1369","n/e"
"01.07.2022 06:00 - 01.07.2022 06:15","21","n/e","645","n/e","1345","n/e"
"01.07.2022 06:15 - 01.07.2022 06:30","112","n/e","637","n/e","1320","n/e"
"01.07.2022 06:30 - 01.07.2022 06:45","205","n/e","629","n/e","1296","n/e"
"01.07.2022 06:45 - 01.07.2022 07:00","299","n/e","622","n/e","1272","n/e"
"01.07.2022 07:00 - 01.07.2022 07:15","389","n/e","614","n/e","1247","n/e"
"01.07.2022 07:15 - 01.07.2022 07:30","504","n/e","608","n/e","1223","n/e"
"01.07.2022 07:30 - 01.07.2022 07:45","620","n/e","602","n/e","1199","n/e"
"01.07.2022 07:45 - 01.07.2022 08:00","736","n/e","597","n/e","1176","n/e"
"01.07.2022 08:00 - 01.07.2022 08:15","852","n/e","591","n/e","1153","n/e"
"01.07.2022 08:15 - 01.07.2022 08:30","1126","n/e","604","n/e","1150","n/e"
"01.07.2022 08:30 - 01.07.2022 08:45","1399","n/e","634","n/e","1161","n/e"
"01.07.2022 08:45 - 01.07.2022 09:00","1670","n/e","665","n/e","1175","n/e"
"01.07.2022 09:00 - 01.07.2022 09:15","1945","n/e","695","n/e","1188","n/e"
"01.07.2022 09:15 - 01.07.2022 09:30","2200","n/e","727","n/e","1209","n/e"
"01.07.2022 09:30 - 01.07.2022 09:45","2453","n/e","759","n/e","1232","n/e"
"01.07.2022 09:45 - 01.07.2022 10:00","2706","n/e","791","n/e","1255","n/e"
"01.07.2022 10:00 - 01.07.2022 10:15","2961","n/e","823","n/e","1280","n/e"
"01.07.2022 10:15 - 01.07.2022 10:30","3204","n/e","854","n/e","1310","n/e"
"01.07.2022 10:30 - 01.07.2022 10:45","3452","n/e","884","n/e","1343","n/e"
"01.07.2022 10:45 - 01.07.2022 11:00","3698","n/e","913","n/e","1375","n/e"
"01.07.2022 11:00 - 01.07.2022 11:15","3944","n/e","943","n/e","1408","n/e"
"01.07.2022 11:15 - 01.07.2022 11:30","4152","n/e","962","n/e","1435","n/e"
"01.07.2022 11:30 - 01.07.2022 11:45","4364","n/e","969","n/e","1459","n/e"
"01.07.2022 11:45 - 01.07.2022 12:00","4574","n/e","976","n/e","1481","n/e"
"01.07.2022 12:00 - 01.07.2022 12:15","4782","n/e","983","n/e","1504","n/e"
"01.07.2022 12:15 - 01.07.2022 12:30","4916","n/e","990","n/e","1530","n/e"
"01.07.2022 12:30 - 01.07.2022 12:45","5049","n/e","996","n/e","1561","n/e"
"01.07.2022 12:45 - 01.07.2022 13:00","5182","n/e","1002","n/e","1591","n/e"
"01.07.2022 13:00 - 01.07.2022 13:15","5315","n/e","1008","n/e","1624","n/e"
"01.07.2022 13:15 - 01.07.2022 13:30","5375","n/e","1011","n/e","1653","n/e"
"01.07.2022 13:30 - 01.07.2022 13:45","5430","n/e","1012","n/e","1682","n/e"
"01.07.2022 13:45 - 01.07.2022 14:00","5488","n/e","1012","n/e","1713","n/e"
"01.07.2022 14:00 - 01.07.2022 14:15","5546","n/e","1012","n/e","1746","n/e"
"01.07.2022 14:15 - 01.07.2022 14:30","5467","n/e","1014","n/e","1770","n/e"
"01.07.2022 14:30 - 01.07.2022 14:45","5385","n/e","1017","n/e","1787","n/e"
"01.07.2022 14:45 - 01.07.2022 15:00","5307","n/e","1020","n/e","1809","n/e"
"01.07.2022 15:00 - 01.07.2022 15:15","5229","n/e","1023","n/e","1830","n/e"
"01.07.2022 15:15 - 01.07.2022 15:30","5128","n/e","1022","n/e","1848","n/e"
"01.07.2022 15:30 - 01.07.2022 15:45","5032","n/e","1017","n/e","1871","n/e"
"01.07.2022 15:45 - 01.07.2022 16:00","4933","n/e","1012","n/e","1889","n/e"
"01.07.2022 16:00 - 01.07.2022 16:15","4836","n/e","1007","n/e","1910","n/e"
"01.07.2022 16:15 - 01.07.2022 16:30","4669","n/e","1006","n/e","1932","n/e"
"01.07.2022 16:30 - 01.07.2022 16:45","4503","n/e","1007","n/e","1957","n/e"
"01.07.2022 16:45 - 01.07.2022 17:00","4337","n/e","1009","n/e","1980","n/e"
"01.07.2022 17:00 - 01.07.2022 17:15","4168","n/e","1011","n/e","2003","n/e"
"01.07.2022 17:15 - 01.07.2022 17:30","4015","n/e","1006","n/e","1992","n/e"
"01.07.2022 17:30 - 01.07.2022 17:45","3861","n/e","996","n/e","1945","n/e"
"01.07.2022 17:45 - 01.07.2022 18:00","3704","n/e","985","n/e","1900","n/e"
"01.07.2022 18:00 - 01.07.2022 18:15","3548","n/e","974","n/e","1854","n/e"
"01.07.2022 18:15 - 01.07.2022 18:30","3275","n/e","956","n/e","1804","n/e"
"01.07.2022 18:30 - 01.07.2022 18:45","3004","n/e","932","n/e","1748","n/e"
"01.07.2022 18:45 - 01.07.2022 19:00","2730","n/e","907","n/e","1697","n/e"
"01.07.2022 19:00 - 01.07.2022 19:15","2459","n/e","882","n/e","1642","n/e"
"01.07.2022 19:15 - 01.07.2022 19:30","2210","n/e","865","n/e","1592","n/e"
"01.07.2022 19:30 - 01.07.2022 19:45","1961","n/e","854","n/e","1547","n/e"
"01.07.2022 19:45 - 01.07.2022 20:00","1713","n/e","843","n/e","1500","n/e"
"01.07.2022 20:00 - 01.07.2022 20:15","1467","n/e","832","n/e","1454","n/e"
"01.07.2022 20:15 - 01.07.2022 20:30","1273","n/e","831","n/e","1429","n/e"
"01.07.2022 20:30 - 01.07.2022 20:45","1077","n/e","842","n/e","1427","n/e"
"01.07.2022 20:45 - 01.07.2022 21:00","887","n/e","853","n/e","1422","n/e"
"01.07.2022 21:00 - 01.07.2022 21:15","693","n/e","864","n/e","1418","n/e"
"01.07.2022 21:15 - 01.07.2022 21:30","543","n/e","878","n/e","1416","n/e"
"01.07.2022 21:30 - 01.07.2022 21:45","396","n/e","897","n/e","1413","n/e"
"01.07.2022 21:45 - 01.07.2022 22:00","247","n/e","915","n/e","1410","n/e"
"01.07.2022 22:00 - 01.07.2022 22:15","94","n/e","933","n/e","1408","n/e"
"01.07.2022 22:15 - 01.07.2022 22:30","71","n/e","953","n/e","1402","n/e"
"01.07.2022 22:30 - 01.07.2022 22:45","48","n/e","975","n/e","1394","n/e"
"01.07.2022 22:45 - 01.07.2022 23:00","25","n/e","996","n/e","1388","n/e"
"01.07.2022 23:00 - 01.07.2022 23:15","0","n/e","1018","n/e","1382","n/e"
"01.07.2022 23:15 - 01.07.2022 23:30","0","n/e","1027","n/e","1380","n/e"
"01.07.2022 23:30 - 01.07.2022 23:45","0","n/e","1024","n/e","1382","n/e"
"01.07.2022 23:45 - 02.07.2022 00:00","0","n/e","1021","n/e","1386","n/e"
"02.07.2022 00:00 - 02.07.2022 00:15","0","n/e","916","n/e","1590","n/e"
"02.07.2022 00:15 - 02.07.2022 00:30","0","n/e","903","n/e","1601","n/e"
"02.07.2022 00:30 - 02.07.2022 00:45","0","n/e","889","n/e","1614","n/e"
"02.07.2022 00:45 - 02.07.2022 01:00","0","n/e","874","n/e","1626","n/e"
"02.07.2022 01:00 - 02.07.2022 01:15","0","n/e","860","n/e","1640","n/e"
"02.07.2022 01:15 - 02.07.2022 01:30","0","n/e","857","n/e","1650","n/e"
"02.07.2022 01:30 - 02.07.2022 01:45","0","n/e","864","n/e","1652","n/e"
"02.07.2022 01:45 - 02.07.2022 02:00","0","n/e","872","n/e","1653","n/e"
"02.07.2022 02:00 - 02.07.2022 02:15","0","n/e","879","n/e","1657","n/e"
"02.07.2022 02:15 - 02.07.2022 02:30","0","n/e","879","n/e","1656","n/e"
"02.07.2022 02:30 - 02.07.2022 02:45","0","n/e","873","n/e","1648","n/e"
"02.07.2022 02:45 - 02.07.2022 03:00","0","n/e","866","n/e","1645","n/e"
"02.07.2022 03:00 - 02.07.2022 03:15","0","n/e","859","n/e","1639","n/e"
"02.07.2022 03:15 - 02.07.2022 03:30","0","n/e","850","n/e","1630","n/e"
"02.07.2022 03:30 - 02.07.2022 03:45","0","n/e","838","n/e","1622","n/e"
"02.07.2022 03:45 - 02.07.2022 04:00","0","n/e","826","n/e","1614","n/e"
"02.07.2022 04:00 - 02.07.2022 04:15","0","n/e","814","n/e","1605","n/e"
"02.07.2022 04:15 - 02.07.2022 04:30","0","n/e","802","n/e","1595","n/e"
"02.07.2022 04:30 - 02.07.2022 04:45","0","n/e","788","n/e","1585","n/e"
"02.07.2022 04:45 - 02.07.2022 05:00","0","n/e","775","n/e","1575","n/e"
"02.07.2022 05:00 - 02.07.2022 05:15","0","n/e","762","n/e","1566","n/e"
"02.07.2022 05:15 - 02.07.2022 05:30","5","n/e","747","n/e","1540","n/e"
"02.07.2022 05:30 - 02.07.2022 05:45","14","n/e","730","n/e","1498","n/e"
"02.07.2022 05:45 - 02.07.2022 06:00","19","n/e","714","n/e","1456","n/e"
"02.07.2022 06:00 - 02.07.2022 06:15","28","n/e","697","n/e","1415","n/e"
"02.07.2022 06:15 - 02.07.2022 06:30","151","n/e","682","n/e","1375","n/e"
"02.07.2022 06:30 - 02.07.2022 06:45","278","n/e","668","n/e","1337","n/e"
"02.07.2022 06:45 - 02.07.2022 07:00","402","n/e","654","n/e","1299","n/e"
"02.07.2022 07:00 - 02.07.2022 07:15","526","n/e","640","n/e","1261","n/e"
"02.07.2022 07:15 - 02.07.2022 07:30","675","n/e","628","n/e","1223","n/e"
"02.07.2022 07:30 - 02.07.2022 07:45","821","n/e","618","n/e","1190","n/e"
"02.07.2022 07:45 - 02.07.2022 08:00","971","n/e","609","n/e","1156","n/e"
"02.07.2022 08:00 - 02.07.2022 08:15","1120","n/e","599","n/e","1120","n/e"
"02.07.2022 08:15 - 02.07.2022 08:30","1407","n/e","590","n/e","1094","n/e"
"02.07.2022 08:30 - 02.07.2022 08:45","1694","n/e","580","n/e","1076","n/e"
"02.07.2022 08:45 - 02.07.2022 09:00","1979","n/e","571","n/e","1057","n/e"
"02.07.2022 09:00 - 02.07.2022 09:15","2265","n/e","562","n/e","1039","n/e"
"02.07.2022 09:15 - 02.07.2022 09:30","2577","n/e","553","n/e","1023","n/e"
"02.07.2022 09:30 - 02.07.2022 09:45","2888","n/e","544","n/e","1013","n/e"
"02.07.2022 09:45 - 02.07.2022 10:00","3198","n/e","535","n/e","1003","n/e"
"02.07.2022 10:00 - 02.07.2022 10:15","3511","n/e","527","n/e","993","n/e"
"02.07.2022 10:15 - 02.07.2022 10:30","3812","n/e","521","n/e","986","n/e"
"02.07.2022 10:30 - 02.07.2022 10:45","4116","n/e","518","n/e","982","n/e"
"02.07.2022 10:45 - 02.07.2022 11:00","4422","n/e","514","n/e","975","n/e"
"02.07.2022 11:00 - 02.07.2022 11:15","4726","n/e","511","n/e","971","n/e"
"02.07.2022 11:15 - 02.07.2022 11:30","4607","n/e","509","n/e","973","n/e"
"02.07.2022 11:30 - 02.07.2022 11:45","4489","n/e","509","n/e","988","n/e"
"02.07.2022 11:45 - 02.07.2022 12:00","4374","n/e","508","n/e","1001","n/e"
"02.07.2022 12:00 - 02.07.2022 12:15","4258","n/e","508","n/e","1012","n/e"
"02.07.2022 12:15 - 02.07.2022 12:30","4376","n/e","508","n/e","1027","n/e"
"02.07.2022 12:30 - 02.07.2022 12:45","4497","n/e","509","n/e","1045","n/e"
"02.07.2022 12:45 - 02.07.2022 13:00","4617","n/e","510","n/e","1060","n/e"
"02.07.2022 13:00 - 02.07.2022 13:15","4735","n/e","512","n/e","1079","n/e"
"02.07.2022 13:15 - 02.07.2022 13:30","4789","n/e","514","n/e","1097","n/e"
"02.07.2022 13:30 - 02.07.2022 13:45","4837","n/e","516","n/e","1117","n/e"
"02.07.2022 13:45 - 02.07.2022 14:00","4891","n/e","519","n/e","1138","n/e"
"02.07.2022 14:00 - 02.07.2022 14:15","4942","n/e","522","n/e","1157","n/e"
"02.07.2022 14:15 - 02.07.2022 14:30","4667","n/e","502","n/e","1152","n/e"
"02.07.2022 14:30 - 02.07.2022 14:45","4389","n/e","459","n/e","1126","n/e"
"02.07.2022 14:45 - 02.07.2022 15:00","4113","n/e","416","n/e","1095","n/e"
"02.07.2022 15:00 - 02.07.2022 15:15","3838","n/e","373","n/e","1067","n/e"
"02.07.2022 15:15 - 02.07.2022 15:30","3764","n/e","342","n/e","1040","n/e"
"02.07.2022 15:30 - 02.07.2022 15:45","3690","n/e","323","n/e","1018","n/e"
"02.07.2022 15:45 - 02.07.2022 16:00","3619","n/e","304","n/e","996","n/e"
"02.07.2022 16:00 - 02.07.2022 16:15","3547","n/e","286","n/e","975","n/e"
"02.07.2022 16:15 - 02.07.2022 16:30","3424","n/e","267","n/e","953","n/e"
"02.07.2022 16:30 - 02.07.2022 16:45","3300","n/e","249","n/e","934","n/e"
"02.07.2022 16:45 - 02.07.2022 17:00","3180","n/e","231","n/e","911","n/e"
"02.07.2022 17:00 - 02.07.2022 17:15","3058","n/e","213","n/e","893","n/e"
"02.07.2022 17:15 - 02.07.2022 17:30","2944","n/e","203","n/e","847","n/e"
"02.07.2022 17:30 - 02.07.2022 17:45","2828","n/e","201","n/e","781","n/e"
"02.07.2022 17:45 - 02.07.2022 18:00","2714","n/e","200","n/e","712","n/e"
"02.07.2022 18:00 - 02.07.2022 18:15","2598","n/e","198","n/e","646","n/e"
"02.07.2022 18:15 - 02.07.2022 18:30","2405","n/e","195","n/e","590","n/e"
"02.07.2022 18:30 - 02.07.2022 18:45","2210","n/e","190","n/e","543","n/e"
"02.07.2022 18:45 - 02.07.2022 19:00","2018","n/e","185","n/e","496","n/e"
"02.07.2022 19:00 - 02.07.2022 19:15","1824","n/e","180","n/e","451","n/e"
"02.07.2022 19:15 - 02.07.2022 19:30","1648","n/e","178","n/e","410","n/e"
"02.07.2022 19:30 - 02.07.2022 19:45","1476","n/e","177","n/e","377","n/e"
"02.07.2022 19:45 - 02.07.2022 20:00","1300","n/e","177","n/e","346","n/e"
"02.07.2022 20:00 - 02.07.2022 20:15","1125","n/e","177","n/e","313","n/e"
"02.07.2022 20:15 - 02.07.2022 20:30","995","n/e","178","n/e","295","n/e"
"02.07.2022 20:30 - 02.07.2022 20:45","867","n/e","179","n/e","296","n/e"
"02.07.2022 20:45 - 02.07.2022 21:00","741","n/e","181","n/e","297","n/e"
"02.07.2022 21:00 - 02.07.2022 21:15","611","n/e","183","n/e","298","n/e"
"02.07.2022 21:15 - 02.07.2022 21:30","480","n/e","186","n/e","300","n/e"
"02.07.2022 21:30 - 02.07.2022 21:45","346","n/e","189","n/e","303","n/e"
"02.07.2022 21:45 - 02.07.2022 22:00","213","n/e","193","n/e","305","n/e"
"02.07.2022 22:00 - 02.07.2022 22:15","80","n/e","197","n/e","311","n/e"
"02.07.2022 22:15 - 02.07.2022 22:30","60","n/e","199","n/e","315","n/e"
"02.07.2022 22:30 - 02.07.2022 22:45","40","n/e","200","n/e","321","n/e"
"02.07.2022 22:45 - 02.07.2022 23:00","20","n/e","201","n/e","328","n/e"
"02.07.2022 23:00 - 02.07.2022 23:15","0","n/e","201","n/e","334","n/e"
"02.07.2022 23:15 - 02.07.2022 23:30","0","n/e","209","n/e","337","n/e"
"02.07.2022 23:30 - 02.07.2022 23:45","0","n/e","224","n/e","334","n/e"
"02.07.2022 23:45 - 03.07.2022 00:00","0","n/e","239","n/e","331","n/e"
"03.07.2022 00:00 - 03.07.2022 00:15","0","n/e","158","n/e","202","n/e"
"03.07.2022 00:15 - 03.07.2022 00:30","0","n/e","177","n/e","225","n/e"
"03.07.2022 00:30 - 03.07.2022 00:45","0","n/e","203","n/e","253","n/e"
"03.07.2022 00:45 - 03.07.2022 01:00","0","n/e","230","n/e","278","n/e"
"03.07.2022 01:00 - 03.07.2022 01:15","0","n/e","257","n/e","307","n/e"
"03.07.2022 01:15 - 03.07.2022 01:30","0","n/e","285","n/e","344","n/e"
"03.07.2022 01:30 - 03.07.2022 01:45","0","n/e","314","n/e","388","n/e"
"03.07.2022 01:45 - 03.07.2022 02:00","0","n/e","343","n/e","432","n/e"
"03.07.2022 02:00 - 03.07.2022 02:15","0","n/e","372","n/e","477","n/e"
"03.07.2022 02:15 - 03.07.2022 02:30","0","n/e","387","n/e","501","n/e"
"03.07.2022 02:30 - 03.07.2022 02:45","0","n/e","387","n/e","505","n/e"
"03.07.2022 02:45 - 03.07.2022 03:00","0","n/e","388","n/e","512","n/e"
"03.07.2022 03:00 - 03.07.2022 03:15","0","n/e","388","n/e","514","n/e"
"03.07.2022 03:15 - 03.07.2022 03:30","0","n/e","391","n/e","528","n/e"
"03.07.2022 03:30 - 03.07.2022 03:45","0","n/e","398","n/e","546","n/e"
"03.07.2022 03:45 - 03.07.2022 04:00","0","n/e","405","n/e","565","n/e"
"03.07.2022 04:00 - 03.07.2022 04:15","0","n/e","412","n/e","585","n/e"
"03.07.2022 04:15 - 03.07.2022 04:30","0","n/e","419","n/e","610","n/e"
"03.07.2022 04:30 - 03.07.2022 04:45","0","n/e","427","n/e","641","n/e"
"03.07.2022 04:45 - 03.07.2022 05:00","0","n/e","435","n/e","673","n/e"
"03.07.2022 05:00 - 03.07.2022 05:15","0","n/e","443","n/e","701","n/e"
"03.07.2022 05:15 - 03.07.2022 05:30","5","n/e","446","n/e","710","n/e"
"03.07.2022 05:30 - 03.07.2022 05:45","12","n/e","443","n/e","695","n/e"
"03.07.2022 05:45 - 03.07.2022 06:00","16","n/e","441","n/e","681","n/e"
"03.07.2022 06:00 - 03.07.2022 06:15","20","n/e","438","n/e","666","n/e"
"03.07.2022 06:15 - 03.07.2022 06:30","128","n/e","439","n/e","653","n/e"
"03.07.2022 06:30 - 03.07.2022 06:45","231","n/e","443","n/e","641","n/e"
"03.07.2022 06:45 - 03.07.2022 07:00","338","n/e","447","n/e","629","n/e"
"03.07.2022 07:00 - 03.07.2022 07:15","443","n/e","451","n/e","615","n/e"
"03.07.2022 07:15 - 03.07.2022 07:30","575","n/e","455","n/e","603","n/e"
"03.07.2022 07:30 - 03.07.2022 07:45","706","n/e","460","n/e","594","n/e"
"03.07.2022 07:45 - 03.07.2022 08:00","838","n/e","464","n/e","582","n/e"
"03.07.2022 08:00 - 03.07.2022 08:15","970","n/e","469","n/e","573","n/e"
"03.07.2022 08:15 - 03.07.2022 08:30","1234","n/e","468","n/e","566","n/e"
"03.07.2022 08:30 - 03.07.2022 08:45","1502","n/e","460","n/e","563","n/e"
"03.07.2022 08:45 - 03.07.2022 09:00","1764","n/e","453","n/e","560","n/e"
"03.07.2022 09:00 - 03.07.2022 09:15","2028","n/e","446","n/e","556","n/e"
"03.07.2022 09:15 - 03.07.2022 09:30","2295","n/e","441","n/e","552","n/e"
"03.07.2022 09:30 - 03.07.2022 09:45","2565","n/e","438","n/e","553","n/e"
"03.07.2022 09:45 - 03.07.2022 10:00","2833","n/e","435","n/e","554","n/e"
"03.07.2022 10:00 - 03.07.2022 10:15","3101","n/e","432","n/e","554","n/e"
"03.07.2022 10:15 - 03.07.2022 10:30","3358","n/e","428","n/e","557","n/e"
"03.07.2022 10:30 - 03.07.2022 10:45","3612","n/e","423","n/e","565","n/e"
"03.07.2022 10:45 - 03.07.2022 11:00","3872","n/e","417","n/e","575","n/e"
"03.07.2022 11:00 - 03.07.2022 11:15","4129","n/e","412","n/e","583","n/e"
"03.07.2022 11:15 - 03.07.2022 11:30","4238","n/e","414","n/e","603","n/e"
"03.07.2022 11:30 - 03.07.2022 11:45","4349","n/e","424","n/e","640","n/e"
"03.07.2022 11:45 - 03.07.2022 12:00","4457","n/e","434","n/e","674","n/e"
"03.07.2022 12:00 - 03.07.2022 12:15","4566","n/e","443","n/e","709","n/e"
"03.07.2022 12:15 - 03.07.2022 12:30","4696","n/e","452","n/e","749","n/e"
"03.07.2022 12:30 - 03.07.2022 12:45","4824","n/e","460","n/e","796","n/e"
"03.07.2022 12:45 - 03.07.2022 13:00","4953","n/e","468","n/e","839","n/e"
"03.07.2022 13:00 - 03.07.2022 13:15","5083","n/e","476","n/e","885","n/e"
"03.07.2022 13:15 - 03.07.2022 13:30","5139","n/e","485","n/e","931","n/e"
"03.07.2022 13:30 - 03.07.2022 13:45","5192","n/e","495","n/e","983","n/e"
"03.07.2022 13:45 - 03.07.2022 14:00","5250","n/e","505","n/e","1030","n/e"
"03.07.2022 14:00 - 03.07.2022 14:15","5303","n/e","514","n/e","1083","n/e"
"03.07.2022 14:15 - 03.07.2022 14:30","5316","n/e","516","n/e","1103","n/e"
"03.07.2022 14:30 - 03.07.2022 14:45","5327","n/e","510","n/e","1095","n/e"
"03.07.2022 14:45 - 03.07.2022 15:00","5341","n/e","503","n/e","1085","n/e"
"03.07.2022 15:00 - 03.07.2022 15:15","5353","n/e","497","n/e","1079","n/e"
"03.07.2022 15:15 - 03.07.2022 15:30","5253","n/e","488","n/e","1071","n/e"
"03.07.2022 15:30 - 03.07.2022 15:45","5154","n/e","475","n/e","1061","n/e"
"03.07.2022 15:45 - 03.07.2022 16:00","5053","n/e","462","n/e","1053","n/e"
"03.07.2022 16:00 - 03.07.2022 16:15","4954","n/e","450","n/e","1043","n/e"
"03.07.2022 16:15 - 03.07.2022 16:30","4782","n/e","442","n/e","1036","n/e"
"03.07.2022 16:30 - 03.07.2022 16:45","4612","n/e","439","n/e","1028","n/e"
"03.07.2022 16:45 - 03.07.2022 17:00","4443","n/e","436","n/e","1020","n/e"
"03.07.2022 17:00 - 03.07.2022 17:15","4272","n/e","433","n/e","1015","n/e"
"03.07.2022 17:15 - 03.07.2022 17:30","4140","n/e","424","n/e","987","n/e"
"03.07.2022 17:30 - 03.07.2022 17:45","4008","n/e","408","n/e","934","n/e"
"03.07.2022 17:45 - 03.07.2022 18:00","3877","n/e","391","n/e","880","n/e"
"03.07.2022 18:00 - 03.07.2022 18:15","3744","n/e","375","n/e","828","n/e"
"03.07.2022 18:15 - 03.07.2022 18:30","3453","n/e","356","n/e","780","n/e"
"03.07.2022 18:30 - 03.07.2022 18:45","3161","n/e","334","n/e","740","n/e"
"03.07.2022 18:45 - 03.07.2022 19:00","2869","n/e","313","n/e","696","n/e"
"03.07.2022 19:00 - 03.07.2022 19:15","2580","n/e","291","n/e","652","n/e"
"03.07.2022 19:15 - 03.07.2022 19:30","2315","n/e","272","n/e","611","n/e"
"03.07.2022 19:30 - 03.07.2022 19:45","2052","n/e","255","n/e","573","n/e"
"03.07.2022 19:45 - 03.07.2022 20:00","1787","n/e","238","n/e","538","n/e"
"03.07.2022 20:00 - 03.07.2022 20:15","1525","n/e","221","n/e","501","n/e"
"03.07.2022 20:15 - 03.07.2022 20:30","1320","n/e","212","n/e","480","n/e"
"03.07.2022 20:30 - 03.07.2022 20:45","1115","n/e","210","n/e","474","n/e"
"03.07.2022 20:45 - 03.07.2022 21:00","912","n/e","208","n/e","471","n/e"
"03.07.2022 21:00 - 03.07.2022 21:15","707","n/e","207","n/e","463","n/e"
"03.07.2022 21:15 - 03.07.2022 21:30","555","n/e","207","n/e","459","n/e"
"03.07.2022 21:30 - 03.07.2022 21:45","402","n/e","209","n/e","455","n/e"
"03.07.2022 21:45 - 03.07.2022 22:00","248","n/e","210","n/e","450","n/e"
"03.07.2022 22:00 - 03.07.2022 22:15","97","n/e","212","n/e","447","n/e"
"03.07.2022 22:15 - 03.07.2022 22:30","70","n/e","213","n/e","440","n/e"
"03.07.2022 22:30 - 03.07.2022 22:45","47","n/e","213","n/e","437","n/e"
"03.07.2022 22:45 - 03.07.2022 23:00","25","n/e","212","n/e","432","n/e"
"03.07.2022 23:00 - 03.07.2022 23:15","0","n/e","212","n/e","429","n/e"
"03.07.2022 23:15 - 03.07.2022 23:30","0","n/e","218","n/e","437","n/e"
"03.07.2022 23:30 - 03.07.2022 23:45","0","n/e","230","n/e","458","n/e"
"03.07.2022 23:45 - 04.07.2022 00:00","0","n/e","241","n/e","479","n/e"
"04.07.2022 00:00 - 04.07.2022 00:15","0","n/e","207","n/e","481","n/e"
"04.07.2022 00:15 - 04.07.2022 00:30","0","n/e","223","n/e","500","n/e"
"04.07.2022 00:30 - 04.07.2022 00:45","0","n/e","243","n/e","521","n/e"
"04.07.2022 00:45 - 04.07.2022 01:00","0","n/e","262","n/e","542","n/e"
"04.07.2022 01:00 - 04.07.2022 01:15","0","n/e","282","n/e","564","n/e"
"04.07.2022 01:15 - 04.07.2022 01:30","0","n/e","297","n/e","588","n/e"
"04.07.2022 01:30 - 04.07.2022 01:45","0","n/e","305","n/e","615","n/e"
"04.07.2022 01:45 - 04.07.2022 02:00","0","n/e","314","n/e","642","n/e"
"04.07.2022 02:00 - 04.07.2022 02:15","0","n/e","323","n/e","668","n/e"
"04.07.2022 02:15 - 04.07.2022 02:30","0","n/e","326","n/e","692","n/e"
"04.07.2022 02:30 - 04.07.2022 02:45","0","n/e","324","n/e","713","n/e"
"04.07.2022 02:45 - 04.07.2022 03:00","0","n/e","323","n/e","731","n/e"
"04.07.2022 03:00 - 04.07.2022 03:15","0","n/e","321","n/e","752","n/e"
"04.07.2022 03:15 - 04.07.2022 03:30","0","n/e","320","n/e","774","n/e"
"04.07.2022 03:30 - 04.07.2022 03:45","0","n/e","320","n/e","798","n/e"
"04.07.2022 03:45 - 04.07.2022 04:00","0","n/e","320","n/e","821","n/e"
"04.07.2022 04:00 - 04.07.2022 04:15","0","n/e","320","n/e","846","n/e"
"04.07.2022 04:15 - 04.07.2022 04:30","0","n/e","321","n/e","868","n/e"
"04.07.2022 04:30 - 04.07.2022 04:45","0","n/e","323","n/e","891","n/e"
"04.07.2022 04:45 - 04.07.2022 05:00","0","n/e","324","n/e","911","n/e"
"04.07.2022 05:00 - 04.07.2022 05:15","0","n/e","326","n/e","932","n/e"
"04.07.2022 05:15 - 04.07.2022 05:30","5","n/e","317","n/e","927","n/e"
"04.07.2022 05:30 - 04.07.2022 05:45","13","n/e","298","n/e","893","n/e"
"04.07.2022 05:45 - 04.07.2022 06:00","18","n/e","278","n/e","861","n/e"
"04.07.2022 06:00 - 04.07.2022 06:15","23","n/e","259","n/e","826","n/e"
