"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Netherlands (NL)","Generation - Solar  [MW] Current / Netherlands (NL)","Generation - Wind Offshore  [MW] Day Ahead/ Netherlands (NL)","Generation - Wind Offshore  [MW] Current / Netherlands (NL)","Generation - Wind Onshore  [MW] Day Ahead/ Netherlands (NL)","Generation - Wind Onshore  [MW] Current / Netherlands (NL)"
"27.06.2022 22:30 - 27.06.2022 22:45","48","n/e","397","n/e","561","n/e"
"27.06.2022 22:45 - 27.06.2022 23:00","25","n/e","394","n/e","592","n/e"
"27.06.2022 23:00 - 27.06.2022 23:15","0","n/e","391","n/e","621","n/e"
"27.06.2022 23:15 - 27.06.2022 23:30","0","n/e","393","n/e","645","n/e"
"27.06.2022 23:30 - 27.06.2022 23:45","0","n/e","398","n/e","663","n/e"
"27.06.2022 23:45 - 28.06.2022 00:00","0","n/e","403","n/e","681","n/e"
"28.06.2022 00:00 - 28.06.2022 00:15","0","n/e","431","n/e","523","n/e"
"28.06.2022 00:15 - 28.06.2022 00:30","0","n/e","433","n/e","572","n/e"
"28.06.2022 00:30 - 28.06.2022 00:45","0","n/e","436","n/e","632","n/e"
"28.06.2022 00:45 - 28.06.2022 01:00","0","n/e","439","n/e","690","n/e"
"28.06.2022 01:00 - 28.06.2022 01:15","0","n/e","442","n/e","749","n/e"
"28.06.2022 01:15 - 28.06.2022 01:30","0","n/e","448","n/e","811","n/e"
"28.06.2022 01:30 - 28.06.2022 01:45","0","n/e","458","n/e","878","n/e"
"28.06.2022 01:45 - 28.06.2022 02:00","0","n/e","467","n/e","942","n/e"
"28.06.2022 02:00 - 28.06.2022 02:15","0","n/e","477","n/e","1008","n/e"
"28.06.2022 02:15 - 28.06.2022 02:30","0","n/e","475","n/e","1039","n/e"
"28.06.2022 02:30 - 28.06.2022 02:45","0","n/e","462","n/e","1036","n/e"
"28.06.2022 02:45 - 28.06.2022 03:00","0","n/e","449","n/e","1033","n/e"
"28.06.2022 03:00 - 28.06.2022 03:15","0","n/e","436","n/e","1032","n/e"
"28.06.2022 03:15 - 28.06.2022 03:30","0","n/e","426","n/e","1029","n/e"
"28.06.2022 03:30 - 28.06.2022 03:45","0","n/e","419","n/e","1027","n/e"
"28.06.2022 03:45 - 28.06.2022 04:00","0","n/e","412","n/e","1021","n/e"
"28.06.2022 04:00 - 28.06.2022 04:15","0","n/e","404","n/e","1017","n/e"
"28.06.2022 04:15 - 28.06.2022 04:30","0","n/e","399","n/e","1014","n/e"
"28.06.2022 04:30 - 28.06.2022 04:45","0","n/e","396","n/e","1010","n/e"
"28.06.2022 04:45 - 28.06.2022 05:00","0","n/e","393","n/e","1005","n/e"
"28.06.2022 05:00 - 28.06.2022 05:15","0","n/e","390","n/e","1001","n/e"
"28.06.2022 05:15 - 28.06.2022 05:30","7","n/e","381","n/e","974","n/e"
"28.06.2022 05:30 - 28.06.2022 05:45","17","n/e","368","n/e","924","n/e"
"28.06.2022 05:45 - 28.06.2022 06:00","25","n/e","354","n/e","875","n/e"
"28.06.2022 06:00 - 28.06.2022 06:15","33","n/e","340","n/e","826","n/e"
"28.06.2022 06:15 - 28.06.2022 06:30","159","n/e","325","n/e","780","n/e"
"28.06.2022 06:30 - 28.06.2022 06:45","284","n/e","310","n/e","735","n/e"
"28.06.2022 06:45 - 28.06.2022 07:00","409","n/e","295","n/e","692","n/e"
"28.06.2022 07:00 - 28.06.2022 07:15","534","n/e","280","n/e","647","n/e"
"28.06.2022 07:15 - 28.06.2022 07:30","684","n/e","267","n/e","609","n/e"
"28.06.2022 07:30 - 28.06.2022 07:45","834","n/e","254","n/e","573","n/e"
"28.06.2022 07:45 - 28.06.2022 08:00","982","n/e","241","n/e","542","n/e"
"28.06.2022 08:00 - 28.06.2022 08:15","1132","n/e","228","n/e","507","n/e"
"28.06.2022 08:15 - 28.06.2022 08:30","1420","n/e","216","n/e","474","n/e"
"28.06.2022 08:30 - 28.06.2022 08:45","1707","n/e","205","n/e","441","n/e"
"28.06.2022 08:45 - 28.06.2022 09:00","1997","n/e","193","n/e","410","n/e"
"28.06.2022 09:00 - 28.06.2022 09:15","2286","n/e","181","n/e","371","n/e"
"28.06.2022 09:15 - 28.06.2022 09:30","2592","n/e","170","n/e","342","n/e"
"28.06.2022 09:30 - 28.06.2022 09:45","2898","n/e","158","n/e","319","n/e"
"28.06.2022 09:45 - 28.06.2022 10:00","3205","n/e","147","n/e","294","n/e"
"28.06.2022 10:00 - 28.06.2022 10:15","3510","n/e","135","n/e","270","n/e"
"28.06.2022 10:15 - 28.06.2022 10:30","3808","n/e","127","n/e","246","n/e"
"28.06.2022 10:30 - 28.06.2022 10:45","4106","n/e","122","n/e","222","n/e"
"28.06.2022 10:45 - 28.06.2022 11:00","4404","n/e","117","n/e","200","n/e"
"28.06.2022 11:00 - 28.06.2022 11:15","4703","n/e","113","n/e","180","n/e"
"28.06.2022 11:15 - 28.06.2022 11:30","4830","n/e","112","n/e","170","n/e"
"28.06.2022 11:30 - 28.06.2022 11:45","4960","n/e","114","n/e","177","n/e"
"28.06.2022 11:45 - 28.06.2022 12:00","5088","n/e","117","n/e","183","n/e"
"28.06.2022 12:00 - 28.06.2022 12:15","5216","n/e","120","n/e","189","n/e"
"28.06.2022 12:15 - 28.06.2022 12:30","5358","n/e","123","n/e","196","n/e"
"28.06.2022 12:30 - 28.06.2022 12:45","5501","n/e","126","n/e","205","n/e"
"28.06.2022 12:45 - 28.06.2022 13:00","5646","n/e","129","n/e","214","n/e"
"28.06.2022 13:00 - 28.06.2022 13:15","5788","n/e","132","n/e","222","n/e"
"28.06.2022 13:15 - 28.06.2022 13:30","5848","n/e","135","n/e","228","n/e"
"28.06.2022 13:30 - 28.06.2022 13:45","5912","n/e","138","n/e","238","n/e"
"28.06.2022 13:45 - 28.06.2022 14:00","5969","n/e","141","n/e","247","n/e"
"28.06.2022 14:00 - 28.06.2022 14:15","6029","n/e","144","n/e","256","n/e"
"28.06.2022 14:15 - 28.06.2022 14:30","5865","n/e","143","n/e","251","n/e"
"28.06.2022 14:30 - 28.06.2022 14:45","5697","n/e","139","n/e","231","n/e"
"28.06.2022 14:45 - 28.06.2022 15:00","5530","n/e","134","n/e","210","n/e"
"28.06.2022 15:00 - 28.06.2022 15:15","5363","n/e","130","n/e","191","n/e"
"28.06.2022 15:15 - 28.06.2022 15:30","5261","n/e","123","n/e","174","n/e"
"28.06.2022 15:30 - 28.06.2022 15:45","5161","n/e","115","n/e","161","n/e"
"28.06.2022 15:45 - 28.06.2022 16:00","5058","n/e","107","n/e","148","n/e"
"28.06.2022 16:00 - 28.06.2022 16:15","4959","n/e","99","n/e","134","n/e"
"28.06.2022 16:15 - 28.06.2022 16:30","4785","n/e","93","n/e","123","n/e"
"28.06.2022 16:30 - 28.06.2022 16:45","4616","n/e","88","n/e","116","n/e"
"28.06.2022 16:45 - 28.06.2022 17:00","4443","n/e","83","n/e","106","n/e"
"28.06.2022 17:00 - 28.06.2022 17:15","4273","n/e","78","n/e","96","n/e"
"28.06.2022 17:15 - 28.06.2022 17:30","3914","n/e","74","n/e","92","n/e"
"28.06.2022 17:30 - 28.06.2022 17:45","3558","n/e","69","n/e","86","n/e"
"28.06.2022 17:45 - 28.06.2022 18:00","3199","n/e","65","n/e","83","n/e"
"28.06.2022 18:00 - 28.06.2022 18:15","2842","n/e","61","n/e","82","n/e"
"28.06.2022 18:15 - 28.06.2022 18:30","2628","n/e","59","n/e","84","n/e"
"28.06.2022 18:30 - 28.06.2022 18:45","2416","n/e","59","n/e","89","n/e"
"28.06.2022 18:45 - 28.06.2022 19:00","2204","n/e","60","n/e","94","n/e"
"28.06.2022 19:00 - 28.06.2022 19:15","1993","n/e","60","n/e","99","n/e"
"28.06.2022 19:15 - 28.06.2022 19:30","1800","n/e","63","n/e","107","n/e"
"28.06.2022 19:30 - 28.06.2022 19:45","1606","n/e","69","n/e","115","n/e"
"28.06.2022 19:45 - 28.06.2022 20:00","1413","n/e","75","n/e","126","n/e"
"28.06.2022 20:00 - 28.06.2022 20:15","1218","n/e","81","n/e","134","n/e"
"28.06.2022 20:15 - 28.06.2022 20:30","1077","n/e","95","n/e","161","n/e"
"28.06.2022 20:30 - 28.06.2022 20:45","931","n/e","118","n/e","203","n/e"
"28.06.2022 20:45 - 28.06.2022 21:00","789","n/e","142","n/e","248","n/e"
"28.06.2022 21:00 - 28.06.2022 21:15","646","n/e","165","n/e","288","n/e"
"28.06.2022 21:15 - 28.06.2022 21:30","507","n/e","186","n/e","346","n/e"
"28.06.2022 21:30 - 28.06.2022 21:45","370","n/e","206","n/e","423","n/e"
"28.06.2022 21:45 - 28.06.2022 22:00","232","n/e","227","n/e","499","n/e"
"28.06.2022 22:00 - 28.06.2022 22:15","94","n/e","247","n/e","575","n/e"
"28.06.2022 22:15 - 28.06.2022 22:30","70","n/e","275","n/e","668","n/e"
"28.06.2022 22:30 - 28.06.2022 22:45","45","n/e","311","n/e","777","n/e"
"28.06.2022 22:45 - 28.06.2022 23:00","23","n/e","348","n/e","887","n/e"
"28.06.2022 23:00 - 28.06.2022 23:15","0","n/e","384","n/e","998","n/e"
"28.06.2022 23:15 - 28.06.2022 23:30","0","n/e","409","n/e","1065","n/e"
"28.06.2022 23:30 - 28.06.2022 23:45","0","n/e","421","n/e","1090","n/e"
"28.06.2022 23:45 - 29.06.2022 00:00","0","n/e","433","n/e","1117","n/e"
"29.06.2022 00:00 - 29.06.2022 00:15","0","n/e","640","n/e","1510","n/e"
"29.06.2022 00:15 - 29.06.2022 00:30","0","n/e","655","n/e","1540","n/e"
"29.06.2022 00:30 - 29.06.2022 00:45","0","n/e","677","n/e","1573","n/e"
"29.06.2022 00:45 - 29.06.2022 01:00","0","n/e","699","n/e","1602","n/e"
"29.06.2022 01:00 - 29.06.2022 01:15","0","n/e","722","n/e","1634","n/e"
"29.06.2022 01:15 - 29.06.2022 01:30","0","n/e","741","n/e","1662","n/e"
"29.06.2022 01:30 - 29.06.2022 01:45","0","n/e","759","n/e","1684","n/e"
"29.06.2022 01:45 - 29.06.2022 02:00","0","n/e","776","n/e","1704","n/e"
"29.06.2022 02:00 - 29.06.2022 02:15","0","n/e","793","n/e","1726","n/e"
"29.06.2022 02:15 - 29.06.2022 02:30","0","n/e","801","n/e","1743","n/e"
"29.06.2022 02:30 - 29.06.2022 02:45","0","n/e","800","n/e","1756","n/e"
"29.06.2022 02:45 - 29.06.2022 03:00","0","n/e","799","n/e","1766","n/e"
"29.06.2022 03:00 - 29.06.2022 03:15","0","n/e","798","n/e","1780","n/e"
"29.06.2022 03:15 - 29.06.2022 03:30","0","n/e","797","n/e","1792","n/e"
"29.06.2022 03:30 - 29.06.2022 03:45","0","n/e","795","n/e","1801","n/e"
"29.06.2022 03:45 - 29.06.2022 04:00","0","n/e","793","n/e","1811","n/e"
"29.06.2022 04:00 - 29.06.2022 04:15","0","n/e","791","n/e","1823","n/e"
"29.06.2022 04:15 - 29.06.2022 04:30","0","n/e","788","n/e","1831","n/e"
"29.06.2022 04:30 - 29.06.2022 04:45","0","n/e","784","n/e","1840","n/e"
"29.06.2022 04:45 - 29.06.2022 05:00","0","n/e","779","n/e","1847","n/e"
"29.06.2022 05:00 - 29.06.2022 05:15","0","n/e","775","n/e","1855","n/e"
"29.06.2022 05:15 - 29.06.2022 05:30","6","n/e","766","n/e","1840","n/e"
"29.06.2022 05:30 - 29.06.2022 05:45","15","n/e","754","n/e","1804","n/e"
"29.06.2022 05:45 - 29.06.2022 06:00","22","n/e","742","n/e","1770","n/e"
"29.06.2022 06:00 - 29.06.2022 06:15","32","n/e","729","n/e","1735","n/e"
"29.06.2022 06:15 - 29.06.2022 06:30","155","n/e","717","n/e","1697","n/e"
"29.06.2022 06:30 - 29.06.2022 06:45","280","n/e","705","n/e","1662","n/e"
"29.06.2022 06:45 - 29.06.2022 07:00","404","n/e","692","n/e","1626","n/e"
"29.06.2022 07:00 - 29.06.2022 07:15","527","n/e","680","n/e","1590","n/e"
"29.06.2022 07:15 - 29.06.2022 07:30","674","n/e","669","n/e","1552","n/e"
"29.06.2022 07:30 - 29.06.2022 07:45","821","n/e","659","n/e","1518","n/e"
"29.06.2022 07:45 - 29.06.2022 08:00","968","n/e","650","n/e","1481","n/e"
"29.06.2022 08:00 - 29.06.2022 08:15","1117","n/e","640","n/e","1443","n/e"
"29.06.2022 08:15 - 29.06.2022 08:30","1411","n/e","610","n/e","1357","n/e"
"29.06.2022 08:30 - 29.06.2022 08:45","1705","n/e","559","n/e","1222","n/e"
"29.06.2022 08:45 - 29.06.2022 09:00","2001","n/e","509","n/e","1086","n/e"
"29.06.2022 09:00 - 29.06.2022 09:15","2293","n/e","458","n/e","951","n/e"
"29.06.2022 09:15 - 29.06.2022 09:30","2604","n/e","408","n/e","838","n/e"
"29.06.2022 09:30 - 29.06.2022 09:45","2912","n/e","359","n/e","745","n/e"
"29.06.2022 09:45 - 29.06.2022 10:00","3220","n/e","311","n/e","653","n/e"
"29.06.2022 10:00 - 29.06.2022 10:15","3530","n/e","262","n/e","560","n/e"
"29.06.2022 10:15 - 29.06.2022 10:30","3831","n/e","223","n/e","486","n/e"
"29.06.2022 10:30 - 29.06.2022 10:45","4134","n/e","195","n/e","432","n/e"
"29.06.2022 10:45 - 29.06.2022 11:00","4434","n/e","167","n/e","375","n/e"
"29.06.2022 11:00 - 29.06.2022 11:15","4737","n/e","139","n/e","319","n/e"
"29.06.2022 11:15 - 29.06.2022 11:30","4901","n/e","133","n/e","297","n/e"
"29.06.2022 11:30 - 29.06.2022 11:45","5064","n/e","150","n/e","311","n/e"
"29.06.2022 11:45 - 29.06.2022 12:00","5229","n/e","167","n/e","325","n/e"
"29.06.2022 12:00 - 29.06.2022 12:15","5395","n/e","183","n/e","339","n/e"
"29.06.2022 12:15 - 29.06.2022 12:30","5544","n/e","201","n/e","351","n/e"
"29.06.2022 12:30 - 29.06.2022 12:45","5691","n/e","220","n/e","367","n/e"
"29.06.2022 12:45 - 29.06.2022 13:00","5840","n/e","239","n/e","384","n/e"
"29.06.2022 13:00 - 29.06.2022 13:15","5990","n/e","258","n/e","396","n/e"
"29.06.2022 13:15 - 29.06.2022 13:30","6051","n/e","276","n/e","411","n/e"
"29.06.2022 13:30 - 29.06.2022 13:45","6115","n/e","293","n/e","424","n/e"
"29.06.2022 13:45 - 29.06.2022 14:00","6176","n/e","310","n/e","439","n/e"
"29.06.2022 14:00 - 29.06.2022 14:15","6240","n/e","327","n/e","450","n/e"
"29.06.2022 14:15 - 29.06.2022 14:30","6056","n/e","331","n/e","449","n/e"
"29.06.2022 14:30 - 29.06.2022 14:45","5874","n/e","322","n/e","435","n/e"
"29.06.2022 14:45 - 29.06.2022 15:00","5691","n/e","312","n/e","417","n/e"
"29.06.2022 15:00 - 29.06.2022 15:15","5507","n/e","303","n/e","401","n/e"
"29.06.2022 15:15 - 29.06.2022 15:30","5403","n/e","291","n/e","388","n/e"
"29.06.2022 15:30 - 29.06.2022 15:45","5301","n/e","275","n/e","378","n/e"
"29.06.2022 15:45 - 29.06.2022 16:00","5197","n/e","260","n/e","369","n/e"
"29.06.2022 16:00 - 29.06.2022 16:15","5091","n/e","245","n/e","361","n/e"
"29.06.2022 16:15 - 29.06.2022 16:30","4917","n/e","234","n/e","351","n/e"
"29.06.2022 16:30 - 29.06.2022 16:45","4740","n/e","226","n/e","347","n/e"
"29.06.2022 16:45 - 29.06.2022 17:00","4562","n/e","219","n/e","343","n/e"
"29.06.2022 17:00 - 29.06.2022 17:15","4388","n/e","211","n/e","337","n/e"
"29.06.2022 17:15 - 29.06.2022 17:30","4158","n/e","207","n/e","337","n/e"
"29.06.2022 17:30 - 29.06.2022 17:45","3929","n/e","207","n/e","341","n/e"
"29.06.2022 17:45 - 29.06.2022 18:00","3699","n/e","207","n/e","346","n/e"
"29.06.2022 18:00 - 29.06.2022 18:15","3471","n/e","206","n/e","351","n/e"
"29.06.2022 18:15 - 29.06.2022 18:30","3208","n/e","204","n/e","368","n/e"
"29.06.2022 18:30 - 29.06.2022 18:45","2942","n/e","199","n/e","396","n/e"
"29.06.2022 18:45 - 29.06.2022 19:00","2677","n/e","195","n/e","423","n/e"
"29.06.2022 19:00 - 29.06.2022 19:15","2410","n/e","190","n/e","447","n/e"
"29.06.2022 19:15 - 29.06.2022 19:30","2169","n/e","187","n/e","483","n/e"
"29.06.2022 19:30 - 29.06.2022 19:45","1928","n/e","186","n/e","524","n/e"
"29.06.2022 19:45 - 29.06.2022 20:00","1688","n/e","184","n/e","567","n/e"
"29.06.2022 20:00 - 29.06.2022 20:15","1444","n/e","182","n/e","610","n/e"
"29.06.2022 20:15 - 29.06.2022 20:30","1250","n/e","182","n/e","642","n/e"
"29.06.2022 20:30 - 29.06.2022 20:45","1054","n/e","184","n/e","658","n/e"
"29.06.2022 20:45 - 29.06.2022 21:00","859","n/e","185","n/e","677","n/e"
"29.06.2022 21:00 - 29.06.2022 21:15","664","n/e","187","n/e","694","n/e"
"29.06.2022 21:15 - 29.06.2022 21:30","520","n/e","189","n/e","715","n/e"
"29.06.2022 21:30 - 29.06.2022 21:45","378","n/e","192","n/e","739","n/e"
"29.06.2022 21:45 - 29.06.2022 22:00","236","n/e","195","n/e","765","n/e"
"29.06.2022 22:00 - 29.06.2022 22:15","94","n/e","198","n/e","788","n/e"
"29.06.2022 22:15 - 29.06.2022 22:30","70","n/e","199","n/e","815","n/e"
"29.06.2022 22:30 - 29.06.2022 22:45","47","n/e","199","n/e","842","n/e"
"29.06.2022 22:45 - 29.06.2022 23:00","23","n/e","200","n/e","872","n/e"
"29.06.2022 23:00 - 29.06.2022 23:15","0","n/e","200","n/e","900","n/e"
"29.06.2022 23:15 - 29.06.2022 23:30","0","n/e","199","n/e","894","n/e"
"29.06.2022 23:30 - 29.06.2022 23:45","0","n/e","197","n/e","851","n/e"
"29.06.2022 23:45 - 30.06.2022 00:00","0","n/e","195","n/e","812","n/e"
"30.06.2022 00:00 - 30.06.2022 00:15","0","n/e","185","n/e","695","n/e"
"30.06.2022 00:15 - 30.06.2022 00:30","0","n/e","185","n/e","666","n/e"
"30.06.2022 00:30 - 30.06.2022 00:45","0","n/e","184","n/e","638","n/e"
"30.06.2022 00:45 - 30.06.2022 01:00","0","n/e","184","n/e","614","n/e"
"30.06.2022 01:00 - 30.06.2022 01:15","0","n/e","183","n/e","585","n/e"
"30.06.2022 01:15 - 30.06.2022 01:30","0","n/e","182","n/e","565","n/e"
"30.06.2022 01:30 - 30.06.2022 01:45","0","n/e","179","n/e","548","n/e"
"30.06.2022 01:45 - 30.06.2022 02:00","0","n/e","177","n/e","533","n/e"
"30.06.2022 02:00 - 30.06.2022 02:15","0","n/e","174","n/e","514","n/e"
"30.06.2022 02:15 - 30.06.2022 02:30","0","n/e","178","n/e","519","n/e"
"30.06.2022 02:30 - 30.06.2022 02:45","0","n/e","189","n/e","539","n/e"
"30.06.2022 02:45 - 30.06.2022 03:00","0","n/e","200","n/e","559","n/e"
"30.06.2022 03:00 - 30.06.2022 03:15","0","n/e","210","n/e","580","n/e"
"30.06.2022 03:15 - 30.06.2022 03:30","0","n/e","222","n/e","603","n/e"
"30.06.2022 03:30 - 30.06.2022 03:45","0","n/e","234","n/e","632","n/e"
"30.06.2022 03:45 - 30.06.2022 04:00","0","n/e","247","n/e","660","n/e"
"30.06.2022 04:00 - 30.06.2022 04:15","0","n/e","259","n/e","688","n/e"
"30.06.2022 04:15 - 30.06.2022 04:30","0","n/e","272","n/e","716","n/e"
"30.06.2022 04:30 - 30.06.2022 04:45","0","n/e","286","n/e","742","n/e"
"30.06.2022 04:45 - 30.06.2022 05:00","0","n/e","300","n/e","771","n/e"
"30.06.2022 05:00 - 30.06.2022 05:15","0","n/e","314","n/e","797","n/e"
"30.06.2022 05:15 - 30.06.2022 05:30","6","n/e","320","n/e","807","n/e"
"30.06.2022 05:30 - 30.06.2022 05:45","14","n/e","318","n/e","802","n/e"
"30.06.2022 05:45 - 30.06.2022 06:00","22","n/e","315","n/e","796","n/e"
"30.06.2022 06:00 - 30.06.2022 06:15","29","n/e","313","n/e","791","n/e"
"30.06.2022 06:15 - 30.06.2022 06:30","152","n/e","308","n/e","785","n/e"
"30.06.2022 06:30 - 30.06.2022 06:45","274","n/e","301","n/e","781","n/e"
"30.06.2022 06:45 - 30.06.2022 07:00","396","n/e","295","n/e","778","n/e"
"30.06.2022 07:00 - 30.06.2022 07:15","516","n/e","288","n/e","774","n/e"
"30.06.2022 07:15 - 30.06.2022 07:30","663","n/e","285","n/e","770","n/e"
"30.06.2022 07:30 - 30.06.2022 07:45","810","n/e","285","n/e","768","n/e"
"30.06.2022 07:45 - 30.06.2022 08:00","955","n/e","286","n/e","764","n/e"
"30.06.2022 08:00 - 30.06.2022 08:15","1104","n/e","287","n/e","760","n/e"
"30.06.2022 08:15 - 30.06.2022 08:30","1376","n/e","276","n/e","725","n/e"
"30.06.2022 08:30 - 30.06.2022 08:45","1647","n/e","255","n/e","658","n/e"
"30.06.2022 08:45 - 30.06.2022 09:00","1922","n/e","233","n/e","588","n/e"
"30.06.2022 09:00 - 30.06.2022 09:15","2195","n/e","211","n/e","520","n/e"
"30.06.2022 09:15 - 30.06.2022 09:30","2485","n/e","193","n/e","464","n/e"
"30.06.2022 09:30 - 30.06.2022 09:45","2775","n/e","179","n/e","417","n/e"
"30.06.2022 09:45 - 30.06.2022 10:00","3066","n/e","165","n/e","372","n/e"
"30.06.2022 10:00 - 30.06.2022 10:15","3357","n/e","151","n/e","326","n/e"
"30.06.2022 10:15 - 30.06.2022 10:30","3640","n/e","140","n/e","290","n/e"
"30.06.2022 10:30 - 30.06.2022 10:45","3919","n/e","133","n/e","263","n/e"
"30.06.2022 10:45 - 30.06.2022 11:00","4198","n/e","127","n/e","234","n/e"
"30.06.2022 11:00 - 30.06.2022 11:15","4482","n/e","120","n/e","205","n/e"
"30.06.2022 11:15 - 30.06.2022 11:30","4556","n/e","119","n/e","192","n/e"
"30.06.2022 11:30 - 30.06.2022 11:45","4628","n/e","125","n/e","192","n/e"
"30.06.2022 11:45 - 30.06.2022 12:00","4703","n/e","130","n/e","187","n/e"
"30.06.2022 12:00 - 30.06.2022 12:15","4780","n/e","136","n/e","189","n/e"
"30.06.2022 12:15 - 30.06.2022 12:30","4910","n/e","148","n/e","191","n/e"
"30.06.2022 12:30 - 30.06.2022 12:45","5042","n/e","167","n/e","196","n/e"
"30.06.2022 12:45 - 30.06.2022 13:00","5175","n/e","185","n/e","201","n/e"
"30.06.2022 13:00 - 30.06.2022 13:15","5307","n/e","204","n/e","206","n/e"
"30.06.2022 13:15 - 30.06.2022 13:30","5363","n/e","224","n/e","213","n/e"
"30.06.2022 13:30 - 30.06.2022 13:45","5416","n/e","246","n/e","221","n/e"
"30.06.2022 13:45 - 30.06.2022 14:00","5474","n/e","267","n/e","227","n/e"
"30.06.2022 14:00 - 30.06.2022 14:15","5530","n/e","289","n/e","236","n/e"
"30.06.2022 14:15 - 30.06.2022 14:30","5083","n/e","300","n/e","260","n/e"
"30.06.2022 14:30 - 30.06.2022 14:45","4639","n/e","302","n/e","303","n/e"
"30.06.2022 14:45 - 30.06.2022 15:00","4193","n/e","304","n/e","347","n/e"
"30.06.2022 15:00 - 30.06.2022 15:15","3749","n/e","306","n/e","388","n/e"
"30.06.2022 15:15 - 30.06.2022 15:30","3678","n/e","306","n/e","441","n/e"
"30.06.2022 15:30 - 30.06.2022 15:45","3603","n/e","306","n/e","508","n/e"
"30.06.2022 15:45 - 30.06.2022 16:00","3530","n/e","305","n/e","574","n/e"
"30.06.2022 16:00 - 30.06.2022 16:15","3458","n/e","304","n/e","641","n/e"
"30.06.2022 16:15 - 30.06.2022 16:30","3338","n/e","305","n/e","724","n/e"
"30.06.2022 16:30 - 30.06.2022 16:45","3217","n/e","307","n/e","829","n/e"
"30.06.2022 16:45 - 30.06.2022 17:00","3096","n/e","310","n/e","935","n/e"
"30.06.2022 17:00 - 30.06.2022 17:15","2977","n/e","312","n/e","1039","n/e"
"30.06.2022 17:15 - 30.06.2022 17:30","2709","n/e","314","n/e","1072","n/e"
"30.06.2022 17:30 - 30.06.2022 17:45","2440","n/e","316","n/e","1035","n/e"
"30.06.2022 17:45 - 30.06.2022 18:00","2170","n/e","319","n/e","999","n/e"
"30.06.2022 18:00 - 30.06.2022 18:15","1901","n/e","321","n/e","964","n/e"
"30.06.2022 18:15 - 30.06.2022 18:30","1761","n/e","323","n/e","929","n/e"
"30.06.2022 18:30 - 30.06.2022 18:45","1624","n/e","323","n/e","895","n/e"
"30.06.2022 18:45 - 30.06.2022 19:00","1488","n/e","324","n/e","861","n/e"
"30.06.2022 19:00 - 30.06.2022 19:15","1349","n/e","325","n/e","828","n/e"
"30.06.2022 19:15 - 30.06.2022 19:30","1224","n/e","323","n/e","800","n/e"
"30.06.2022 19:30 - 30.06.2022 19:45","1097","n/e","319","n/e","774","n/e"
"30.06.2022 19:45 - 30.06.2022 20:00","970","n/e","314","n/e","748","n/e"
"30.06.2022 20:00 - 30.06.2022 20:15","842","n/e","310","n/e","724","n/e"
"30.06.2022 20:15 - 30.06.2022 20:30","708","n/e","316","n/e","756","n/e"
"30.06.2022 20:30 - 30.06.2022 20:45","571","n/e","331","n/e","848","n/e"
"30.06.2022 20:45 - 30.06.2022 21:00","436","n/e","347","n/e","940","n/e"
"30.06.2022 21:00 - 30.06.2022 21:15","299","n/e","363","n/e","1031","n/e"
"30.06.2022 21:15 - 30.06.2022 21:30","234","n/e","378","n/e","1125","n/e"
"30.06.2022 21:30 - 30.06.2022 21:45","169","n/e","393","n/e","1228","n/e"
"30.06.2022 21:45 - 30.06.2022 22:00","104","n/e","408","n/e","1326","n/e"
"30.06.2022 22:00 - 30.06.2022 22:15","38","n/e","424","n/e","1423","n/e"
"30.06.2022 22:15 - 30.06.2022 22:30","29","n/e","432","n/e","1518","n/e"
"30.06.2022 22:30 - 30.06.2022 22:45","20","n/e","434","n/e","1603","n/e"
"30.06.2022 22:45 - 30.06.2022 23:00","10","n/e","436","n/e","1687","n/e"
"30.06.2022 23:00 - 30.06.2022 23:15","0","n/e","438","n/e","1772","n/e"
"30.06.2022 23:15 - 30.06.2022 23:30","0","n/e","442","n/e","1791","n/e"
"30.06.2022 23:30 - 30.06.2022 23:45","0","n/e","448","n/e","1747","n/e"
"30.06.2022 23:45 - 01.07.2022 00:00","0","n/e","453","n/e","1703","n/e"
"01.07.2022 00:00 - 01.07.2022 00:15","0","n/e","322","n/e","1235","n/e"
"01.07.2022 00:15 - 01.07.2022 00:30","0","n/e","332","n/e","1253","n/e"
"01.07.2022 00:30 - 01.07.2022 00:45","0","n/e","345","n/e","1274","n/e"
"01.07.2022 00:45 - 01.07.2022 01:00","0","n/e","359","n/e","1297","n/e"
"01.07.2022 01:00 - 01.07.2022 01:15","0","n/e","372","n/e","1319","n/e"
"01.07.2022 01:15 - 01.07.2022 01:30","0","n/e","379","n/e","1340","n/e"
"01.07.2022 01:30 - 01.07.2022 01:45","0","n/e","379","n/e","1360","n/e"
"01.07.2022 01:45 - 01.07.2022 02:00","0","n/e","380","n/e","1381","n/e"
"01.07.2022 02:00 - 01.07.2022 02:15","0","n/e","380","n/e","1401","n/e"
"01.07.2022 02:15 - 01.07.2022 02:30","0","n/e","393","n/e","1409","n/e"
"01.07.2022 02:30 - 01.07.2022 02:45","0","n/e","418","n/e","1405","n/e"
"01.07.2022 02:45 - 01.07.2022 03:00","0","n/e","442","n/e","1404","n/e"
"01.07.2022 03:00 - 01.07.2022 03:15","0","n/e","467","n/e","1401","n/e"
"01.07.2022 03:15 - 01.07.2022 03:30","0","n/e","493","n/e","1399","n/e"
