"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Italy (IT)","Generation - Solar  [MW] Current / Italy (IT)","Generation - Wind Offshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Offshore  [MW] Current / Italy (IT)","Generation - Wind Onshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Onshore  [MW] Current / Italy (IT)"
"29.06.2022 07:00 - 29.06.2022 08:00","1827","1827","n/e","n/e","759","n/e"
"29.06.2022 08:00 - 29.06.2022 09:00","4083","4055","n/e","n/e","571","n/e"
"29.06.2022 09:00 - 29.06.2022 10:00","5879","5845","n/e","n/e","711","n/e"
"29.06.2022 10:00 - 29.06.2022 11:00","7578","7556","n/e","n/e","968","n/e"
"29.06.2022 11:00 - 29.06.2022 12:00","8988","8929","n/e","n/e","1218","n/e"
"29.06.2022 12:00 - 29.06.2022 13:00","9628","9589","n/e","n/e","1480","n/e"
"29.06.2022 13:00 - 29.06.2022 14:00","9878","9804","n/e","n/e","1808","n/e"
"29.06.2022 14:00 - 29.06.2022 15:00","9760","9653","n/e","n/e","2104","n/e"
"29.06.2022 15:00 - 29.06.2022 16:00","9026","8988","n/e","n/e","2181","n/e"
"29.06.2022 16:00 - 29.06.2022 17:00","7776","7750","n/e","n/e","2192","n/e"
"29.06.2022 17:00 - 29.06.2022 18:00","5775","5736","n/e","n/e","2206","n/e"
"29.06.2022 18:00 - 29.06.2022 19:00","3399","3345","n/e","n/e","1783","n/e"
"29.06.2022 19:00 - 29.06.2022 20:00","1253","1208","n/e","n/e","1409","n/e"
"29.06.2022 20:00 - 29.06.2022 21:00","157","143","n/e","n/e","1121","n/e"
"29.06.2022 21:00 - 29.06.2022 22:00","0","0","n/e","n/e","904","n/e"
"29.06.2022 22:00 - 29.06.2022 23:00","0","0","n/e","n/e","781","n/e"
"29.06.2022 23:00 - 30.06.2022 00:00","0","0","n/e","n/e","726","n/e"
"30.06.2022 00:00 - 30.06.2022 01:00","0","0","n/e","n/e","747","n/e"
"30.06.2022 01:00 - 30.06.2022 02:00","0","0","n/e","n/e","729","n/e"
"30.06.2022 02:00 - 30.06.2022 03:00","0","0","n/e","n/e","732","n/e"
"30.06.2022 03:00 - 30.06.2022 04:00","0","0","n/e","n/e","667","n/e"
"30.06.2022 04:00 - 30.06.2022 05:00","0","0","n/e","n/e","600","n/e"
"30.06.2022 05:00 - 30.06.2022 06:00","2","2","n/e","n/e","562","n/e"
"30.06.2022 06:00 - 30.06.2022 07:00","428","428","n/e","n/e","437","n/e"
"30.06.2022 07:00 - 30.06.2022 08:00","2005","2005","n/e","n/e","365","n/e"
"30.06.2022 08:00 - 30.06.2022 09:00","4611","4637","n/e","n/e","273","n/e"
"30.06.2022 09:00 - 30.06.2022 10:00","6800","6838","n/e","n/e","239","n/e"
"30.06.2022 10:00 - 30.06.2022 11:00","8290","8342","n/e","n/e","229","n/e"
"30.06.2022 11:00 - 30.06.2022 12:00","9558","9600","n/e","n/e","252","n/e"
"30.06.2022 12:00 - 30.06.2022 13:00","10178","10191","n/e","n/e","331","n/e"
"30.06.2022 13:00 - 30.06.2022 14:00","10277","10260","n/e","n/e","456","n/e"
"30.06.2022 14:00 - 30.06.2022 15:00","9957","9983","n/e","n/e","647","n/e"
"30.06.2022 15:00 - 30.06.2022 16:00","9119","9184","n/e","n/e","877","n/e"
"30.06.2022 16:00 - 30.06.2022 17:00","7929","7848","n/e","n/e","1129","n/e"
"30.06.2022 17:00 - 30.06.2022 18:00","5953","5847","n/e","n/e","1219","n/e"
"30.06.2022 18:00 - 30.06.2022 19:00","3485","3314","n/e","n/e","950","n/e"
"30.06.2022 19:00 - 30.06.2022 20:00","1270","1158","n/e","n/e","631","n/e"
"30.06.2022 20:00 - 30.06.2022 21:00","146","126","n/e","n/e","467","n/e"
"30.06.2022 21:00 - 30.06.2022 22:00","0","0","n/e","n/e","398","n/e"
"30.06.2022 22:00 - 30.06.2022 23:00","0","0","n/e","n/e","276","n/e"
"30.06.2022 23:00 - 01.07.2022 00:00","0","0","n/e","n/e","246","n/e"
"01.07.2022 00:00 - 01.07.2022 01:00","0","0","n/e","n/e","148","n/e"
"01.07.2022 01:00 - 01.07.2022 02:00","0","0","n/e","n/e","172","n/e"
"01.07.2022 02:00 - 01.07.2022 03:00","0","0","n/e","n/e","202","n/e"
"01.07.2022 03:00 - 01.07.2022 04:00","0","0","n/e","n/e","175","n/e"
"01.07.2022 04:00 - 01.07.2022 05:00","0","0","n/e","n/e","190","n/e"
"01.07.2022 05:00 - 01.07.2022 06:00","1","1","n/e","n/e","171","n/e"
"01.07.2022 06:00 - 01.07.2022 07:00","429","429","n/e","n/e","140","n/e"
"01.07.2022 07:00 - 01.07.2022 08:00","1958","1958","n/e","n/e","96","n/e"
"01.07.2022 08:00 - 01.07.2022 09:00","4346","4346","n/e","n/e","60","n/e"
"01.07.2022 09:00 - 01.07.2022 10:00","6450","6450","n/e","n/e","80","n/e"
"01.07.2022 10:00 - 01.07.2022 11:00","7985","7985","n/e","n/e","121","n/e"
"01.07.2022 11:00 - 01.07.2022 12:00","9256","9256","n/e","n/e","221","n/e"
"01.07.2022 12:00 - 01.07.2022 13:00","9821","9821","n/e","n/e","416","n/e"
"01.07.2022 13:00 - 01.07.2022 14:00","9878","9878","n/e","n/e","658","n/e"
"01.07.2022 14:00 - 01.07.2022 15:00","9579","9579","n/e","n/e","1126","n/e"
"01.07.2022 15:00 - 01.07.2022 16:00","8723","8723","n/e","n/e","1528","n/e"
"01.07.2022 16:00 - 01.07.2022 17:00","7397","7397","n/e","n/e","1667","n/e"
"01.07.2022 17:00 - 01.07.2022 18:00","5625","5625","n/e","n/e","1642","n/e"
"01.07.2022 18:00 - 01.07.2022 19:00","3314","3314","n/e","n/e","1673","n/e"
"01.07.2022 19:00 - 01.07.2022 20:00","1242","1242","n/e","n/e","1747","n/e"
"01.07.2022 20:00 - 01.07.2022 21:00","179","179","n/e","n/e","1495","n/e"
"01.07.2022 21:00 - 01.07.2022 22:00","0","0","n/e","n/e","1227","n/e"
"01.07.2022 22:00 - 01.07.2022 23:00","0","0","n/e","n/e","1035","n/e"
"01.07.2022 23:00 - 02.07.2022 00:00","0","0","n/e","n/e","971","n/e"
"02.07.2022 00:00 - 02.07.2022 01:00","0","0","n/e","n/e","1072","n/e"
"02.07.2022 01:00 - 02.07.2022 02:00","0","0","n/e","n/e","966","n/e"
"02.07.2022 02:00 - 02.07.2022 03:00","0","0","n/e","n/e","951","n/e"
"02.07.2022 03:00 - 02.07.2022 04:00","0","0","n/e","n/e","849","n/e"
"02.07.2022 04:00 - 02.07.2022 05:00","0","0","n/e","n/e","770","n/e"
"02.07.2022 05:00 - 02.07.2022 06:00","1","1","n/e","n/e","808","n/e"
"02.07.2022 06:00 - 02.07.2022 07:00","436","436","n/e","n/e","772","n/e"
"02.07.2022 07:00 - 02.07.2022 08:00","2000","2001","n/e","n/e","769","n/e"
"02.07.2022 08:00 - 02.07.2022 09:00","4538","4499","n/e","n/e","852","n/e"
"02.07.2022 09:00 - 02.07.2022 10:00","6693","6715","n/e","n/e","953","n/e"
"02.07.2022 10:00 - 02.07.2022 11:00","8223","8253","n/e","n/e","1029","n/e"
"02.07.2022 11:00 - 02.07.2022 12:00","9469","9436","n/e","n/e","1128","n/e"
"02.07.2022 12:00 - 02.07.2022 13:00","10035","9972","n/e","n/e","1217","n/e"
"02.07.2022 13:00 - 02.07.2022 14:00","10191","10162","n/e","n/e","1400","n/e"
"02.07.2022 14:00 - 02.07.2022 15:00","9939","9959","n/e","n/e","1658","n/e"
"02.07.2022 15:00 - 02.07.2022 16:00","9116","9117","n/e","n/e","1791","n/e"
"02.07.2022 16:00 - 02.07.2022 17:00","7751","7704","n/e","n/e","1917","n/e"
"02.07.2022 17:00 - 02.07.2022 18:00","5919","5718","n/e","n/e","2000","n/e"
"02.07.2022 18:00 - 02.07.2022 19:00","3424","3290","n/e","n/e","1877","n/e"
"02.07.2022 19:00 - 02.07.2022 20:00","1234","1167","n/e","n/e","1617","n/e"
"02.07.2022 20:00 - 02.07.2022 21:00","171","154","n/e","n/e","1299","n/e"
"02.07.2022 21:00 - 02.07.2022 22:00","0","0","n/e","n/e","1121","n/e"
"02.07.2022 22:00 - 02.07.2022 23:00","0","0","n/e","n/e","969","n/e"
"02.07.2022 23:00 - 03.07.2022 00:00","0","0","n/e","n/e","909","n/e"
"03.07.2022 00:00 - 03.07.2022 01:00","0","0","n/e","n/e","827","n/e"
"03.07.2022 01:00 - 03.07.2022 02:00","0","0","n/e","n/e","782","n/e"
"03.07.2022 02:00 - 03.07.2022 03:00","0","0","n/e","n/e","781","n/e"
"03.07.2022 03:00 - 03.07.2022 04:00","0","0","n/e","n/e","744","n/e"
"03.07.2022 04:00 - 03.07.2022 05:00","0","0","n/e","n/e","710","n/e"
"03.07.2022 05:00 - 03.07.2022 06:00","1","1","n/e","n/e","707","n/e"
"03.07.2022 06:00 - 03.07.2022 07:00","430","430","n/e","n/e","616","n/e"
"03.07.2022 07:00 - 03.07.2022 08:00","1999","2001","n/e","n/e","521","n/e"
"03.07.2022 08:00 - 03.07.2022 09:00","4479","4520","n/e","n/e","444","n/e"
"03.07.2022 09:00 - 03.07.2022 10:00","6644","6698","n/e","n/e","439","n/e"
"03.07.2022 10:00 - 03.07.2022 11:00","8179","8238","n/e","n/e","433","n/e"
"03.07.2022 11:00 - 03.07.2022 12:00","9360","9385","n/e","n/e","477","n/e"
"03.07.2022 12:00 - 03.07.2022 13:00","9962","9878","n/e","n/e","616","n/e"
"03.07.2022 13:00 - 03.07.2022 14:00","10190","10065","n/e","n/e","838","n/e"
"03.07.2022 14:00 - 03.07.2022 15:00","9992","9861","n/e","n/e","1149","n/e"
"03.07.2022 15:00 - 03.07.2022 16:00","9221","9202","n/e","n/e","1413","n/e"
"03.07.2022 16:00 - 03.07.2022 17:00","7715","7741","n/e","n/e","1593","n/e"
"03.07.2022 17:00 - 03.07.2022 18:00","5773","5639","n/e","n/e","1713","n/e"
"03.07.2022 18:00 - 03.07.2022 19:00","3387","3269","n/e","n/e","1406","n/e"
"03.07.2022 19:00 - 03.07.2022 20:00","1236","1159","n/e","n/e","1039","n/e"
"03.07.2022 20:00 - 03.07.2022 21:00","171","151","n/e","n/e","783","n/e"
"03.07.2022 21:00 - 03.07.2022 22:00","0","0","n/e","n/e","594","n/e"
"03.07.2022 22:00 - 03.07.2022 23:00","0","0","n/e","n/e","468","n/e"
"03.07.2022 23:00 - 04.07.2022 00:00","0","0","n/e","n/e","415","n/e"
"04.07.2022 00:00 - 04.07.2022 01:00","0","0","n/e","n/e","372","n/e"
"04.07.2022 01:00 - 04.07.2022 02:00","0","0","n/e","n/e","334","n/e"
"04.07.2022 02:00 - 04.07.2022 03:00","0","0","n/e","n/e","354","n/e"
"04.07.2022 03:00 - 04.07.2022 04:00","0","0","n/e","n/e","348","n/e"
"04.07.2022 04:00 - 04.07.2022 05:00","0","0","n/e","n/e","349","n/e"
"04.07.2022 05:00 - 04.07.2022 06:00","0","0","n/e","n/e","365","n/e"
"04.07.2022 06:00 - 04.07.2022 07:00","423","422","n/e","n/e","316","n/e"
"04.07.2022 07:00 - 04.07.2022 08:00","2005","2005","n/e","n/e","262","n/e"
"04.07.2022 08:00 - 04.07.2022 09:00","4488","4489","n/e","n/e","209","n/e"
"04.07.2022 09:00 - 04.07.2022 10:00","6681","6607","n/e","n/e","237","n/e"
"04.07.2022 10:00 - 04.07.2022 11:00","8193","8151","n/e","n/e","308","n/e"
"04.07.2022 11:00 - 04.07.2022 12:00","9309","9232","n/e","n/e","413","n/e"
"04.07.2022 12:00 - 04.07.2022 13:00","9805","9761","n/e","n/e","635","n/e"
"04.07.2022 13:00 - 04.07.2022 14:00","9869","9807","n/e","n/e","1021","n/e"
"04.07.2022 14:00 - 04.07.2022 15:00","9680","9519","n/e","n/e","1467","n/e"
"04.07.2022 15:00 - 04.07.2022 16:00","9005","8818","n/e","n/e","1756","n/e"
"04.07.2022 16:00 - 04.07.2022 17:00","7543","7439","n/e","n/e","2118","n/e"
"04.07.2022 17:00 - 04.07.2022 18:00","5629","5468","n/e","n/e","1990","n/e"
"04.07.2022 18:00 - 04.07.2022 19:00","3265","3116","n/e","n/e","1432","n/e"
"04.07.2022 19:00 - 04.07.2022 20:00","1158","1089","n/e","n/e","1049","n/e"
"04.07.2022 20:00 - 04.07.2022 21:00","163","145","n/e","n/e","796","n/e"
"04.07.2022 21:00 - 04.07.2022 22:00","0","0","n/e","n/e","595","n/e"
"04.07.2022 22:00 - 04.07.2022 23:00","0","0","n/e","n/e","477","n/e"
"04.07.2022 23:00 - 05.07.2022 00:00","0","0","n/e","n/e","468","n/e"
"05.07.2022 00:00 - 05.07.2022 01:00","0","0","n/e","n/e","448","n/e"
"05.07.2022 01:00 - 05.07.2022 02:00","0","0","n/e","n/e","492","n/e"
"05.07.2022 02:00 - 05.07.2022 03:00","0","0","n/e","n/e","561","n/e"
"05.07.2022 03:00 - 05.07.2022 04:00","0","0","n/e","n/e","647","n/e"
"05.07.2022 04:00 - 05.07.2022 05:00","0","0","n/e","n/e","745","n/e"
"05.07.2022 05:00 - 05.07.2022 06:00","1","1","n/e","n/e","923","n/e"
"05.07.2022 06:00 - 05.07.2022 07:00","402","401","n/e","n/e","878","n/e"
"05.07.2022 07:00 - 05.07.2022 08:00","1925","1925","n/e","n/e","810","n/e"
"05.07.2022 08:00 - 05.07.2022 09:00","4382","4409","n/e","n/e","704","n/e"
"05.07.2022 09:00 - 05.07.2022 10:00","6532","6570","n/e","n/e","757","n/e"
"05.07.2022 10:00 - 05.07.2022 11:00","8136","8171","n/e","n/e","908","n/e"
"05.07.2022 11:00 - 05.07.2022 12:00","9276","9349","n/e","n/e","1115","n/e"
"05.07.2022 12:00 - 05.07.2022 13:00","9767","9795","n/e","n/e","1538","n/e"
"05.07.2022 13:00 - 05.07.2022 14:00","9797","9809","n/e","n/e","2200","n/e"
"05.07.2022 14:00 - 05.07.2022 15:00","9528","9556","n/e","n/e","2946","n/e"
"05.07.2022 15:00 - 05.07.2022 16:00","8760","8764","n/e","n/e","3144","n/e"
"05.07.2022 16:00 - 05.07.2022 17:00","7380","7372","n/e","n/e","3223","n/e"
"05.07.2022 17:00 - 05.07.2022 18:00","5547","5482","n/e","n/e","3134","n/e"
"05.07.2022 18:00 - 05.07.2022 19:00","3234","3196","n/e","n/e","2428","n/e"
"05.07.2022 19:00 - 05.07.2022 20:00","1160","1130","n/e","n/e","2043","n/e"
"05.07.2022 20:00 - 05.07.2022 21:00","164","148","n/e","n/e","1662","n/e"
"05.07.2022 21:00 - 05.07.2022 22:00","0","0","n/e","n/e","1352","n/e"
"05.07.2022 22:00 - 05.07.2022 23:00","0","0","n/e","n/e","1148","n/e"
"05.07.2022 23:00 - 06.07.2022 00:00","0","0","n/e","n/e","1068","n/e"
"06.07.2022 00:00 - 06.07.2022 01:00","0","0","n/e","n/e","1037","n/e"
"06.07.2022 01:00 - 06.07.2022 02:00","0","0","n/e","n/e","1105","n/e"
"06.07.2022 02:00 - 06.07.2022 03:00","0","0","n/e","n/e","1192","n/e"
"06.07.2022 03:00 - 06.07.2022 04:00","0","0","n/e","n/e","1173","n/e"
"06.07.2022 04:00 - 06.07.2022 05:00","0","0","n/e","n/e","1175","n/e"
"06.07.2022 05:00 - 06.07.2022 06:00","1","1","n/e","n/e","1163","n/e"
"06.07.2022 06:00 - 06.07.2022 07:00","382","383","n/e","n/e","1096","n/e"
"06.07.2022 07:00 - 06.07.2022 08:00","1873","1876","n/e","n/e","992","n/e"
"06.07.2022 08:00 - 06.07.2022 09:00","4285","4277","n/e","n/e","990","n/e"
"06.07.2022 09:00 - 06.07.2022 10:00","6400","6368","n/e","n/e","1191","n/e"
"06.07.2022 10:00 - 06.07.2022 11:00","7961","7846","n/e","n/e","1402","n/e"
"06.07.2022 11:00 - 06.07.2022 12:00","9235","9087","n/e","n/e","1611","n/e"
"06.07.2022 12:00 - 06.07.2022 13:00","9821","9760","n/e","n/e","2109","n/e"
"06.07.2022 13:00 - 06.07.2022 14:00","10013","9909","n/e","n/e","2411","n/e"
"06.07.2022 14:00 - 06.07.2022 15:00","9754","9749","n/e","n/e","2784","n/e"
"06.07.2022 15:00 - 06.07.2022 16:00","8968","8992","n/e","n/e","3026","n/e"
"06.07.2022 16:00 - 06.07.2022 17:00","7646","7606","n/e","n/e","3180","n/e"
"06.07.2022 17:00 - 06.07.2022 18:00","5776","5619","n/e","n/e","3169","n/e"
"06.07.2022 18:00 - 06.07.2022 19:00","3358","3248","n/e","n/e","2802","n/e"
"06.07.2022 19:00 - 06.07.2022 20:00","1212","1131","n/e","n/e","2335","n/e"
"06.07.2022 20:00 - 06.07.2022 21:00","159","135","n/e","n/e","1748","n/e"
"06.07.2022 21:00 - 06.07.2022 22:00","0","0","n/e","n/e","1505","n/e"
"06.07.2022 22:00 - 06.07.2022 23:00","0","0","n/e","n/e","1238","n/e"
"06.07.2022 23:00 - 07.07.2022 00:00","0","0","n/e","n/e","1142","n/e"
"07.07.2022 00:00 - 07.07.2022 01:00","0","0","n/e","n/e","629","n/e"
"07.07.2022 01:00 - 07.07.2022 02:00","0","0","n/e","n/e","639","n/e"
"07.07.2022 02:00 - 07.07.2022 03:00","0","0","n/e","n/e","686","n/e"
"07.07.2022 03:00 - 07.07.2022 04:00","0","0","n/e","n/e","631","n/e"
"07.07.2022 04:00 - 07.07.2022 05:00","0","0","n/e","n/e","606","n/e"
"07.07.2022 05:00 - 07.07.2022 06:00","0","0","n/e","n/e","583","n/e"
"07.07.2022 06:00 - 07.07.2022 07:00","388","388","n/e","n/e","459","n/e"
"07.07.2022 07:00 - 07.07.2022 08:00","1868","1869","n/e","n/e","331","n/e"
"07.07.2022 08:00 - 07.07.2022 09:00","4291","4041","n/e","n/e","237","n/e"
"07.07.2022 09:00 - 07.07.2022 10:00","6623","6385","n/e","n/e","251","n/e"
"07.07.2022 10:00 - 07.07.2022 11:00","8196","8152","n/e","n/e","300","n/e"
"07.07.2022 11:00 - 07.07.2022 12:00","9398","9351","n/e","n/e","424","n/e"
"07.07.2022 12:00 - 07.07.2022 13:00","9902","9807","n/e","n/e","699","n/e"
"07.07.2022 13:00 - 07.07.2022 14:00","9906","9780","n/e","n/e","1185","n/e"
"07.07.2022 14:00 - 07.07.2022 15:00","9417","9271","n/e","n/e","1729","n/e"
"07.07.2022 15:00 - 07.07.2022 16:00","8444","8314","n/e","n/e","1816","n/e"
"07.07.2022 16:00 - 07.07.2022 17:00","7028","6848","n/e","n/e","1809","n/e"
"07.07.2022 17:00 - 07.07.2022 18:00","5325","5092","n/e","n/e","1911","n/e"
"07.07.2022 18:00 - 07.07.2022 19:00","3206","3058","n/e","n/e","1766","n/e"
"07.07.2022 19:00 - 07.07.2022 20:00","1244","1110","n/e","n/e","1518","n/e"
"07.07.2022 20:00 - 07.07.2022 21:00","175","146","n/e","n/e","1204","n/e"
"07.07.2022 21:00 - 07.07.2022 22:00","0","0","n/e","n/e","1047","n/e"
"07.07.2022 22:00 - 07.07.2022 23:00","0","0","n/e","n/e","997","n/e"
"07.07.2022 23:00 - 08.07.2022 00:00","0","0","n/e","n/e","1078","n/e"
"08.07.2022 00:00 - 08.07.2022 01:00","0","0","n/e","n/e","1276","n/e"
"08.07.2022 01:00 - 08.07.2022 02:00","0","0","n/e","n/e","1611","n/e"
"08.07.2022 02:00 - 08.07.2022 03:00","0","0","n/e","n/e","2138","n/e"
"08.07.2022 03:00 - 08.07.2022 04:00","0","0","n/e","n/e","2417","n/e"
"08.07.2022 04:00 - 08.07.2022 05:00","0","0","n/e","n/e","2440","n/e"
"08.07.2022 05:00 - 08.07.2022 06:00","0","0","n/e","n/e","2359","n/e"
"08.07.2022 06:00 - 08.07.2022 07:00","340","340","n/e","n/e","2379","n/e"
"08.07.2022 07:00 - 08.07.2022 08:00","1726","1729","n/e","n/e","2511","n/e"
"08.07.2022 08:00 - 08.07.2022 09:00","4054","4099","n/e","n/e","2590","n/e"
"08.07.2022 09:00 - 08.07.2022 10:00","6345","6514","n/e","n/e","3304","n/e"
"08.07.2022 10:00 - 08.07.2022 11:00","7870","8024","n/e","n/e","4285","n/e"
"08.07.2022 11:00 - 08.07.2022 12:00","9197","9250","n/e","n/e","4988","n/e"
"08.07.2022 12:00 - 08.07.2022 13:00","9635","9673","n/e","n/e","5490","n/e"
"08.07.2022 13:00 - 08.07.2022 14:00","9736","9781","n/e","n/e","6045","n/e"
"08.07.2022 14:00 - 08.07.2022 15:00","9513","9568","n/e","n/e","6343","n/e"
"08.07.2022 15:00 - 08.07.2022 16:00","8822","8916","n/e","n/e","6400","n/e"
"08.07.2022 16:00 - 08.07.2022 17:00","7543","7583","n/e","n/e","6403","n/e"
"08.07.2022 17:00 - 08.07.2022 18:00","5771","5733","n/e","n/e","6477","n/e"
"08.07.2022 18:00 - 08.07.2022 19:00","3417","3412","n/e","n/e","6358","n/e"
"08.07.2022 19:00 - 08.07.2022 20:00","1251","1207","n/e","n/e","5984","n/e"
"08.07.2022 20:00 - 08.07.2022 21:00","177","153","n/e","n/e","5700","n/e"
"08.07.2022 21:00 - 08.07.2022 22:00","0","0","n/e","n/e","5368","n/e"
"08.07.2022 22:00 - 08.07.2022 23:00","0","0","n/e","n/e","5106","n/e"
"08.07.2022 23:00 - 09.07.2022 00:00","0","0","n/e","n/e","4860","n/e"
"09.07.2022 00:00 - 09.07.2022 01:00","0","0","n/e","n/e","4762","n/e"
"09.07.2022 01:00 - 09.07.2022 02:00","0","0","n/e","n/e","4676","n/e"
"09.07.2022 02:00 - 09.07.2022 03:00","0","0","n/e","n/e","4514","n/e"
"09.07.2022 03:00 - 09.07.2022 04:00","0","0","n/e","n/e","4476","n/e"
"09.07.2022 04:00 - 09.07.2022 05:00","0","0","n/e","n/e","4591","n/e"
"09.07.2022 05:00 - 09.07.2022 06:00","1","1","n/e","n/e","4662","n/e"
"09.07.2022 06:00 - 09.07.2022 07:00","407","407","n/e","n/e","4891","n/e"
"09.07.2022 07:00 - 09.07.2022 08:00","2039","2039","n/e","n/e","5183","n/e"
"09.07.2022 08:00 - 09.07.2022 09:00","4623","4640","n/e","n/e","5618","n/e"
"09.07.2022 09:00 - 09.07.2022 10:00","6977","6987","n/e","n/e","5973","n/e"
"09.07.2022 10:00 - 09.07.2022 11:00","8490","8528","n/e","n/e","6001","n/e"
"09.07.2022 11:00 - 09.07.2022 12:00","9802","9822","n/e","n/e","6050","n/e"
"09.07.2022 12:00 - 09.07.2022 13:00","10257","10273","n/e","n/e","6105","n/e"
"09.07.2022 13:00 - 09.07.2022 14:00","10356","10380","n/e","n/e","6141","n/e"
"09.07.2022 14:00 - 09.07.2022 15:00","10187","10200","n/e","n/e","6175","n/e"
"09.07.2022 15:00 - 09.07.2022 16:00","9569","9583","n/e","n/e","6159","n/e"
"09.07.2022 16:00 - 09.07.2022 17:00","8208","8218","n/e","n/e","5983","n/e"
"09.07.2022 17:00 - 09.07.2022 18:00","6335","6294","n/e","n/e","5916","n/e"
"09.07.2022 18:00 - 09.07.2022 19:00","3757","3741","n/e","n/e","5512","n/e"
"09.07.2022 19:00 - 09.07.2022 20:00","1392","1376","n/e","n/e","4967","n/e"
"09.07.2022 20:00 - 09.07.2022 21:00","180","176","n/e","n/e","4066","n/e"
"09.07.2022 21:00 - 09.07.2022 22:00","0","0","n/e","n/e","3687","n/e"
"09.07.2022 22:00 - 09.07.2022 23:00","0","0","n/e","n/e","3406","n/e"
"09.07.2022 23:00 - 10.07.2022 00:00","0","0","n/e","n/e","3192","n/e"
"10.07.2022 00:00 - 10.07.2022 01:00","0","0","n/e","n/e","3082","n/e"
"10.07.2022 01:00 - 10.07.2022 02:00","0","0","n/e","n/e","2950","n/e"
"10.07.2022 02:00 - 10.07.2022 03:00","0","0","n/e","n/e","2759","n/e"
"10.07.2022 03:00 - 10.07.2022 04:00","0","0","n/e","n/e","2625","n/e"
"10.07.2022 04:00 - 10.07.2022 05:00","0","0","n/e","n/e","2463","n/e"
"10.07.2022 05:00 - 10.07.2022 06:00","0","0","n/e","n/e","2322","n/e"
"10.07.2022 06:00 - 10.07.2022 07:00","374","374","n/e","n/e","2096","n/e"
"10.07.2022 07:00 - 10.07.2022 08:00","2027","2027","n/e","n/e","1923","n/e"
"10.07.2022 08:00 - 10.07.2022 09:00","4706","4667","n/e","n/e","1935","n/e"
"10.07.2022 09:00 - 10.07.2022 10:00","7120","7108","n/e","n/e","1947","n/e"
"10.07.2022 10:00 - 10.07.2022 11:00","8576","8648","n/e","n/e","1876","n/e"
"10.07.2022 11:00 - 10.07.2022 12:00","9841","9859","n/e","n/e","1852","n/e"
"10.07.2022 12:00 - 10.07.2022 13:00","10226","10237","n/e","n/e","1987","n/e"
"10.07.2022 13:00 - 10.07.2022 14:00","10307","10341","n/e","n/e","2234","n/e"
"10.07.2022 14:00 - 10.07.2022 15:00","10171","10177","n/e","n/e","2473","n/e"
"10.07.2022 15:00 - 10.07.2022 16:00","9523","9503","n/e","n/e","2521","n/e"
"10.07.2022 16:00 - 10.07.2022 17:00","8077","8030","n/e","n/e","2572","n/e"
"10.07.2022 17:00 - 10.07.2022 18:00","6147","6001","n/e","n/e","2607","n/e"
"10.07.2022 18:00 - 10.07.2022 19:00","3648","3520","n/e","n/e","2244","n/e"
"10.07.2022 19:00 - 10.07.2022 20:00","1364","1253","n/e","n/e","1689","n/e"
"10.07.2022 20:00 - 10.07.2022 21:00","174","151","n/e","n/e","1244","n/e"
"10.07.2022 21:00 - 10.07.2022 22:00","0","0","n/e","n/e","959","n/e"
"10.07.2022 22:00 - 10.07.2022 23:00","0","0","n/e","n/e","765","n/e"
"10.07.2022 23:00 - 11.07.2022 00:00","0","0","n/e","n/e","625","n/e"
"11.07.2022 00:00 - 11.07.2022 01:00","0","0","n/e","n/e","792","n/e"
"11.07.2022 01:00 - 11.07.2022 02:00","0","0","n/e","n/e","745","n/e"
"11.07.2022 02:00 - 11.07.2022 03:00","0","0","n/e","n/e","709","n/e"
"11.07.2022 03:00 - 11.07.2022 04:00","0","0","n/e","n/e","693","n/e"
"11.07.2022 04:00 - 11.07.2022 05:00","0","0","n/e","n/e","701","n/e"
"11.07.2022 05:00 - 11.07.2022 06:00","0","0","n/e","n/e","719","n/e"
"11.07.2022 06:00 - 11.07.2022 07:00","402","402","n/e","n/e","655","n/e"
"11.07.2022 07:00 - 11.07.2022 08:00","2022","2022","n/e","n/e","572","n/e"
"11.07.2022 08:00 - 11.07.2022 09:00","4630","4648","n/e","n/e","526","n/e"
"11.07.2022 09:00 - 11.07.2022 10:00","7036","7046","n/e","n/e","552","n/e"
"11.07.2022 10:00 - 11.07.2022 11:00","8421","8465","n/e","n/e","579","n/e"
"11.07.2022 11:00 - 11.07.2022 12:00","9722","9757","n/e","n/e","667","n/e"
"11.07.2022 12:00 - 11.07.2022 13:00","10159","10295","n/e","n/e","809","n/e"
"11.07.2022 13:00 - 11.07.2022 14:00","10273","10400","n/e","n/e","1001","n/e"
"11.07.2022 14:00 - 11.07.2022 15:00","10081","10188","n/e","n/e","1220","n/e"
"11.07.2022 15:00 - 11.07.2022 16:00","9312","9446","n/e","n/e","1185","n/e"
"11.07.2022 16:00 - 11.07.2022 17:00","7824","7951","n/e","n/e","1152","n/e"
"11.07.2022 17:00 - 11.07.2022 18:00","5998","5906","n/e","n/e","1118","n/e"
"11.07.2022 18:00 - 11.07.2022 19:00","3579","3486","n/e","n/e","926","n/e"
"11.07.2022 19:00 - 11.07.2022 20:00","1327","1216","n/e","n/e","706","n/e"
"11.07.2022 20:00 - 11.07.2022 21:00","176","144","n/e","n/e","505","n/e"
