"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Italy (IT)","Generation - Solar  [MW] Current / Italy (IT)","Generation - Wind Offshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Offshore  [MW] Current / Italy (IT)","Generation - Wind Onshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Onshore  [MW] Current / Italy (IT)"
"07.11.2022 06:00 - 07.11.2022 07:00","2","3","n/e","n/e","852","n/e"
"07.11.2022 07:00 - 07.11.2022 08:00","558","569","n/e","n/e","765","n/e"
"07.11.2022 08:00 - 07.11.2022 09:00","2561","2677","n/e","n/e","610","n/e"
"07.11.2022 09:00 - 07.11.2022 10:00","4901","5020","n/e","n/e","406","n/e"
"07.11.2022 10:00 - 07.11.2022 11:00","6483","6596","n/e","n/e","393","n/e"
"07.11.2022 11:00 - 07.11.2022 12:00","7330","7416","n/e","n/e","409","n/e"
"07.11.2022 12:00 - 07.11.2022 13:00","7386","7444","n/e","n/e","443","n/e"
"07.11.2022 13:00 - 07.11.2022 14:00","6631","6660","n/e","n/e","515","n/e"
"07.11.2022 14:00 - 07.11.2022 15:00","5145","5295","n/e","n/e","597","n/e"
"07.11.2022 15:00 - 07.11.2022 16:00","2862","2953","n/e","n/e","658","n/e"
"07.11.2022 16:00 - 07.11.2022 17:00","684","696","n/e","n/e","624","n/e"
"07.11.2022 17:00 - 07.11.2022 18:00","3","3","n/e","n/e","585","n/e"
"07.11.2022 18:00 - 07.11.2022 19:00","0","0","n/e","n/e","473","n/e"
"07.11.2022 19:00 - 07.11.2022 20:00","0","0","n/e","n/e","343","n/e"
"07.11.2022 20:00 - 07.11.2022 21:00","0","0","n/e","n/e","251","n/e"
"07.11.2022 21:00 - 07.11.2022 22:00","0","0","n/e","n/e","203","n/e"
"07.11.2022 22:00 - 07.11.2022 23:00","0","0","n/e","n/e","189","n/e"
"07.11.2022 23:00 - 08.11.2022 00:00","0","0","n/e","n/e","158","n/e"
"08.11.2022 00:00 - 08.11.2022 01:00","0","0","n/e","n/e","181","n/e"
"08.11.2022 01:00 - 08.11.2022 02:00","0","0","n/e","n/e","158","n/e"
"08.11.2022 02:00 - 08.11.2022 03:00","0","0","n/e","n/e","126","n/e"
"08.11.2022 03:00 - 08.11.2022 04:00","0","0","n/e","n/e","106","n/e"
"08.11.2022 04:00 - 08.11.2022 05:00","0","0","n/e","n/e","98","n/e"
"08.11.2022 05:00 - 08.11.2022 06:00","0","0","n/e","n/e","101","n/e"
"08.11.2022 06:00 - 08.11.2022 07:00","2","2","n/e","n/e","94","n/e"
"08.11.2022 07:00 - 08.11.2022 08:00","589","587","n/e","n/e","94","n/e"
"08.11.2022 08:00 - 08.11.2022 09:00","2707","2767","n/e","n/e","86","n/e"
"08.11.2022 09:00 - 08.11.2022 10:00","4753","4834","n/e","n/e","55","n/e"
"08.11.2022 10:00 - 08.11.2022 11:00","5998","5977","n/e","n/e","47","n/e"
"08.11.2022 11:00 - 08.11.2022 12:00","6717","6805","n/e","n/e","61","n/e"
"08.11.2022 12:00 - 08.11.2022 13:00","6809","6824","n/e","n/e","94","n/e"
"08.11.2022 13:00 - 08.11.2022 14:00","6161","6150","n/e","n/e","124","n/e"
"08.11.2022 14:00 - 08.11.2022 15:00","4874","4894","n/e","n/e","148","n/e"
"08.11.2022 15:00 - 08.11.2022 16:00","2649","2695","n/e","n/e","155","n/e"
"08.11.2022 16:00 - 08.11.2022 17:00","622","609","n/e","n/e","190","n/e"
"08.11.2022 17:00 - 08.11.2022 18:00","3","3","n/e","n/e","175","n/e"
"08.11.2022 18:00 - 08.11.2022 19:00","0","0","n/e","n/e","123","n/e"
"08.11.2022 19:00 - 08.11.2022 20:00","0","0","n/e","n/e","101","n/e"
"08.11.2022 20:00 - 08.11.2022 21:00","0","0","n/e","n/e","104","n/e"
"08.11.2022 21:00 - 08.11.2022 22:00","0","0","n/e","n/e","129","n/e"
"08.11.2022 22:00 - 08.11.2022 23:00","0","0","n/e","n/e","162","n/e"
"08.11.2022 23:00 - 09.11.2022 00:00","0","0","n/e","n/e","190","n/e"
"09.11.2022 00:00 - 09.11.2022 01:00","0","0","n/e","n/e","249","n/e"
"09.11.2022 01:00 - 09.11.2022 02:00","0","0","n/e","n/e","271","n/e"
"09.11.2022 02:00 - 09.11.2022 03:00","0","0","n/e","n/e","297","n/e"
"09.11.2022 03:00 - 09.11.2022 04:00","0","0","n/e","n/e","330","n/e"
"09.11.2022 04:00 - 09.11.2022 05:00","0","0","n/e","n/e","343","n/e"
"09.11.2022 05:00 - 09.11.2022 06:00","0","0","n/e","n/e","351","n/e"
"09.11.2022 06:00 - 09.11.2022 07:00","4","3","n/e","n/e","363","n/e"
"09.11.2022 07:00 - 09.11.2022 08:00","665","657","n/e","n/e","384","n/e"
"09.11.2022 08:00 - 09.11.2022 09:00","2399","2394","n/e","n/e","397","n/e"
"09.11.2022 09:00 - 09.11.2022 10:00","4137","4137","n/e","n/e","370","n/e"
"09.11.2022 10:00 - 09.11.2022 11:00","5304","5324","n/e","n/e","291","n/e"
"09.11.2022 11:00 - 09.11.2022 12:00","5797","5817","n/e","n/e","334","n/e"
"09.11.2022 12:00 - 09.11.2022 13:00","5714","5687","n/e","n/e","416","n/e"
"09.11.2022 13:00 - 09.11.2022 14:00","5068","4986","n/e","n/e","477","n/e"
"09.11.2022 14:00 - 09.11.2022 15:00","3795","3702","n/e","n/e","515","n/e"
"09.11.2022 15:00 - 09.11.2022 16:00","2054","1989","n/e","n/e","526","n/e"
"09.11.2022 16:00 - 09.11.2022 17:00","458","444","n/e","n/e","543","n/e"
"09.11.2022 17:00 - 09.11.2022 18:00","2","1","n/e","n/e","543","n/e"
"09.11.2022 18:00 - 09.11.2022 19:00","0","0","n/e","n/e","469","n/e"
"09.11.2022 19:00 - 09.11.2022 20:00","0","0","n/e","n/e","425","n/e"
"09.11.2022 20:00 - 09.11.2022 21:00","0","0","n/e","n/e","395","n/e"
"09.11.2022 21:00 - 09.11.2022 22:00","0","0","n/e","n/e","362","n/e"
"09.11.2022 22:00 - 09.11.2022 23:00","0","0","n/e","n/e","344","n/e"
"09.11.2022 23:00 - 10.11.2022 00:00","0","0","n/e","n/e","352","n/e"
"10.11.2022 00:00 - 10.11.2022 01:00","0","0","n/e","n/e","471","n/e"
"10.11.2022 01:00 - 10.11.2022 02:00","0","0","n/e","n/e","489","n/e"
"10.11.2022 02:00 - 10.11.2022 03:00","0","0","n/e","n/e","492","n/e"
"10.11.2022 03:00 - 10.11.2022 04:00","0","0","n/e","n/e","484","n/e"
"10.11.2022 04:00 - 10.11.2022 05:00","0","0","n/e","n/e","466","n/e"
"10.11.2022 05:00 - 10.11.2022 06:00","0","0","n/e","n/e","447","n/e"
"10.11.2022 06:00 - 10.11.2022 07:00","3","2","n/e","n/e","433","n/e"
"10.11.2022 07:00 - 10.11.2022 08:00","468","472","n/e","n/e","423","n/e"
"10.11.2022 08:00 - 10.11.2022 09:00","1723","1719","n/e","n/e","372","n/e"
"10.11.2022 09:00 - 10.11.2022 10:00","3053","3058","n/e","n/e","245","n/e"
"10.11.2022 10:00 - 10.11.2022 11:00","3984","4050","n/e","n/e","172","n/e"
"10.11.2022 11:00 - 10.11.2022 12:00","4404","4544","n/e","n/e","176","n/e"
"10.11.2022 12:00 - 10.11.2022 13:00","4354","4554","n/e","n/e","160","n/e"
"10.11.2022 13:00 - 10.11.2022 14:00","3890","4086","n/e","n/e","148","n/e"
"10.11.2022 14:00 - 10.11.2022 15:00","2940","3093","n/e","n/e","148","n/e"
"10.11.2022 15:00 - 10.11.2022 16:00","1589","1677","n/e","n/e","173","n/e"
"10.11.2022 16:00 - 10.11.2022 17:00","360","372","n/e","n/e","246","n/e"
"10.11.2022 17:00 - 10.11.2022 18:00","1","1","n/e","n/e","297","n/e"
"10.11.2022 18:00 - 10.11.2022 19:00","0","0","n/e","n/e","287","n/e"
"10.11.2022 19:00 - 10.11.2022 20:00","0","0","n/e","n/e","287","n/e"
"10.11.2022 20:00 - 10.11.2022 21:00","0","0","n/e","n/e","354","n/e"
"10.11.2022 21:00 - 10.11.2022 22:00","0","0","n/e","n/e","445","n/e"
"10.11.2022 22:00 - 10.11.2022 23:00","0","0","n/e","n/e","608","n/e"
"10.11.2022 23:00 - 11.11.2022 00:00","0","0","n/e","n/e","786","n/e"
"11.11.2022 00:00 - 11.11.2022 01:00","0","0","n/e","n/e","1310","n/e"
"11.11.2022 01:00 - 11.11.2022 02:00","0","0","n/e","n/e","1462","n/e"
"11.11.2022 02:00 - 11.11.2022 03:00","0","0","n/e","n/e","1535","n/e"
"11.11.2022 03:00 - 11.11.2022 04:00","0","0","n/e","n/e","1625","n/e"
"11.11.2022 04:00 - 11.11.2022 05:00","0","0","n/e","n/e","1662","n/e"
"11.11.2022 05:00 - 11.11.2022 06:00","0","0","n/e","n/e","1928","n/e"
"11.11.2022 06:00 - 11.11.2022 07:00","1","1","n/e","n/e","1994","n/e"
"11.11.2022 07:00 - 11.11.2022 08:00","494","489","n/e","n/e","2031","n/e"
"11.11.2022 08:00 - 11.11.2022 09:00","2179","2058","n/e","n/e","2252","n/e"
"11.11.2022 09:00 - 11.11.2022 10:00","4095","4022","n/e","n/e","2747","n/e"
"11.11.2022 10:00 - 11.11.2022 11:00","5481","5341","n/e","n/e","3193","n/e"
"11.11.2022 11:00 - 11.11.2022 12:00","6141","6055","n/e","n/e","3253","n/e"
"11.11.2022 12:00 - 11.11.2022 13:00","6173","6077","n/e","n/e","3280","n/e"
"11.11.2022 13:00 - 11.11.2022 14:00","5569","5400","n/e","n/e","3246","n/e"
"11.11.2022 14:00 - 11.11.2022 15:00","4207","4018","n/e","n/e","3284","n/e"
"11.11.2022 15:00 - 11.11.2022 16:00","2268","2155","n/e","n/e","3246","n/e"
"11.11.2022 16:00 - 11.11.2022 17:00","498","455","n/e","n/e","2984","n/e"
"11.11.2022 17:00 - 11.11.2022 18:00","1","1","n/e","n/e","2745","n/e"
"11.11.2022 18:00 - 11.11.2022 19:00","0","0","n/e","n/e","2622","n/e"
"11.11.2022 19:00 - 11.11.2022 20:00","0","0","n/e","n/e","2790","n/e"
"11.11.2022 20:00 - 11.11.2022 21:00","0","0","n/e","n/e","2993","n/e"
"11.11.2022 21:00 - 11.11.2022 22:00","0","0","n/e","n/e","2981","n/e"
"11.11.2022 22:00 - 11.11.2022 23:00","0","0","n/e","n/e","3041","n/e"
"11.11.2022 23:00 - 12.11.2022 00:00","0","0","n/e","n/e","3024","n/e"
"12.11.2022 00:00 - 12.11.2022 01:00","0","0","n/e","n/e","2852","n/e"
"12.11.2022 01:00 - 12.11.2022 02:00","0","0","n/e","n/e","2672","n/e"
"12.11.2022 02:00 - 12.11.2022 03:00","0","0","n/e","n/e","2633","n/e"
"12.11.2022 03:00 - 12.11.2022 04:00","0","0","n/e","n/e","2770","n/e"
"12.11.2022 04:00 - 12.11.2022 05:00","0","0","n/e","n/e","2821","n/e"
"12.11.2022 05:00 - 12.11.2022 06:00","0","0","n/e","n/e","2831","n/e"
"12.11.2022 06:00 - 12.11.2022 07:00","0","0","n/e","n/e","2895","n/e"
"12.11.2022 07:00 - 12.11.2022 08:00","363","361","n/e","n/e","2812","n/e"
"12.11.2022 08:00 - 12.11.2022 09:00","1558","1503","n/e","n/e","2698","n/e"
"12.11.2022 09:00 - 12.11.2022 10:00","2851","2831","n/e","n/e","2769","n/e"
"12.11.2022 10:00 - 12.11.2022 11:00","3707","3686","n/e","n/e","3081","n/e"
"12.11.2022 11:00 - 12.11.2022 12:00","4155","4064","n/e","n/e","3134","n/e"
"12.11.2022 12:00 - 12.11.2022 13:00","4082","4034","n/e","n/e","3055","n/e"
"12.11.2022 13:00 - 12.11.2022 14:00","3661","3567","n/e","n/e","3101","n/e"
"12.11.2022 14:00 - 12.11.2022 15:00","2640","2647","n/e","n/e","2964","n/e"
"12.11.2022 15:00 - 12.11.2022 16:00","1406","1367","n/e","n/e","2857","n/e"
"12.11.2022 16:00 - 12.11.2022 17:00","302","283","n/e","n/e","2498","n/e"
"12.11.2022 17:00 - 12.11.2022 18:00","1","1","n/e","n/e","1966","n/e"
"12.11.2022 18:00 - 12.11.2022 19:00","0","0","n/e","n/e","1762","n/e"
"12.11.2022 19:00 - 12.11.2022 20:00","0","0","n/e","n/e","1471","n/e"
"12.11.2022 20:00 - 12.11.2022 21:00","0","0","n/e","n/e","1218","n/e"
"12.11.2022 21:00 - 12.11.2022 22:00","0","0","n/e","n/e","1097","n/e"
"12.11.2022 22:00 - 12.11.2022 23:00","0","0","n/e","n/e","975","n/e"
"12.11.2022 23:00 - 13.11.2022 00:00","0","0","n/e","n/e","919","n/e"
"13.11.2022 00:00 - 13.11.2022 01:00","0","0","n/e","n/e","1311","n/e"
"13.11.2022 01:00 - 13.11.2022 02:00","0","0","n/e","n/e","1347","n/e"
"13.11.2022 02:00 - 13.11.2022 03:00","0","0","n/e","n/e","1129","n/e"
"13.11.2022 03:00 - 13.11.2022 04:00","0","0","n/e","n/e","978","n/e"
"13.11.2022 04:00 - 13.11.2022 05:00","0","0","n/e","n/e","869","n/e"
"13.11.2022 05:00 - 13.11.2022 06:00","0","0","n/e","n/e","763","n/e"
"13.11.2022 06:00 - 13.11.2022 07:00","0","0","n/e","n/e","725","n/e"
"13.11.2022 07:00 - 13.11.2022 08:00","273","290","n/e","n/e","661","n/e"
"13.11.2022 08:00 - 13.11.2022 09:00","1529","1463","n/e","n/e","585","n/e"
"13.11.2022 09:00 - 13.11.2022 10:00","3135","3073","n/e","n/e","521","n/e"
"13.11.2022 10:00 - 13.11.2022 11:00","4405","4019","n/e","n/e","509","n/e"
"13.11.2022 11:00 - 13.11.2022 12:00","4951","4588","n/e","n/e","531","n/e"
"13.11.2022 12:00 - 13.11.2022 13:00","4912","4587","n/e","n/e","513","n/e"
"13.11.2022 13:00 - 13.11.2022 14:00","4245","3970","n/e","n/e","496","n/e"
"13.11.2022 14:00 - 13.11.2022 15:00","3121","3039","n/e","n/e","430","n/e"
"13.11.2022 15:00 - 13.11.2022 16:00","1605","1528","n/e","n/e","387","n/e"
"13.11.2022 16:00 - 13.11.2022 17:00","317","289","n/e","n/e","364","n/e"
"13.11.2022 17:00 - 13.11.2022 18:00","1","0","n/e","n/e","314","n/e"
"13.11.2022 18:00 - 13.11.2022 19:00","0","0","n/e","n/e","299","n/e"
"13.11.2022 19:00 - 13.11.2022 20:00","0","0","n/e","n/e","324","n/e"
"13.11.2022 20:00 - 13.11.2022 21:00","0","0","n/e","n/e","294","n/e"
"13.11.2022 21:00 - 13.11.2022 22:00","0","0","n/e","n/e","317","n/e"
"13.11.2022 22:00 - 13.11.2022 23:00","0","0","n/e","n/e","308","n/e"
"13.11.2022 23:00 - 14.11.2022 00:00","0","0","n/e","n/e","381","n/e"
"14.11.2022 00:00 - 14.11.2022 01:00","0","0","n/e","n/e","537","n/e"
"14.11.2022 01:00 - 14.11.2022 02:00","0","0","n/e","n/e","529","n/e"
"14.11.2022 02:00 - 14.11.2022 03:00","0","0","n/e","n/e","492","n/e"
"14.11.2022 03:00 - 14.11.2022 04:00","0","0","n/e","n/e","442","n/e"
"14.11.2022 04:00 - 14.11.2022 05:00","0","0","n/e","n/e","415","n/e"
"14.11.2022 05:00 - 14.11.2022 06:00","0","0","n/e","n/e","434","n/e"
"14.11.2022 06:00 - 14.11.2022 07:00","0","0","n/e","n/e","438","n/e"
"14.11.2022 07:00 - 14.11.2022 08:00","304","303","n/e","n/e","441","n/e"
"14.11.2022 08:00 - 14.11.2022 09:00","1375","1253","n/e","n/e","414","n/e"
"14.11.2022 09:00 - 14.11.2022 10:00","2670","2508","n/e","n/e","348","n/e"
"14.11.2022 10:00 - 14.11.2022 11:00","3655","3516","n/e","n/e","348","n/e"
"14.11.2022 11:00 - 14.11.2022 12:00","4214","4065","n/e","n/e","403","n/e"
"14.11.2022 12:00 - 14.11.2022 13:00","4285","4053","n/e","n/e","459","n/e"
"14.11.2022 13:00 - 14.11.2022 14:00","3819","3543","n/e","n/e","478","n/e"
"14.11.2022 14:00 - 14.11.2022 15:00","2866","2674","n/e","n/e","474","n/e"
"14.11.2022 15:00 - 14.11.2022 16:00","1507","1410","n/e","n/e","421","n/e"
"14.11.2022 16:00 - 14.11.2022 17:00","295","288","n/e","n/e","351","n/e"
"14.11.2022 17:00 - 14.11.2022 18:00","0","0","n/e","n/e","322","n/e"
"14.11.2022 18:00 - 14.11.2022 19:00","0","0","n/e","n/e","267","n/e"
"14.11.2022 19:00 - 14.11.2022 20:00","0","0","n/e","n/e","214","n/e"
"14.11.2022 20:00 - 14.11.2022 21:00","0","0","n/e","n/e","185","n/e"
"14.11.2022 21:00 - 14.11.2022 22:00","0","0","n/e","n/e","186","n/e"
"14.11.2022 22:00 - 14.11.2022 23:00","0","0","n/e","n/e","209","n/e"
"14.11.2022 23:00 - 15.11.2022 00:00","0","0","n/e","n/e","211","n/e"
"15.11.2022 00:00 - 15.11.2022 01:00","0","0","n/e","n/e","747","n/e"
"15.11.2022 01:00 - 15.11.2022 02:00","0","0","n/e","n/e","744","n/e"
"15.11.2022 02:00 - 15.11.2022 03:00","0","0","n/e","n/e","695","n/e"
"15.11.2022 03:00 - 15.11.2022 04:00","0","0","n/e","n/e","673","n/e"
"15.11.2022 04:00 - 15.11.2022 05:00","0","0","n/e","n/e","612","n/e"
"15.11.2022 05:00 - 15.11.2022 06:00","0","0","n/e","n/e","540","n/e"
"15.11.2022 06:00 - 15.11.2022 07:00","0","0","n/e","n/e","492","n/e"
"15.11.2022 07:00 - 15.11.2022 08:00","303","301","n/e","n/e","505","n/e"
"15.11.2022 08:00 - 15.11.2022 09:00","1482","1472","n/e","n/e","487","n/e"
"15.11.2022 09:00 - 15.11.2022 10:00","2859","2774","n/e","n/e","444","n/e"
"15.11.2022 10:00 - 15.11.2022 11:00","3706","3672","n/e","n/e","452","n/e"
"15.11.2022 11:00 - 15.11.2022 12:00","3895","3885","n/e","n/e","625","n/e"
"15.11.2022 12:00 - 15.11.2022 13:00","3798","3762","n/e","n/e","856","n/e"
"15.11.2022 13:00 - 15.11.2022 14:00","3296","3220","n/e","n/e","1061","n/e"
"15.11.2022 14:00 - 15.11.2022 15:00","2311","2258","n/e","n/e","1179","n/e"
"15.11.2022 15:00 - 15.11.2022 16:00","1183","1200","n/e","n/e","1197","n/e"
"15.11.2022 16:00 - 15.11.2022 17:00","219","224","n/e","n/e","1166","n/e"
"15.11.2022 17:00 - 15.11.2022 18:00","0","0","n/e","n/e","1210","n/e"
"15.11.2022 18:00 - 15.11.2022 19:00","0","0","n/e","n/e","1348","n/e"
"15.11.2022 19:00 - 15.11.2022 20:00","0","0","n/e","n/e","1505","n/e"
"15.11.2022 20:00 - 15.11.2022 21:00","0","0","n/e","n/e","1682","n/e"
"15.11.2022 21:00 - 15.11.2022 22:00","0","0","n/e","n/e","1808","n/e"
"15.11.2022 22:00 - 15.11.2022 23:00","0","0","n/e","n/e","2059","n/e"
"15.11.2022 23:00 - 16.11.2022 00:00","0","0","n/e","n/e","2300","n/e"
"16.11.2022 00:00 - 16.11.2022 01:00","0","0","n/e","n/e","2384","n/e"
"16.11.2022 01:00 - 16.11.2022 02:00","0","0","n/e","n/e","2496","n/e"
"16.11.2022 02:00 - 16.11.2022 03:00","0","0","n/e","n/e","2519","n/e"
"16.11.2022 03:00 - 16.11.2022 04:00","0","0","n/e","n/e","2572","n/e"
"16.11.2022 04:00 - 16.11.2022 05:00","0","0","n/e","n/e","2788","n/e"
"16.11.2022 05:00 - 16.11.2022 06:00","0","0","n/e","n/e","2930","n/e"
"16.11.2022 06:00 - 16.11.2022 07:00","0","0","n/e","n/e","3094","n/e"
"16.11.2022 07:00 - 16.11.2022 08:00","209","214","n/e","n/e","3322","n/e"
"16.11.2022 08:00 - 16.11.2022 09:00","1003","1041","n/e","n/e","3271","n/e"
"16.11.2022 09:00 - 16.11.2022 10:00","1837","1929","n/e","n/e","3204","n/e"
"16.11.2022 10:00 - 16.11.2022 11:00","2564","2718","n/e","n/e","3262","n/e"
"16.11.2022 11:00 - 16.11.2022 12:00","3007","3131","n/e","n/e","3360","n/e"
"16.11.2022 12:00 - 16.11.2022 13:00","3073","3157","n/e","n/e","3623","n/e"
"16.11.2022 13:00 - 16.11.2022 14:00","2747","2808","n/e","n/e","3786","n/e"
"16.11.2022 14:00 - 16.11.2022 15:00","2128","2147","n/e","n/e","3955","n/e"
"16.11.2022 15:00 - 16.11.2022 16:00","1208","1238","n/e","n/e","3993","n/e"
"16.11.2022 16:00 - 16.11.2022 17:00","225","218","n/e","n/e","3718","n/e"
"16.11.2022 17:00 - 16.11.2022 18:00","0","0","n/e","n/e","3533","n/e"
"16.11.2022 18:00 - 16.11.2022 19:00","0","0","n/e","n/e","3481","n/e"
"16.11.2022 19:00 - 16.11.2022 20:00","0","0","n/e","n/e","3542","n/e"
"16.11.2022 20:00 - 16.11.2022 21:00","0","0","n/e","n/e","3424","n/e"
"16.11.2022 21:00 - 16.11.2022 22:00","0","0","n/e","n/e","3358","n/e"
"16.11.2022 22:00 - 16.11.2022 23:00","0","0","n/e","n/e","3377","n/e"
"16.11.2022 23:00 - 17.11.2022 00:00","0","0","n/e","n/e","3474","n/e"
"17.11.2022 00:00 - 17.11.2022 01:00","0","0","n/e","n/e","3444","n/e"
"17.11.2022 01:00 - 17.11.2022 02:00","0","0","n/e","n/e","3127","n/e"
"17.11.2022 02:00 - 17.11.2022 03:00","0","0","n/e","n/e","2688","n/e"
"17.11.2022 03:00 - 17.11.2022 04:00","0","0","n/e","n/e","2360","n/e"
"17.11.2022 04:00 - 17.11.2022 05:00","0","0","n/e","n/e","2137","n/e"
"17.11.2022 05:00 - 17.11.2022 06:00","0","0","n/e","n/e","1865","n/e"
"17.11.2022 06:00 - 17.11.2022 07:00","0","0","n/e","n/e","1667","n/e"
"17.11.2022 07:00 - 17.11.2022 08:00","337","319","n/e","n/e","1626","n/e"
"17.11.2022 08:00 - 17.11.2022 09:00","1534","1367","n/e","n/e","1580","n/e"
"17.11.2022 09:00 - 17.11.2022 10:00","3022","2887","n/e","n/e","1423","n/e"
"17.11.2022 10:00 - 17.11.2022 11:00","4110","4101","n/e","n/e","1487","n/e"
"17.11.2022 11:00 - 17.11.2022 12:00","4680","4702","n/e","n/e","1660","n/e"
"17.11.2022 12:00 - 17.11.2022 13:00","4677","4570","n/e","n/e","1924","n/e"
"17.11.2022 13:00 - 17.11.2022 14:00","4109","3832","n/e","n/e","2314","n/e"
"17.11.2022 14:00 - 17.11.2022 15:00","3038","2806","n/e","n/e","2587","n/e"
"17.11.2022 15:00 - 17.11.2022 16:00","1543","1412","n/e","n/e","2619","n/e"
"17.11.2022 16:00 - 17.11.2022 17:00","261","235","n/e","n/e","2459","n/e"
"17.11.2022 17:00 - 17.11.2022 18:00","0","0","n/e","n/e","2343","n/e"
"17.11.2022 18:00 - 17.11.2022 19:00","0","0","n/e","n/e","2405","n/e"
"17.11.2022 19:00 - 17.11.2022 20:00","0","0","n/e","n/e","2572","n/e"
"17.11.2022 20:00 - 17.11.2022 21:00","0","0","n/e","n/e","2962","n/e"
"17.11.2022 21:00 - 17.11.2022 22:00","0","0","n/e","n/e","3226","n/e"
"17.11.2022 22:00 - 17.11.2022 23:00","0","0","n/e","n/e","3384","n/e"
"17.11.2022 23:00 - 18.11.2022 00:00","0","0","n/e","n/e","3446","n/e"
"18.11.2022 00:00 - 18.11.2022 01:00","0","0","n/e","n/e","3953","n/e"
"18.11.2022 01:00 - 18.11.2022 02:00","0","0","n/e","n/e","4057","n/e"
"18.11.2022 02:00 - 18.11.2022 03:00","0","0","n/e","n/e","3986","n/e"
"18.11.2022 03:00 - 18.11.2022 04:00","0","0","n/e","n/e","4006","n/e"
"18.11.2022 04:00 - 18.11.2022 05:00","0","0","n/e","n/e","4148","n/e"
"18.11.2022 05:00 - 18.11.2022 06:00","0","0","n/e","n/e","4418","n/e"
"18.11.2022 06:00 - 18.11.2022 07:00","0","0","n/e","n/e","4532","n/e"
"18.11.2022 07:00 - 18.11.2022 08:00","222","237","n/e","n/e","4790","n/e"
"18.11.2022 08:00 - 18.11.2022 09:00","1217","1271","n/e","n/e","4947","n/e"
"18.11.2022 09:00 - 18.11.2022 10:00","2762","2873","n/e","n/e","5206","n/e"
"18.11.2022 10:00 - 18.11.2022 11:00","4229","4324","n/e","n/e","5498","n/e"
"18.11.2022 11:00 - 18.11.2022 12:00","5192","5326","n/e","n/e","5978","n/e"
"18.11.2022 12:00 - 18.11.2022 13:00","5347","5462","n/e","n/e","6378","n/e"
"18.11.2022 13:00 - 18.11.2022 14:00","4911","5057","n/e","n/e","6425","n/e"
"18.11.2022 14:00 - 18.11.2022 15:00","3661","3766","n/e","n/e","6337","n/e"
"18.11.2022 15:00 - 18.11.2022 16:00","1932","1985","n/e","n/e","6046","n/e"
"18.11.2022 16:00 - 18.11.2022 17:00","340","346","n/e","n/e","5878","n/e"
"18.11.2022 17:00 - 18.11.2022 18:00","0","0","n/e","n/e","5451","n/e"
"18.11.2022 18:00 - 18.11.2022 19:00","0","0","n/e","n/e","5077","n/e"
"18.11.2022 19:00 - 18.11.2022 20:00","0","0","n/e","n/e","4775","n/e"
"18.11.2022 20:00 - 18.11.2022 21:00","0","0","n/e","n/e","4672","n/e"
"18.11.2022 21:00 - 18.11.2022 22:00","0","0","n/e","n/e","4412","n/e"
"18.11.2022 22:00 - 18.11.2022 23:00","0","0","n/e","n/e","4173","n/e"
"18.11.2022 23:00 - 19.11.2022 00:00","0","0","n/e","n/e","3804","n/e"
"19.11.2022 00:00 - 19.11.2022 01:00","0","0","n/e","n/e","3432","n/e"
"19.11.2022 01:00 - 19.11.2022 02:00","0","0","n/e","n/e","2895","n/e"
"19.11.2022 02:00 - 19.11.2022 03:00","0","0","n/e","n/e","2247","n/e"
"19.11.2022 03:00 - 19.11.2022 04:00","0","0","n/e","n/e","2056","n/e"
"19.11.2022 04:00 - 19.11.2022 05:00","0","0","n/e","n/e","1760","n/e"
"19.11.2022 05:00 - 19.11.2022 06:00","0","0","n/e","n/e","1776","n/e"
"19.11.2022 06:00 - 19.11.2022 07:00","0","0","n/e","n/e","1810","n/e"
"19.11.2022 07:00 - 19.11.2022 08:00","160","149","n/e","n/e","1862","n/e"
"19.11.2022 08:00 - 19.11.2022 09:00","816","765","n/e","n/e","1886","n/e"
"19.11.2022 09:00 - 19.11.2022 10:00","1715","1614","n/e","n/e","1838","n/e"
"19.11.2022 10:00 - 19.11.2022 11:00","2379","2220","n/e","n/e","1969","n/e"
"19.11.2022 11:00 - 19.11.2022 12:00","2859","2713","n/e","n/e","2323","n/e"
"19.11.2022 12:00 - 19.11.2022 13:00","2873","2838","n/e","n/e","2770","n/e"
"19.11.2022 13:00 - 19.11.2022 14:00","2605","2579","n/e","n/e","3220","n/e"
"19.11.2022 14:00 - 19.11.2022 15:00","1960","1920","n/e","n/e","3826","n/e"
"19.11.2022 15:00 - 19.11.2022 16:00","1067","1030","n/e","n/e","3851","n/e"
"19.11.2022 16:00 - 19.11.2022 17:00","183","175","n/e","n/e","3889","n/e"
"19.11.2022 17:00 - 19.11.2022 18:00","0","0","n/e","n/e","3868","n/e"
"19.11.2022 18:00 - 19.11.2022 19:00","0","0","n/e","n/e","4159","n/e"
"19.11.2022 19:00 - 19.11.2022 20:00","0","0","n/e","n/e","4234","n/e"
"19.11.2022 20:00 - 19.11.2022 21:00","0","0","n/e","n/e","4493","n/e"
"19.11.2022 21:00 - 19.11.2022 22:00","0","0","n/e","n/e","4651","n/e"
"19.11.2022 22:00 - 19.11.2022 23:00","0","0","n/e","n/e","4694","n/e"
