"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Luxembourg (LU)","Generation - Solar  [MW] Current / Luxembourg (LU)","Generation - Wind Offshore  [MW] Day Ahead/ Luxembourg (LU)","Generation - Wind Offshore  [MW] Current / Luxembourg (LU)","Generation - Wind Onshore  [MW] Day Ahead/ Luxembourg (LU)","Generation - Wind Onshore  [MW] Current / Luxembourg (LU)"
"11.04.2022 09:30 - 11.04.2022 09:45","120","n/e","n/e","n/e","33","n/e"
"11.04.2022 09:45 - 11.04.2022 10:00","133","n/e","n/e","n/e","32","n/e"
"11.04.2022 10:00 - 11.04.2022 10:15","144","n/e","n/e","n/e","28","n/e"
"11.04.2022 10:15 - 11.04.2022 10:30","155","n/e","n/e","n/e","28","n/e"
"11.04.2022 10:30 - 11.04.2022 10:45","165","n/e","n/e","n/e","28","n/e"
"11.04.2022 10:45 - 11.04.2022 11:00","174","n/e","n/e","n/e","28","n/e"
"11.04.2022 11:00 - 11.04.2022 11:15","183","n/e","n/e","n/e","31","n/e"
"11.04.2022 11:15 - 11.04.2022 11:30","191","n/e","n/e","n/e","31","n/e"
"11.04.2022 11:30 - 11.04.2022 11:45","198","n/e","n/e","n/e","31","n/e"
"11.04.2022 11:45 - 11.04.2022 12:00","204","n/e","n/e","n/e","32","n/e"
"11.04.2022 12:00 - 11.04.2022 12:15","210","n/e","n/e","n/e","34","n/e"
"11.04.2022 12:15 - 11.04.2022 12:30","216","n/e","n/e","n/e","35","n/e"
"11.04.2022 12:30 - 11.04.2022 12:45","220","n/e","n/e","n/e","35","n/e"
"11.04.2022 12:45 - 11.04.2022 13:00","222","n/e","n/e","n/e","35","n/e"
"11.04.2022 13:00 - 11.04.2022 13:15","224","n/e","n/e","n/e","36","n/e"
"11.04.2022 13:15 - 11.04.2022 13:30","225","n/e","n/e","n/e","36","n/e"
"11.04.2022 13:30 - 11.04.2022 13:45","225","n/e","n/e","n/e","36","n/e"
"11.04.2022 13:45 - 11.04.2022 14:00","224","n/e","n/e","n/e","36","n/e"
"11.04.2022 14:00 - 11.04.2022 14:15","222","n/e","n/e","n/e","36","n/e"
"11.04.2022 14:15 - 11.04.2022 14:30","219","n/e","n/e","n/e","36","n/e"
"11.04.2022 14:30 - 11.04.2022 14:45","215","n/e","n/e","n/e","36","n/e"
"11.04.2022 14:45 - 11.04.2022 15:00","212","n/e","n/e","n/e","36","n/e"
"11.04.2022 15:00 - 11.04.2022 15:15","207","n/e","n/e","n/e","36","n/e"
"11.04.2022 15:15 - 11.04.2022 15:30","201","n/e","n/e","n/e","36","n/e"
"11.04.2022 15:30 - 11.04.2022 15:45","194","n/e","n/e","n/e","36","n/e"
"11.04.2022 15:45 - 11.04.2022 16:00","183","n/e","n/e","n/e","36","n/e"
"11.04.2022 16:00 - 11.04.2022 16:15","172","n/e","n/e","n/e","37","n/e"
"11.04.2022 16:15 - 11.04.2022 16:30","160","n/e","n/e","n/e","37","n/e"
"11.04.2022 16:30 - 11.04.2022 16:45","148","n/e","n/e","n/e","37","n/e"
"11.04.2022 16:45 - 11.04.2022 17:00","135","n/e","n/e","n/e","37","n/e"
"11.04.2022 17:00 - 11.04.2022 17:15","122","n/e","n/e","n/e","38","n/e"
"11.04.2022 17:15 - 11.04.2022 17:30","109","n/e","n/e","n/e","38","n/e"
"11.04.2022 17:30 - 11.04.2022 17:45","96","n/e","n/e","n/e","38","n/e"
"11.04.2022 17:45 - 11.04.2022 18:00","86","n/e","n/e","n/e","38","n/e"
"11.04.2022 18:00 - 11.04.2022 18:15","74","n/e","n/e","n/e","39","n/e"
"11.04.2022 18:15 - 11.04.2022 18:30","63","n/e","n/e","n/e","39","n/e"
"11.04.2022 18:30 - 11.04.2022 18:45","52","n/e","n/e","n/e","40","n/e"
"11.04.2022 18:45 - 11.04.2022 19:00","41","n/e","n/e","n/e","40","n/e"
"11.04.2022 19:00 - 11.04.2022 19:15","31","n/e","n/e","n/e","45","n/e"
"11.04.2022 19:15 - 11.04.2022 19:30","22","n/e","n/e","n/e","46","n/e"
"11.04.2022 19:30 - 11.04.2022 19:45","14","n/e","n/e","n/e","46","n/e"
"11.04.2022 19:45 - 11.04.2022 20:00","7","n/e","n/e","n/e","47","n/e"
"11.04.2022 20:00 - 11.04.2022 20:15","2","n/e","n/e","n/e","56","n/e"
"11.04.2022 20:15 - 11.04.2022 20:30","0","n/e","n/e","n/e","57","n/e"
"11.04.2022 20:30 - 11.04.2022 20:45","0","n/e","n/e","n/e","58","n/e"
"11.04.2022 20:45 - 11.04.2022 21:00","0","n/e","n/e","n/e","58","n/e"
"11.04.2022 21:00 - 11.04.2022 21:15","0","n/e","n/e","n/e","64","n/e"
"11.04.2022 21:15 - 11.04.2022 21:30","0","n/e","n/e","n/e","64","n/e"
"11.04.2022 21:30 - 11.04.2022 21:45","0","n/e","n/e","n/e","64","n/e"
"11.04.2022 21:45 - 11.04.2022 22:00","0","n/e","n/e","n/e","65","n/e"
"11.04.2022 22:00 - 11.04.2022 22:15","0","n/e","n/e","n/e","65","n/e"
"11.04.2022 22:15 - 11.04.2022 22:30","0","n/e","n/e","n/e","65","n/e"
"11.04.2022 22:30 - 11.04.2022 22:45","0","n/e","n/e","n/e","66","n/e"
"11.04.2022 22:45 - 11.04.2022 23:00","0","n/e","n/e","n/e","66","n/e"
"11.04.2022 23:00 - 11.04.2022 23:15","0","n/e","n/e","n/e","65","n/e"
"11.04.2022 23:15 - 11.04.2022 23:30","0","n/e","n/e","n/e","65","n/e"
"11.04.2022 23:30 - 11.04.2022 23:45","0","n/e","n/e","n/e","65","n/e"
"11.04.2022 23:45 - 12.04.2022 00:00","0","n/e","n/e","n/e","66","n/e"
"12.04.2022 00:00 - 12.04.2022 00:15","0","n/e","n/e","n/e","67","n/e"
"12.04.2022 00:15 - 12.04.2022 00:30","0","n/e","n/e","n/e","67","n/e"
"12.04.2022 00:30 - 12.04.2022 00:45","0","n/e","n/e","n/e","67","n/e"
"12.04.2022 00:45 - 12.04.2022 01:00","0","n/e","n/e","n/e","67","n/e"
"12.04.2022 01:00 - 12.04.2022 01:15","0","n/e","n/e","n/e","67","n/e"
"12.04.2022 01:15 - 12.04.2022 01:30","0","n/e","n/e","n/e","67","n/e"
"12.04.2022 01:30 - 12.04.2022 01:45","0","n/e","n/e","n/e","67","n/e"
"12.04.2022 01:45 - 12.04.2022 02:00","0","n/e","n/e","n/e","67","n/e"
"12.04.2022 02:00 - 12.04.2022 02:15","0","n/e","n/e","n/e","67","n/e"
"12.04.2022 02:15 - 12.04.2022 02:30","0","n/e","n/e","n/e","67","n/e"
"12.04.2022 02:30 - 12.04.2022 02:45","0","n/e","n/e","n/e","67","n/e"
"12.04.2022 02:45 - 12.04.2022 03:00","0","n/e","n/e","n/e","67","n/e"
"12.04.2022 03:00 - 12.04.2022 03:15","0","n/e","n/e","n/e","65","n/e"
"12.04.2022 03:15 - 12.04.2022 03:30","0","n/e","n/e","n/e","65","n/e"
"12.04.2022 03:30 - 12.04.2022 03:45","0","n/e","n/e","n/e","64","n/e"
"12.04.2022 03:45 - 12.04.2022 04:00","0","n/e","n/e","n/e","64","n/e"
"12.04.2022 04:00 - 12.04.2022 04:15","0","n/e","n/e","n/e","62","n/e"
"12.04.2022 04:15 - 12.04.2022 04:30","0","n/e","n/e","n/e","62","n/e"
"12.04.2022 04:30 - 12.04.2022 04:45","0","n/e","n/e","n/e","62","n/e"
"12.04.2022 04:45 - 12.04.2022 05:00","0","n/e","n/e","n/e","62","n/e"
"12.04.2022 05:00 - 12.04.2022 05:15","0","n/e","n/e","n/e","63","n/e"
"12.04.2022 05:15 - 12.04.2022 05:30","0","n/e","n/e","n/e","63","n/e"
"12.04.2022 05:30 - 12.04.2022 05:45","0","n/e","n/e","n/e","63","n/e"
"12.04.2022 05:45 - 12.04.2022 06:00","0","n/e","n/e","n/e","63","n/e"
"12.04.2022 06:00 - 12.04.2022 06:15","0","n/e","n/e","n/e","65","n/e"
"12.04.2022 06:15 - 12.04.2022 06:30","0","n/e","n/e","n/e","65","n/e"
"12.04.2022 06:30 - 12.04.2022 06:45","0","n/e","n/e","n/e","65","n/e"
"12.04.2022 06:45 - 12.04.2022 07:00","1","n/e","n/e","n/e","65","n/e"
"12.04.2022 07:00 - 12.04.2022 07:15","4","n/e","n/e","n/e","66","n/e"
"12.04.2022 07:15 - 12.04.2022 07:30","10","n/e","n/e","n/e","66","n/e"
"12.04.2022 07:30 - 12.04.2022 07:45","18","n/e","n/e","n/e","66","n/e"
"12.04.2022 07:45 - 12.04.2022 08:00","28","n/e","n/e","n/e","66","n/e"
"12.04.2022 08:00 - 12.04.2022 08:15","39","n/e","n/e","n/e","65","n/e"
"12.04.2022 08:15 - 12.04.2022 08:30","50","n/e","n/e","n/e","64","n/e"
"12.04.2022 08:30 - 12.04.2022 08:45","63","n/e","n/e","n/e","64","n/e"
"12.04.2022 08:45 - 12.04.2022 09:00","77","n/e","n/e","n/e","64","n/e"
"12.04.2022 09:00 - 12.04.2022 09:15","91","n/e","n/e","n/e","57","n/e"
"12.04.2022 09:15 - 12.04.2022 09:30","105","n/e","n/e","n/e","57","n/e"
"12.04.2022 09:30 - 12.04.2022 09:45","119","n/e","n/e","n/e","56","n/e"
"12.04.2022 09:45 - 12.04.2022 10:00","132","n/e","n/e","n/e","56","n/e"
"12.04.2022 10:00 - 12.04.2022 10:15","145","n/e","n/e","n/e","49","n/e"
"12.04.2022 10:15 - 12.04.2022 10:30","157","n/e","n/e","n/e","49","n/e"
"12.04.2022 10:30 - 12.04.2022 10:45","168","n/e","n/e","n/e","48","n/e"
"12.04.2022 10:45 - 12.04.2022 11:00","178","n/e","n/e","n/e","48","n/e"
"12.04.2022 11:00 - 12.04.2022 11:15","188","n/e","n/e","n/e","51","n/e"
"12.04.2022 11:15 - 12.04.2022 11:30","196","n/e","n/e","n/e","51","n/e"
"12.04.2022 11:30 - 12.04.2022 11:45","204","n/e","n/e","n/e","51","n/e"
"12.04.2022 11:45 - 12.04.2022 12:00","210","n/e","n/e","n/e","51","n/e"
"12.04.2022 12:00 - 12.04.2022 12:15","215","n/e","n/e","n/e","53","n/e"
"12.04.2022 12:15 - 12.04.2022 12:30","220","n/e","n/e","n/e","53","n/e"
"12.04.2022 12:30 - 12.04.2022 12:45","224","n/e","n/e","n/e","53","n/e"
"12.04.2022 12:45 - 12.04.2022 13:00","227","n/e","n/e","n/e","52","n/e"
"12.04.2022 13:00 - 12.04.2022 13:15","229","n/e","n/e","n/e","47","n/e"
"12.04.2022 13:15 - 12.04.2022 13:30","230","n/e","n/e","n/e","46","n/e"
"12.04.2022 13:30 - 12.04.2022 13:45","231","n/e","n/e","n/e","46","n/e"
"12.04.2022 13:45 - 12.04.2022 14:00","230","n/e","n/e","n/e","45","n/e"
"12.04.2022 14:00 - 12.04.2022 14:15","228","n/e","n/e","n/e","40","n/e"
"12.04.2022 14:15 - 12.04.2022 14:30","226","n/e","n/e","n/e","40","n/e"
"12.04.2022 14:30 - 12.04.2022 14:45","222","n/e","n/e","n/e","40","n/e"
"12.04.2022 14:45 - 12.04.2022 15:00","217","n/e","n/e","n/e","39","n/e"
"12.04.2022 15:00 - 12.04.2022 15:15","211","n/e","n/e","n/e","38","n/e"
"12.04.2022 15:15 - 12.04.2022 15:30","205","n/e","n/e","n/e","38","n/e"
"12.04.2022 15:30 - 12.04.2022 15:45","197","n/e","n/e","n/e","37","n/e"
"12.04.2022 15:45 - 12.04.2022 16:00","188","n/e","n/e","n/e","37","n/e"
"12.04.2022 16:00 - 12.04.2022 16:15","178","n/e","n/e","n/e","38","n/e"
"12.04.2022 16:15 - 12.04.2022 16:30","167","n/e","n/e","n/e","37","n/e"
"12.04.2022 16:30 - 12.04.2022 16:45","156","n/e","n/e","n/e","37","n/e"
"12.04.2022 16:45 - 12.04.2022 17:00","143","n/e","n/e","n/e","37","n/e"
"12.04.2022 17:00 - 12.04.2022 17:15","129","n/e","n/e","n/e","35","n/e"
"12.04.2022 17:15 - 12.04.2022 17:30","115","n/e","n/e","n/e","34","n/e"
"12.04.2022 17:30 - 12.04.2022 17:45","103","n/e","n/e","n/e","34","n/e"
"12.04.2022 17:45 - 12.04.2022 18:00","93","n/e","n/e","n/e","33","n/e"
"12.04.2022 18:00 - 12.04.2022 18:15","81","n/e","n/e","n/e","28","n/e"
"12.04.2022 18:15 - 12.04.2022 18:30","69","n/e","n/e","n/e","28","n/e"
"12.04.2022 18:30 - 12.04.2022 18:45","57","n/e","n/e","n/e","27","n/e"
"12.04.2022 18:45 - 12.04.2022 19:00","45","n/e","n/e","n/e","27","n/e"
"12.04.2022 19:00 - 12.04.2022 19:15","34","n/e","n/e","n/e","24","n/e"
"12.04.2022 19:15 - 12.04.2022 19:30","24","n/e","n/e","n/e","24","n/e"
"12.04.2022 19:30 - 12.04.2022 19:45","15","n/e","n/e","n/e","24","n/e"
"12.04.2022 19:45 - 12.04.2022 20:00","8","n/e","n/e","n/e","23","n/e"
"12.04.2022 20:00 - 12.04.2022 20:15","3","n/e","n/e","n/e","21","n/e"
"12.04.2022 20:15 - 12.04.2022 20:30","0","n/e","n/e","n/e","21","n/e"
"12.04.2022 20:30 - 12.04.2022 20:45","0","n/e","n/e","n/e","21","n/e"
"12.04.2022 20:45 - 12.04.2022 21:00","0","n/e","n/e","n/e","21","n/e"
"12.04.2022 21:00 - 12.04.2022 21:15","0","n/e","n/e","n/e","18","n/e"
"12.04.2022 21:15 - 12.04.2022 21:30","0","n/e","n/e","n/e","18","n/e"
"12.04.2022 21:30 - 12.04.2022 21:45","0","n/e","n/e","n/e","18","n/e"
"12.04.2022 21:45 - 12.04.2022 22:00","0","n/e","n/e","n/e","17","n/e"
"12.04.2022 22:00 - 12.04.2022 22:15","0","n/e","n/e","n/e","14","n/e"
"12.04.2022 22:15 - 12.04.2022 22:30","0","n/e","n/e","n/e","14","n/e"
"12.04.2022 22:30 - 12.04.2022 22:45","0","n/e","n/e","n/e","13","n/e"
"12.04.2022 22:45 - 12.04.2022 23:00","0","n/e","n/e","n/e","13","n/e"
"12.04.2022 23:00 - 12.04.2022 23:15","0","n/e","n/e","n/e","10","n/e"
"12.04.2022 23:15 - 12.04.2022 23:30","0","n/e","n/e","n/e","10","n/e"
"12.04.2022 23:30 - 12.04.2022 23:45","0","n/e","n/e","n/e","9","n/e"
"12.04.2022 23:45 - 13.04.2022 00:00","0","n/e","n/e","n/e","9","n/e"
"13.04.2022 00:00 - 13.04.2022 00:15","0","n/e","n/e","n/e","5","n/e"
"13.04.2022 00:15 - 13.04.2022 00:30","0","n/e","n/e","n/e","5","n/e"
"13.04.2022 00:30 - 13.04.2022 00:45","0","n/e","n/e","n/e","5","n/e"
"13.04.2022 00:45 - 13.04.2022 01:00","0","n/e","n/e","n/e","5","n/e"
"13.04.2022 01:00 - 13.04.2022 01:15","0","n/e","n/e","n/e","3","n/e"
"13.04.2022 01:15 - 13.04.2022 01:30","0","n/e","n/e","n/e","3","n/e"
"13.04.2022 01:30 - 13.04.2022 01:45","0","n/e","n/e","n/e","3","n/e"
"13.04.2022 01:45 - 13.04.2022 02:00","0","n/e","n/e","n/e","3","n/e"
"13.04.2022 02:00 - 13.04.2022 02:15","0","n/e","n/e","n/e","3","n/e"
"13.04.2022 02:15 - 13.04.2022 02:30","0","n/e","n/e","n/e","3","n/e"
"13.04.2022 02:30 - 13.04.2022 02:45","0","n/e","n/e","n/e","3","n/e"
"13.04.2022 02:45 - 13.04.2022 03:00","0","n/e","n/e","n/e","3","n/e"
"13.04.2022 03:00 - 13.04.2022 03:15","0","n/e","n/e","n/e","3","n/e"
"13.04.2022 03:15 - 13.04.2022 03:30","0","n/e","n/e","n/e","3","n/e"
"13.04.2022 03:30 - 13.04.2022 03:45","0","n/e","n/e","n/e","3","n/e"
"13.04.2022 03:45 - 13.04.2022 04:00","0","n/e","n/e","n/e","3","n/e"
"13.04.2022 04:00 - 13.04.2022 04:15","0","n/e","n/e","n/e","3","n/e"
"13.04.2022 04:15 - 13.04.2022 04:30","0","n/e","n/e","n/e","3","n/e"
"13.04.2022 04:30 - 13.04.2022 04:45","0","n/e","n/e","n/e","3","n/e"
"13.04.2022 04:45 - 13.04.2022 05:00","0","n/e","n/e","n/e","3","n/e"
"13.04.2022 05:00 - 13.04.2022 05:15","0","n/e","n/e","n/e","2","n/e"
"13.04.2022 05:15 - 13.04.2022 05:30","0","n/e","n/e","n/e","2","n/e"
"13.04.2022 05:30 - 13.04.2022 05:45","0","n/e","n/e","n/e","2","n/e"
"13.04.2022 05:45 - 13.04.2022 06:00","0","n/e","n/e","n/e","2","n/e"
"13.04.2022 06:00 - 13.04.2022 06:15","0","n/e","n/e","n/e","2","n/e"
"13.04.2022 06:15 - 13.04.2022 06:30","0","n/e","n/e","n/e","2","n/e"
"13.04.2022 06:30 - 13.04.2022 06:45","0","n/e","n/e","n/e","3","n/e"
"13.04.2022 06:45 - 13.04.2022 07:00","1","n/e","n/e","n/e","3","n/e"
"13.04.2022 07:00 - 13.04.2022 07:15","4","n/e","n/e","n/e","3","n/e"
"13.04.2022 07:15 - 13.04.2022 07:30","10","n/e","n/e","n/e","3","n/e"
"13.04.2022 07:30 - 13.04.2022 07:45","17","n/e","n/e","n/e","3","n/e"
"13.04.2022 07:45 - 13.04.2022 08:00","26","n/e","n/e","n/e","3","n/e"
"13.04.2022 08:00 - 13.04.2022 08:15","35","n/e","n/e","n/e","3","n/e"
"13.04.2022 08:15 - 13.04.2022 08:30","46","n/e","n/e","n/e","3","n/e"
"13.04.2022 08:30 - 13.04.2022 08:45","57","n/e","n/e","n/e","3","n/e"
"13.04.2022 08:45 - 13.04.2022 09:00","68","n/e","n/e","n/e","3","n/e"
"13.04.2022 09:00 - 13.04.2022 09:15","80","n/e","n/e","n/e","2","n/e"
"13.04.2022 09:15 - 13.04.2022 09:30","92","n/e","n/e","n/e","2","n/e"
"13.04.2022 09:30 - 13.04.2022 09:45","104","n/e","n/e","n/e","2","n/e"
"13.04.2022 09:45 - 13.04.2022 10:00","114","n/e","n/e","n/e","2","n/e"
"13.04.2022 10:00 - 13.04.2022 10:15","122","n/e","n/e","n/e","1","n/e"
"13.04.2022 10:15 - 13.04.2022 10:30","130","n/e","n/e","n/e","1","n/e"
"13.04.2022 10:30 - 13.04.2022 10:45","137","n/e","n/e","n/e","1","n/e"
"13.04.2022 10:45 - 13.04.2022 11:00","145","n/e","n/e","n/e","1","n/e"
"13.04.2022 11:00 - 13.04.2022 11:15","152","n/e","n/e","n/e","1","n/e"
"13.04.2022 11:15 - 13.04.2022 11:30","157","n/e","n/e","n/e","1","n/e"
"13.04.2022 11:30 - 13.04.2022 11:45","165","n/e","n/e","n/e","1","n/e"
"13.04.2022 11:45 - 13.04.2022 12:00","176","n/e","n/e","n/e","1","n/e"
"13.04.2022 12:00 - 13.04.2022 12:15","188","n/e","n/e","n/e","1","n/e"
"13.04.2022 12:15 - 13.04.2022 12:30","198","n/e","n/e","n/e","1","n/e"
"13.04.2022 12:30 - 13.04.2022 12:45","206","n/e","n/e","n/e","1","n/e"
"13.04.2022 12:45 - 13.04.2022 13:00","210","n/e","n/e","n/e","1","n/e"
"13.04.2022 13:00 - 13.04.2022 13:15","213","n/e","n/e","n/e","1","n/e"
"13.04.2022 13:15 - 13.04.2022 13:30","215","n/e","n/e","n/e","1","n/e"
"13.04.2022 13:30 - 13.04.2022 13:45","215","n/e","n/e","n/e","1","n/e"
"13.04.2022 13:45 - 13.04.2022 14:00","211","n/e","n/e","n/e","1","n/e"
"13.04.2022 14:00 - 13.04.2022 14:15","206","n/e","n/e","n/e","1","n/e"
"13.04.2022 14:15 - 13.04.2022 14:30","201","n/e","n/e","n/e","1","n/e"
"13.04.2022 14:30 - 13.04.2022 14:45","194","n/e","n/e","n/e","1","n/e"
"13.04.2022 14:45 - 13.04.2022 15:00","186","n/e","n/e","n/e","2","n/e"
"13.04.2022 15:00 - 13.04.2022 15:15","177","n/e","n/e","n/e","2","n/e"
"13.04.2022 15:15 - 13.04.2022 15:30","168","n/e","n/e","n/e","2","n/e"
"13.04.2022 15:30 - 13.04.2022 15:45","159","n/e","n/e","n/e","3","n/e"
"13.04.2022 15:45 - 13.04.2022 16:00","152","n/e","n/e","n/e","3","n/e"
"13.04.2022 16:00 - 13.04.2022 16:15","144","n/e","n/e","n/e","4","n/e"
"13.04.2022 16:15 - 13.04.2022 16:30","136","n/e","n/e","n/e","4","n/e"
"13.04.2022 16:30 - 13.04.2022 16:45","128","n/e","n/e","n/e","4","n/e"
"13.04.2022 16:45 - 13.04.2022 17:00","122","n/e","n/e","n/e","4","n/e"
"13.04.2022 17:00 - 13.04.2022 17:15","114","n/e","n/e","n/e","5","n/e"
"13.04.2022 17:15 - 13.04.2022 17:30","106","n/e","n/e","n/e","6","n/e"
"13.04.2022 17:30 - 13.04.2022 17:45","96","n/e","n/e","n/e","6","n/e"
"13.04.2022 17:45 - 13.04.2022 18:00","86","n/e","n/e","n/e","7","n/e"
"13.04.2022 18:00 - 13.04.2022 18:15","75","n/e","n/e","n/e","9","n/e"
"13.04.2022 18:15 - 13.04.2022 18:30","63","n/e","n/e","n/e","9","n/e"
"13.04.2022 18:30 - 13.04.2022 18:45","52","n/e","n/e","n/e","10","n/e"
"13.04.2022 18:45 - 13.04.2022 19:00","41","n/e","n/e","n/e","11","n/e"
"13.04.2022 19:00 - 13.04.2022 19:15","31","n/e","n/e","n/e","15","n/e"
"13.04.2022 19:15 - 13.04.2022 19:30","22","n/e","n/e","n/e","15","n/e"
"13.04.2022 19:30 - 13.04.2022 19:45","14","n/e","n/e","n/e","16","n/e"
"13.04.2022 19:45 - 13.04.2022 20:00","8","n/e","n/e","n/e","17","n/e"
"13.04.2022 20:00 - 13.04.2022 20:15","3","n/e","n/e","n/e","21","n/e"
"13.04.2022 20:15 - 13.04.2022 20:30","1","n/e","n/e","n/e","21","n/e"
"13.04.2022 20:30 - 13.04.2022 20:45","0","n/e","n/e","n/e","22","n/e"
"13.04.2022 20:45 - 13.04.2022 21:00","0","n/e","n/e","n/e","22","n/e"
"13.04.2022 21:00 - 13.04.2022 21:15","0","n/e","n/e","n/e","25","n/e"
"13.04.2022 21:15 - 13.04.2022 21:30","0","n/e","n/e","n/e","26","n/e"
"13.04.2022 21:30 - 13.04.2022 21:45","0","n/e","n/e","n/e","26","n/e"
"13.04.2022 21:45 - 13.04.2022 22:00","0","n/e","n/e","n/e","26","n/e"
"13.04.2022 22:00 - 13.04.2022 22:15","0","n/e","n/e","n/e","28","n/e"
"13.04.2022 22:15 - 13.04.2022 22:30","0","n/e","n/e","n/e","28","n/e"
"13.04.2022 22:30 - 13.04.2022 22:45","0","n/e","n/e","n/e","28","n/e"
"13.04.2022 22:45 - 13.04.2022 23:00","0","n/e","n/e","n/e","28","n/e"
"13.04.2022 23:00 - 13.04.2022 23:15","0","n/e","n/e","n/e","28","n/e"
"13.04.2022 23:15 - 13.04.2022 23:30","0","n/e","n/e","n/e","28","n/e"
"13.04.2022 23:30 - 13.04.2022 23:45","0","n/e","n/e","n/e","27","n/e"
"13.04.2022 23:45 - 14.04.2022 00:00","0","n/e","n/e","n/e","27","n/e"
"14.04.2022 00:00 - 14.04.2022 00:15","0","n/e","n/e","n/e","25","n/e"
"14.04.2022 00:15 - 14.04.2022 00:30","0","n/e","n/e","n/e","25","n/e"
"14.04.2022 00:30 - 14.04.2022 00:45","0","n/e","n/e","n/e","25","n/e"
"14.04.2022 00:45 - 14.04.2022 01:00","0","n/e","n/e","n/e","25","n/e"
"14.04.2022 01:00 - 14.04.2022 01:15","0","n/e","n/e","n/e","26","n/e"
"14.04.2022 01:15 - 14.04.2022 01:30","0","n/e","n/e","n/e","26","n/e"
"14.04.2022 01:30 - 14.04.2022 01:45","0","n/e","n/e","n/e","26","n/e"
"14.04.2022 01:45 - 14.04.2022 02:00","0","n/e","n/e","n/e","26","n/e"
"14.04.2022 02:00 - 14.04.2022 02:15","0","n/e","n/e","n/e","23","n/e"
"14.04.2022 02:15 - 14.04.2022 02:30","0","n/e","n/e","n/e","22","n/e"
"14.04.2022 02:30 - 14.04.2022 02:45","0","n/e","n/e","n/e","22","n/e"
"14.04.2022 02:45 - 14.04.2022 03:00","0","n/e","n/e","n/e","21","n/e"
"14.04.2022 03:00 - 14.04.2022 03:15","0","n/e","n/e","n/e","16","n/e"
"14.04.2022 03:15 - 14.04.2022 03:30","0","n/e","n/e","n/e","15","n/e"
"14.04.2022 03:30 - 14.04.2022 03:45","0","n/e","n/e","n/e","15","n/e"
"14.04.2022 03:45 - 14.04.2022 04:00","0","n/e","n/e","n/e","14","n/e"
"14.04.2022 04:00 - 14.04.2022 04:15","0","n/e","n/e","n/e","11","n/e"
"14.04.2022 04:15 - 14.04.2022 04:30","0","n/e","n/e","n/e","10","n/e"
"14.04.2022 04:30 - 14.04.2022 04:45","0","n/e","n/e","n/e","10","n/e"
"14.04.2022 04:45 - 14.04.2022 05:00","0","n/e","n/e","n/e","10","n/e"
"14.04.2022 05:00 - 14.04.2022 05:15","0","n/e","n/e","n/e","9","n/e"
"14.04.2022 05:15 - 14.04.2022 05:30","0","n/e","n/e","n/e","8","n/e"
"14.04.2022 05:30 - 14.04.2022 05:45","0","n/e","n/e","n/e","8","n/e"
"14.04.2022 05:45 - 14.04.2022 06:00","0","n/e","n/e","n/e","8","n/e"
"14.04.2022 06:00 - 14.04.2022 06:15","0","n/e","n/e","n/e","8","n/e"
"14.04.2022 06:15 - 14.04.2022 06:30","0","n/e","n/e","n/e","8","n/e"
"14.04.2022 06:30 - 14.04.2022 06:45","0","n/e","n/e","n/e","8","n/e"
"14.04.2022 06:45 - 14.04.2022 07:00","1","n/e","n/e","n/e","8","n/e"
"14.04.2022 07:00 - 14.04.2022 07:15","2","n/e","n/e","n/e","8","n/e"
"14.04.2022 07:15 - 14.04.2022 07:30","5","n/e","n/e","n/e","8","n/e"
"14.04.2022 07:30 - 14.04.2022 07:45","9","n/e","n/e","n/e","8","n/e"
"14.04.2022 07:45 - 14.04.2022 08:00","13","n/e","n/e","n/e","8","n/e"
"14.04.2022 08:00 - 14.04.2022 08:15","18","n/e","n/e","n/e","8","n/e"
"14.04.2022 08:15 - 14.04.2022 08:30","23","n/e","n/e","n/e","7","n/e"
"14.04.2022 08:30 - 14.04.2022 08:45","29","n/e","n/e","n/e","7","n/e"
"14.04.2022 08:45 - 14.04.2022 09:00","35","n/e","n/e","n/e","7","n/e"
"14.04.2022 09:00 - 14.04.2022 09:15","42","n/e","n/e","n/e","4","n/e"
"14.04.2022 09:15 - 14.04.2022 09:30","50","n/e","n/e","n/e","4","n/e"
"14.04.2022 09:30 - 14.04.2022 09:45","59","n/e","n/e","n/e","4","n/e"
"14.04.2022 09:45 - 14.04.2022 10:00","69","n/e","n/e","n/e","4","n/e"
"14.04.2022 10:00 - 14.04.2022 10:15","80","n/e","n/e","n/e","2","n/e"
"14.04.2022 10:15 - 14.04.2022 10:30","91","n/e","n/e","n/e","2","n/e"
"14.04.2022 10:30 - 14.04.2022 10:45","103","n/e","n/e","n/e","2","n/e"
"14.04.2022 10:45 - 14.04.2022 11:00","115","n/e","n/e","n/e","2","n/e"
"14.04.2022 11:00 - 14.04.2022 11:15","127","n/e","n/e","n/e","1","n/e"
"14.04.2022 11:15 - 14.04.2022 11:30","139","n/e","n/e","n/e","1","n/e"
"14.04.2022 11:30 - 14.04.2022 11:45","151","n/e","n/e","n/e","1","n/e"
"14.04.2022 11:45 - 14.04.2022 12:00","161","n/e","n/e","n/e","1","n/e"
"14.04.2022 12:00 - 14.04.2022 12:15","171","n/e","n/e","n/e","1","n/e"
